ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;76;0;85;98;6;2477;25.352113;-nan;-nan;        14s 715ms 583μs 930ns;                        -65988385515885ns
-;5416;61;6055;7006;475;2477;1800.000000;-nan;-nan;    17m 24s 806ms 459μs  86ns;                        -4685175371627871ns
