ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;61;0;56;57;6;1266;-nan;-nan;-nan;         7s 258ms 815μs 948ns;                        -254860064614343ns
-;3120;45;2862;2929;323;1266;-nan;-nan;-nan;     6m 10s 199ms 613μs 364ns;                        -12997863295331514ns
