ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;5000;67228;5;    54m 47s 277ms 415μs 244ns;1318.430179;         1s 777ms 683μs 473ns;    31m  3s 838ms 801μs 929ns;0.000000;0.000000
2;34ed8;5000;3956;5;    14m 17s 450ms 329μs 141ns;627.024504;         3s 212ms 643μs 312ns;     3m 49s 988ms 673μs 677ns;1047.000000;90.000000
3;3b7d2;5000;6032;5;    20m 17s 530ms 118μs 330ns;543.894823;         3s 333ms 233μs 393ns;     5m     684ms 749μs 251ns;1455.000000;140.000000
14;bc5e6;5000;954;5;    16m  5s 634ms 913μs 211ns;370.196891;         5s 276ms 663μs 478ns;     2m 37s  32ms 589μs 667ns;4264.000000;1775.000000
13;b954a;3267;879;5;    11m 34s 572ms 956μs 558ns;358.443804;         5s 392ms 794μs 894ns;     2m 30s 960ms 825μs 185ns;4252.000000;1775.000000
12;b5068;5000;876;5;    16m 19s 606ms 996μs 226ns;360.122574;         5s 465ms 494μs 458ns;     2m 39s 121ms 643μs 417ns;4264.000000;1775.000000
11;b2176;3263;741;5;    11m 49s 567ms 415μs 586ns;338.843441;         5s 372ms 963μs 688ns;     2m 16s 264ms 802μs 226ns;4252.000000;1775.000000
10;addcc;5000;772;5;    14m 48s   1ms 146μs 626ns;390.000000;         5s 480ms 399μs 984ns;     2m 27s  40ms  66μs 270ns;4252.000000;1775.000000
9;aaca3;3269;924;5;    12m 19s 280ms 982μs 916ns;340.433018;         5s 332ms 963μs 120ns;     2m 36s   8ms 551μs 381ns;4252.000000;1775.000000
8;a6302;5000;1281;5;    17m 58s 397ms 478μs 653ns;349.591837;         5s 324ms 983μs 304ns;     3m 17s 380ms 637μs 977ns;4252.000000;1775.000000
