ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Original: Length;Reduced: Length;Total Reduction %: Length;Original: Primary;Reduced: Primary;Total Reduction %: Primary;Original: Secondary;Reduced: Secondary;Total Reduction %: Secondary;Runtime;Average Test Runtime
c007f;159;0;0;0;72;2;4244.000000;0.000000;0.000000;4252.000000;4252.000000;99.695193;1775.000000;1775.000000;100.000000;     2m 18s 273ms 641μs 547ns;     1m 29s 781ms 551μs 730ns
3aff;25764;6069;0;0;585;657;0.000000;0.000000;-nan;620.000000;620.000000;97.178683;50.000000;50.000000;100.000000;    50m 27s 727ms 105μs 501ns;     4m 10s 637ms 164μs 906ns
3b00;22919;1865;0;0;681;630;0.000000;0.000000;-nan;622.000000;622.000000;97.035881;60.000000;60.000000;100.000000;    51m 29s 795ms  82μs 439ns;     6m 21s 149ms 436μs 608ns
3b03;3834;156;0;0;409;117;0.000000;0.000000;-nan;1035.000000;1035.000000;161.718750;80.000000;80.000000;133.333333;    17m 18s 583ms 682μs 388ns;     4m  7s 176ms  77μs 560ns
3b0b;12405;351;0;0;410;645;0.000000;0.000000;-nan;437.000000;437.000000;97.111111;150.000000;150.000000;93.750000;    31m 43s  73ms 426μs  56ns;     3m 59s 928ms 470μs 430ns
3b1b;2306;287;0;0;156;84;674.000000;0.000000;0.000000;604.000000;604.000000;126.096033;70.000000;70.000000;175.000000;     4m 20s  14ms 713μs 265ns;        35s 699ms 157μs 312ns
38971;864;0;0;0;194;20;1226.000000;0.000000;0.000000;1395.000000;1395.000000;99.571734;120.000000;120.000000;100.000000;     4m 50s 858ms 388μs  95ns;     1m 36s 366ms 313μs 157ns
38973;695;0;0;0;152;26;1249.000000;0.000000;0.000000;1415.000000;1415.000000;101.143674;120.000000;120.000000;66.666667;     3m 58s 529ms  75μs 402ns;     1m 16s 237ms  83μs 573ns
38976;553;0;0;0;125;20;1138.000000;0.000000;0.000000;1392.000000;1392.000000;110.476190;160.000000;160.000000;133.333333;     2m 59s 873ms 188μs 285ns;        58s 317ms 742μs 995ns
3897a;994;9;0;0;168;55;1225.000000;0.000000;0.000000;1455.000000;1455.000000;105.741279;120.000000;120.000000;85.714286;     3m 27s 705ms  67μs 797ns;     1m  5s 463ms 205μs 115ns
3897e;850;20;0;0;160;40;1201.000000;0.000000;0.000000;1421.000000;1421.000000;103.345455;120.000000;120.000000;85.714286;     3m 52s 977ms 648μs 810ns;     1m 15s 325ms 493μs 962ns
3f26b;2096;29;0;0;326;48;5307.000000;0.000000;0.000000;1634.000000;1634.000000;101.616915;130.000000;130.000000;100.000000;     9m 44s 949ms 892μs  88ns;     3m  7s 130ms 923μs 998ns
3f26c;1327;14;0;0;127;57;1319.000000;0.000000;0.000000;1663.000000;1663.000000;103.937500;130.000000;130.000000;100.000000;     4m 18s 974ms 644μs 196ns;        57s  50ms 894μs 222ns
3f271;946;21;0;0;100;49;1391.000000;0.000000;0.000000;1694.000000;1694.000000;105.413815;130.000000;130.000000;108.333333;     3m 32s 543ms  63μs 436ns;        43s 676ms 263μs 102ns
3f278;646;0;0;0;84;61;8268.000000;0.000000;0.000000;1715.000000;1715.000000;109.444799;130.000000;130.000000;32.500000;     3m     370ms 835μs 728ns;        41s 656ms 475μs 670ns
3f281;1017;0;0;0;108;33;1326.000000;0.000000;0.000000;1596.000000;1596.000000;100.000000;120.000000;120.000000;100.000000;     4m 26s 585ms 310μs 807ns;        42s 792ms 363μs 785ns
bbb94;152;0;0;0;67;2;4245.000000;0.000000;0.000000;4252.000000;4252.000000;99.695193;1775.000000;1775.000000;100.000000;     2m 23s 192ms 529μs 839ns;     1m 29s 742ms 382μs 709ns
bbb95;384;0;0;0;81;39;11284.000000;0.000000;0.000000;4254.000000;4254.000000;99.322905;1775.000000;1775.000000;100.000000;     3m 50s 281ms 292μs 842ns;     1m 42s  40ms 424μs  35ns
bbb99;158;0;0;0;74;2;4247.000000;0.000000;0.000000;4252.000000;4252.000000;99.741966;1775.000000;1775.000000;100.000000;     2m 18s 817ms 813μs 277ns;     1m 37s 234ms 147μs 319ns
bbba0;89;0;0;0;55;2;4245.000000;0.000000;0.000000;4252.000000;4252.000000;99.718574;1775.000000;1775.000000;100.000000;     1m 48s 907ms 388μs 803ns;     1m 21s  60ms 686μs 875ns
bbba6;96;0;0;0;62;2;4245.000000;0.000000;0.000000;4252.000000;4252.000000;99.765368;1775.000000;1775.000000;100.000000;     2m 13s 605ms 101μs 168ns;     1m 30s  62ms 442μs 422ns
b8b01;155;0;0;0;74;2;4247.000000;0.000000;0.000000;4252.000000;4252.000000;99.695193;1775.000000;1775.000000;100.000000;     2m 39s 870ms 734μs 385ns;     1m 44s 488ms 914μs 824ns
b8b02;404;0;0;0;99;32;9719.000000;0.000000;0.000000;4254.000000;4254.000000;99.322905;1775.000000;1775.000000;100.000000;     4m 30s 738ms 245μs 899ns;     2m 10s 737ms 660μs 351ns
b8b19;97;0;0;0;52;2;4247.000000;0.000000;0.000000;4252.000000;4252.000000;99.765368;1775.000000;1775.000000;100.000000;     1m 57s 219ms 172μs 641ns;     1m 17s 342ms  54μs 483ns
b8b28;88;0;0;0;56;2;4250.000000;0.000000;0.000000;4252.000000;4252.000000;99.741966;1775.000000;1775.000000;100.000000;     1m 59s 122ms 285μs 855ns;     1m 25s 579ms 212μs 425ns
b8b2f;132;0;0;0;62;2;4243.000000;0.000000;0.000000;4252.000000;4252.000000;99.718574;1775.000000;1775.000000;100.000000;     2m  8s 657ms 778μs 306ns;     1m 28s  74ms 477μs 397ns
b47c6;90;0;0;0;55;2;4250.000000;0.000000;0.000000;4252.000000;4252.000000;99.788782;1775.000000;1775.000000;100.000000;     1m 44s 947ms  16μs 236ns;     1m 14s 931ms 263μs 726ns
