ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
23;340c;200;20287;1;     1m 12s 359ms 645μs 742ns;17072.500000;             16ms 557μs 494ns;     1m 11s 601ms 681μs 499ns;0.000000;0.000000
22;31b3;200;0;0;         4s 525ms 275μs 777ns;3000.000000;            111ms 419μs 486ns;                          0ns;0.000000;0.000000
21;2f5a;200;0;0;         4s  86ms  61μs 649ns;3000.000000;            101ms  17μs 109ns;                          0ns;0.000000;0.000000
20;2d01;200;0;0;         4s 148ms 549μs 505ns;3000.000000;            102ms 222μs 919ns;                          0ns;0.000000;0.000000
19;2aa8;200;0;0;         3s 836ms 624μs 438ns;4000.000000;             94ms 811μs 792ns;                          0ns;0.000000;0.000000
18;284f;200;0;0;         3s 774ms 780μs  30ns;4000.000000;             93ms 354μs 203ns;                          0ns;0.000000;0.000000
17;25f6;200;0;0;         3s 306ms 661μs 954ns;4000.000000;             81ms 325μs  29ns;                          0ns;0.000000;0.000000
16;239d;200;0;0;         3s 274ms 740μs 334ns;4000.000000;             80ms 672μs 124ns;                          0ns;0.000000;0.000000
15;2144;200;0;0;         3s 148ms 848μs 943ns;4000.000000;             77ms 487μs 245ns;                          0ns;0.000000;0.000000
14;1eeb;200;0;0;         2s 882ms 511μs 829ns;6000.000000;             70ms 923μs 578ns;                          0ns;0.000000;0.000000
13;1c92;200;0;0;         2s 564ms 775μs 778ns;6000.000000;             62ms 882μs 409ns;                          0ns;0.000000;0.000000
12;1a39;200;0;0;         2s 317ms 257μs 840ns;6000.000000;             56ms 802μs 767ns;                          0ns;0.000000;0.000000
11;17e0;200;0;0;         2s 207ms 419μs 416ns;6000.000000;             54ms 129μs 385ns;                          0ns;0.000000;0.000000
10;1587;200;0;0;         2s 208ms 855μs 798ns;6000.000000;             54ms  93μs 634ns;                          0ns;0.000000;0.000000
9;132e;200;0;0;         1s 846ms 588μs 161ns;12000.000000;             45ms 126μs 176ns;                          0ns;0.000000;0.000000
8;10d5;200;0;0;         1s 637ms 393μs 317ns;12000.000000;             39ms 937μs 316ns;                          0ns;0.000000;0.000000
7;e7c;200;0;0;         1s 596ms 834μs  93ns;12000.000000;             38ms 967μs 700ns;                          0ns;0.000000;0.000000
6;c23;200;0;0;         1s 275ms 438μs  40ns;12000.000000;             31ms   1μs 541ns;                          0ns;0.000000;0.000000
5;9ca;200;0;0;         1s 114ms 299μs 832ns;12000.000000;             26ms 959μs 118ns;                          0ns;0.000000;0.000000
4;771;200;0;0;            898ms 154μs 492ns;inf;             21ms 567μs 733ns;                          0ns;0.000000;0.000000
3;518;200;0;0;            741ms 473μs 737ns;inf;             17ms 684μs 381ns;                          0ns;0.000000;0.000000
2;2bf;200;0;0;            520ms 797μs 744ns;inf;             12ms 150μs 812ns;                          0ns;0.000000;0.000000
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;200;0;0;            337ms 942μs 986ns;inf;              7ms 367μs  70ns;                          0ns;0.000000;0.000000
