ID;Parent ID;Generation ID;Derived Inputs;Derived Fails;Flags;Generation Time;Generation Length;Trimmed Length;Execution Time;Primary Score;Relative Primary Score;Secondary Score;Relative Secondary Score;Exit Code;Exit Reason;Result;Retries;Test Number
102bc8;d0f38;ffad1;0;0;0000000000000030;   668m 26s 445ms 116μs 829ns;0;6194;         7s 146ms 939μs 629ns;5588.000000;1.108447;2995.000000;2.068114;0;1;Failing;0;353211
103344;d0f38;ffad1;0;0;0000000000000030;   670m 16s 907ms  87μs 559ns;0;6873;         9s 517ms 548μs 916ns;5594.000000;1.228638;2815.000000;2.441563;0;1;Failing;0;353850
10067e;d1d36;ffad1;0;0;0000000000000030;   659m 30s 517ms  80μs 490ns;0;6710;         8s 851ms  58μs 895ns;5601.000000;1.198000;2795.000000;2.400716;0;1;Failing;0;350029
100699;d0f38;ffad1;0;0;0000000000000030;   659m 31s 847ms 274μs 322ns;0;6122;         7s 288ms 904μs 336ns;5589.000000;1.095366;2695.000000;2.271614;0;1;Failing;0;350038
ffcf6;d0f38;ffad1;0;0;0000000000000030;   658m 53s 780ms 174μs 133ns;0;5895;         7s 640ms 315μs 704ns;5591.000000;1.054373;2635.000000;2.237192;0;1;Failing;0;349222
1025a0;d0f38;ffad1;0;0;0000000000000030;   666m 56s 784ms 875μs 918ns;0;5832;         7s  88ms 938μs 351ns;5589.000000;1.043478;2635.000000;2.213283;0;1;Failing;0;352686
102da7;d0f38;ffad1;0;0;0000000000000030;   668m 53s 407ms 951μs 174ns;0;6274;         8s 510ms 856μs   7ns;5586.000000;1.123165;2635.000000;2.381025;0;1;Failing;0;353371
101010;c4695;ffad1;0;0;0000000000000030;   661m 48s 984ms 117μs 636ns;0;5996;         7s 450ms 826μs 922ns;5589.000000;1.072822;2625.000000;2.284190;0;1;Failing;0;350846
101eb4;c4695;ffad1;0;0;0000000000000030;   665m 17s 619ms  63μs 128ns;0;5880;         7s 326ms 123μs 686ns;5587.000000;1.052443;2625.000000;2.240000;0;1;Failing;0;352095
101680;d1d36;ffad1;0;0;0000000000000030;   663m 19s 890ms  63μs 227ns;0;6251;         8s  17ms 769μs 391ns;5589.000000;1.118447;2615.000000;2.390440;0;1;Failing;0;351395
1016d7;d0f38;ffad1;0;0;0000000000000030;   663m 25s 179ms 440μs 582ns;0;11242;        14s   6ms 625μs 127ns;5678.000000;1.979923;2575.000000;4.365825;0;1;Failing;0;351424
1021fc;c4695;ffad1;0;0;0000000000000030;   666m  4s 490ms 140μs 507ns;0;5885;         7s 598ms 805μs 191ns;5591.000000;1.052585;2505.000000;2.349301;0;1;Failing;0;352375
1001d4;d1d36;ffad1;0;0;0000000000000030;   658m 57s 255ms 284μs 263ns;0;6380;         7s 382ms   3μs 132ns;5595.000000;1.140304;2495.000000;2.557114;0;1;Failing;0;349637
103348;d1d36;ffad1;0;0;0000000000000030;   670m 17s  41ms 866μs 478ns;0;6269;         7s  25ms 290μs 859ns;5594.000000;1.120665;2495.000000;2.512625;0;1;Failing;0;353851
1029bb;d1d36;ffad1;0;0;0000000000000030;   667m 55s 641ms 685μs 716ns;0;6342;         8s  98ms 784μs 681ns;5594.000000;1.133715;2495.000000;2.541884;0;1;Failing;0;353036
100960;d1d36;ffad1;0;0;0000000000000030;   660m 11s 476ms 555μs 265ns;0;6205;         7s 907ms 454μs 170ns;5588.000000;1.110415;2495.000000;2.486974;0;1;Failing;0;350275
1022c8;d0f38;ffad1;0;0;0000000000000030;   666m 15s 936ms 715μs 939ns;0;5976;         7s 339ms 914μs 182ns;5589.000000;1.069243;2455.000000;2.434216;0;1;Failing;0;352443
10350f;d0f38;ffad1;0;0;0000000000000030;   670m 42s 422ms 744μs 493ns;0;5774;         6s 489ms 251μs 148ns;5588.000000;1.033286;2455.000000;2.351935;0;1;Failing;0;354003
10248d;d0f38;ffad1;0;0;0000000000000030;   666m 41s 675ms 619μs 629ns;0;5682;         7s 191ms 774μs 979ns;5586.000000;1.017186;2455.000000;2.314460;0;1;Failing;0;352594
102c06;d0f38;ffad1;0;0;0000000000000030;   668m 30s 351ms 998μs 197ns;0;5873;         6s 227ms 284μs 539ns;5586.000000;1.051378;2455.000000;2.392261;0;1;Failing;0;353232
101563;c4695;ffad1;0;0;0000000000000030;   663m  4s 638ms 769μs 551ns;0;5616;         6s 635ms 431μs 313ns;5587.000000;1.005191;2445.000000;2.296933;0;1;Failing;0;351300
10130b;c4695;ffad1;0;0;0000000000000030;   662m 31s 505ms 556μs 125ns;0;5928;         6s 912ms  20μs 580ns;5587.000000;1.061035;2445.000000;2.424540;0;1;Failing;0;351100
1026d3;d1d36;ffad1;0;0;0000000000000030;   667m 13s 908ms 573μs 122ns;0;5879;         8s  58ms 274μs 791ns;5590.000000;1.051699;2435.000000;2.414374;0;1;Failing;0;352788
1010c5;d0f38;ffad1;0;0;0000000000000030;   661m 59s 148ms 277μs 711ns;0;5720;         7s 559ms 259μs 668ns;5590.000000;1.023256;2395.000000;2.388309;0;1;Failing;0;350906
102e89;d1d36;ffad1;0;0;0000000000000030;   669m  7s 198ms 356μs 796ns;0;5910;         6s 736ms 723μs  97ns;5592.000000;1.056867;2375.000000;2.488421;0;1;Failing;0;353446
1001c6;d1d36;ffad1;0;0;0000000000000030;   658m 57s 247ms 961μs 442ns;0;6070;         7s 798ms 522μs 617ns;5591.000000;1.085673;2375.000000;2.555789;0;1;Failing;0;349632
102c37;d0f38;ffad1;0;0;0000000000000030;   668m 32s 615ms 791μs 611ns;0;6032;         7s 506ms 252μs 743ns;5593.000000;1.078491;2335.000000;2.583298;0;1;Failing;0;353248
1023fa;d0f38;ffad1;0;0;0000000000000030;   666m 33s  60ms 736μs 709ns;0;5800;         6s 151ms 921μs 425ns;5588.000000;1.037938;2335.000000;2.483940;0;1;Failing;0;352545
1015cf;d0f38;ffad1;0;0;0000000000000030;   663m 10s 325ms 842μs 815ns;0;5860;         7s 298ms 292μs 826ns;5587.000000;1.048863;2335.000000;2.509636;0;1;Failing;0;351336
102231;d0f38;ffad1;0;0;0000000000000030;   666m  7s 604ms 283μs  64ns;0;5548;         7s 106ms 981μs 682ns;5586.000000;0.993197;2335.000000;2.376017;0;1;Failing;0;352393
100fe4;d0f38;ffad1;0;0;0000000000000030;   661m 47s 363ms 366μs 290ns;0;5617;         6s 488ms 852μs 281ns;5586.000000;1.005550;2335.000000;2.405567;0;1;Failing;0;350831
100753;d0f38;ffad1;0;0;0000000000000030;   659m 43s  13ms 895μs  43ns;0;5669;         6s 925ms 977μs 410ns;5586.000000;1.014859;2335.000000;2.427837;0;1;Failing;0;350100
100dce;d0f38;ffad1;0;0;0000000000000030;   661m 16s 634ms   2μs 762ns;0;5699;         7s 251ms 914μs 979ns;5586.000000;1.020229;2335.000000;2.440685;0;1;Failing;0;350653
1033fc;d0f38;ffad1;0;0;0000000000000030;   670m 27s 435ms 714μs 807ns;0;5866;         8s 233ms 149μs  35ns;5585.000000;1.050313;2335.000000;2.512206;0;1;Failing;0;353911
101557;d0f38;ffad1;0;0;0000000000000030;   663m  4s 359ms 364μs 341ns;0;5878;         6s 894ms 229μs 732ns;5585.000000;1.052462;2335.000000;2.517345;0;1;Failing;0;351296
102b02;d0f38;ffad1;0;0;0000000000000030;   668m 14s  96ms 628μs 988ns;0;5499;         7s 853ms 493μs 620ns;5584.000000;0.984778;2335.000000;2.355032;0;1;Failing;0;353145
ffe07;d0f38;ffad1;0;0;0000000000000030;   658m 54s 546ms 880μs 600ns;0;5844;         7s 573ms 746μs 606ns;5583.000000;1.046749;2335.000000;2.502784;0;1;Failing;0;349313
10133b;c4695;ffad1;0;0;0000000000000030;   662m 33s 882ms 277μs 608ns;0;5468;         7s 271ms 864μs 893ns;5591.000000;0.978000;2325.000000;2.351828;0;1;Failing;0;351116
102a18;c4695;ffad1;0;0;0000000000000030;   668m  1s 323ms 803μs 492ns;0;5452;         7s 595ms 816μs 819ns;5588.000000;0.975662;2325.000000;2.344946;0;1;Failing;0;353067
