ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
9;ffad1;5000;15822;5;                          0ns;inf;         6s 520ms 872μs 507ns;    25m 35s 408ms 596μs 140ns;5587.000000;1735.000000
5;4bedf;5000;34009;5;    36m 57s 956ms 459μs 645ns;1055.723951;         2s  27ms 993μs 863ns;    11m 49s 551ms 416μs 936ns;3237.000000;60.000000
8;be28d;5000;84450;5;   252m 14s 200ms 286μs 546ns;354.631955;         6s 262ms  32μs 611ns;   103m 21s 782ms 689μs 477ns;5288.000000;1855.000000
7;aa988;5000;21709;5;    79m 28s 878ms 796μs 584ns;336.103188;         6s 615ms 582μs 773ns;    37m 41s 497ms  55μs 448ns;3878.000000;1795.000000
6;68808;5000;85238;5;   166m  7s 878ms 604μs 135ns;543.220628;         4s 262ms  12μs 534ns;   118m 53s 321ms 984μs 125ns;3430.000000;60.000000
4;2cd63;5000;37450;5;    70m 58s 533ms 370μs 406ns;598.168154;         3s 955ms 915μs 829ns;    56m 14s 656ms 560μs 914ns;2536.000000;60.000000
3;284ac;5000;1203;5;     7m 45s 405ms 551μs 898ns;800.387097;         2s 269ms 666μs 629ns;     1m  8s 921ms 730μs 395ns;1803.000000;40.000000
2;221be;5000;3440;5;    11m     544ms 330μs 127ns;767.272727;         1s 816ms 240μs 189ns;     2m  7s 584ms 979μs 629ns;1508.000000;20.000000
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;5000;41534;5;    35m 59s 769ms 102μs 295ns;1293.209819;         1s 658ms 886μs 883ns;    12m 34s 335ms 675μs 202ns;0.000000;0.000000
