ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;5000;39727;5;    36m 36s 872ms 948μs 275ns;1222.049180;         1s 877ms 404μs 283ns;    20m 56s 995ms 567μs 117ns;0.000000;0.000000
2;20c91;5000;10704;5;    26m 18s 650ms 827μs 695ns;597.110266;         3s 557ms 121μs 862ns;     8m 19s 289ms 116μs 422ns;1290.000000;270.000000
3;2c49f;5000;6000;5;    15m 14s 676ms 733μs 805ns;722.100656;         2s 634ms  35μs 191ns;     4m 26s 195ms  71μs 237ns;1724.000000;340.000000
4;3458d;5000;12718;5;    30m 16s 335ms 887μs 529ns;585.396476;         3s 851ms 510μs 831ns;    12m 40s 419ms  44μs 678ns;2211.000000;520.000000
5;41535;4278;126140;5;   284m 23s 798ms 853μs 603ns;458.599308;         5s 205ms 967μs 440ns;   216m 48s   1ms 763μs 432ns;2535.000000;420.000000
10;bb85d;5000;24604;5;    46m 48s 833ms 856μs 129ns;632.564103;         3s 719ms 474μs 288ns;    17m 50s 125ms 700μs 672ns;1293.000000;220.000000
9;b5776;5000;3267;5;     8m 43s 552ms 793μs 181ns;948.413002;         1s 943ms 445μs 858ns;     2m 52s 805ms 840μs 511ns;815.000000;100.000000
8;a942e;5000;11662;5;    11m 44s 564ms 905μs 330ns;1420.056818;         1s 296ms 603μs 952ns;     4m 20s 752ms 318μs 415ns;684.000000;120.000000
7;a4901;5000;1413;5;    13m 33s 600ms 538μs  75ns;473.284133;         4s 546ms 361μs 771ns;        26s 536ms 818μs 764ns;4512.000000;1725.000000
6;a0d91;5000;70;5;    14m  3s 362ms 313μs 494ns;360.854093;         5s 659ms 758μs 248ns;        29s  10ms 831μs 715ns;4640.000000;1785.000000
12;d69fb;5000;74710;5;                          0ns;inf;         6s 576ms 343μs 573ns;   184m 13s 671ms 815μs 365ns;2565.000000;390.000000
11;d134f;5000;2394;5;    13m 24s 392ms 690μs 796ns;551.791045;         3s 590ms  69μs 144ns;     2m 50s 904ms 748μs 888ns;2089.000000;380.000000
