ID;Parent ID;Generation ID;Derived Inputs;Derived Fails;Flags;Generation Time;Generation Length;Trimmed Length;Execution Time;Primary Score;Relative Primary Score;Secondary Score;Relative Secondary Score;Exit Code;Exit Reason;Result;Retries;Test Number
d7823;5967f;56d4e;0;0;0000000000000080;   594m 15s  97ms 386μs 611ns;0;-1;        30s        58μs 570ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;294199
d7a5d;5a4cf;56d4e;0;0;0000000000000080;   594m 42s 823ms 836μs 564ns;0;-1;        30s 318ms 585μs 948ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;294389
d7cdf;5967f;56d4e;0;0;0000000000000080;   595m 13s 785ms 471μs 841ns;0;-1;        30s 451ms 364μs 850ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;294601
d7e95;5967f;56d4e;0;0;0000000000000080;   595m 36s 149ms 985μs 902ns;0;-1;        30s 392ms 388μs 687ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;294749
d9879;5a4cf;56d4e;0;0;0000000000000080;   601m 20s 396ms 945μs 108ns;0;-1;        30s 445ms 401μs 285ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;296959
d9bd3;5967f;56d4e;0;0;0000000000000080;   602m  3s 348ms 715μs 516ns;0;-1;        30s        56μs 702ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;297243
da973;5a4cf;56d4e;0;0;0000000000000080;   604m 51s 681ms 294μs 591ns;0;-1;        30s  60ms 342μs 772ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;298406
dad22;5a4cf;56d4e;0;0;0000000000000080;   605m 40s 473ms 679μs 920ns;0;-1;        30s 100ms 633μs 544ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;298721
daf74;5967f;56d4e;0;0;0000000000000080;   606m 10s 515ms 868μs 350ns;0;-1;        30s 483ms 996μs 411ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;298920
db001;5a4cf;56d4e;0;0;0000000000000080;   606m 17s  43ms 727μs 683ns;0;-1;        30s 475ms 704μs 403ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;298966
db307;5967f;56d4e;0;0;0000000000000080;   606m 58s  50ms 631μs 178ns;0;-1;        30s 410ms 444μs 488ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;299223
db408;5967f;56d4e;0;0;0000000000000080;   607m 10s 845ms  93μs 303ns;0;-1;        30s 324ms 970μs  10ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;299309
dc756;5967f;56d4e;0;0;0000000000000080;   611m 26s 212ms 667μs 896ns;0;-1;        30s  88ms 822μs 619ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;300956
dd1b8;5a4cf;56d4e;0;0;4000000000000080;   613m 40s 271ms 247μs 817ns;0;-1;        30s  90ms 581μs 466ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;301843
dd517;5a4cf;56d4e;0;0;0000000000000080;   614m 25s 132ms 370μs 990ns;0;-1;        30s  32ms 342μs 750ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;302129
de49a;5967f;56d4e;0;0;0000000000000080;   617m 55s 645ms 741μs 672ns;0;-1;        30s 304ms 527μs 648ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;303457
de920;5a4cf;56d4e;0;0;0000000000000080;   618m 49s 155ms 974μs 290ns;0;-1;        30s  36ms 555μs 853ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;303840
de92a;5a4cf;56d4e;0;0;0000000000000080;   618m 49s 171ms 643μs 107ns;0;-1;        30s  16ms 441μs 993ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;303844
de99d;5967f;56d4e;0;0;0000000000000080;   618m 55s 278ms 780μs 905ns;0;-1;        30s 427ms 251μs 946ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;303881
deb5a;5a4cf;56d4e;0;0;0000000000000080;   619m 18s 794ms 258μs 912ns;0;-1;        30s  18ms 710μs 612ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;304032
decac;5a4cf;56d4e;0;0;0000000000000080;   619m 36s 159ms  21μs  45ns;0;-1;        30s  67ms 318μs 497ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;304143
deeb6;5a4cf;56d4e;0;0;0000000000000080;   620m  1s 794ms 897μs  27ns;0;-1;        30s 238ms   7μs 732ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;304318
dfc2f;5967f;56d4e;0;0;0000000000000080;   622m 59s  92ms 905μs 642ns;0;-1;        30s 464ms  72μs 739ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;305465
e0165;5a4cf;56d4e;0;0;0000000000000080;   623m 58s 502ms 607μs 808ns;0;-1;        30s 100ms 292μs 678ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;305911
e3461;5967f;56d4e;0;0;0000000000000080;   634m 31s 715ms 170μs 200ns;0;-1;        30s 418ms 566μs 539ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;310263
e3e19;5a4cf;56d4e;0;0;0000000000000080;   636m 42s  47ms 288μs 260ns;0;-1;        30s        23μs 305ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;311090
e43c7;5a4cf;56d4e;0;0;0000000000000080;   638m  3s 177ms 697μs 666ns;0;-1;        30s 279ms 866μs 574ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;311576
e6634;5a4cf;56d4e;0;0;0000000000000080;   646m 10s 608ms 109μs 823ns;0;-1;        30s        38μs 640ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;314512
e6b86;5967f;56d4e;0;0;0000000000000080;   647m 21s 957ms 774μs 107ns;0;-1;        30s   2ms 275μs  70ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;314968
e7968;5a4cf;56d4e;0;0;0000000000000080;   650m 37s 210ms  61μs 128ns;0;-1;        30s 447ms 503μs  57ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;316151
e7fd0;5a4cf;56d4e;0;0;0000000000000080;   652m  6s 479ms 340μs 394ns;0;-1;        30s  76ms 456μs 250ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;316698
e8afe;5a4cf;56d4e;0;0;0000000000000080;   654m 45s 347ms 980μs 535ns;0;-1;        30s 401ms  94μs 211ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;317653
ea089;5967f;56d4e;0;0;0000000000000080;   659m 44s 307ms 780μs 729ns;0;-1;        30s 117ms 226μs 257ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;319491
ea1cb;5a4cf;56d4e;0;0;0000000000000080;   660m     580ms 689μs 994ns;0;-1;        30s       101μs 758ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;319597
ebda4;5967f;56d4e;0;0;0000000000000080;   666m 33s 499ms 131μs 599ns;0;-1;        30s 377ms 581μs 329ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;321975
ec59b;5967f;56d4e;0;0;0000000000000080;   668m 19s 113ms 753μs  90ns;0;-1;        30s 243ms 450μs 367ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;322655
ec9e3;5967f;56d4e;0;0;0000000000000080;   669m 21s  44ms 932μs  45ns;0;-1;        30s 130ms 874μs 386ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;323019
ed4a0;5a4cf;56d4e;0;0;0000000000000080;   672m  2s 964ms 455μs 132ns;0;-1;        30s 128ms 976μs 343ns;0.000000;-nan;0.000000;-nan;-1;8;Failing;0;323936
