ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Original: Length;Reduced: Length;Total Reduction %: Length;Original: Primary;Reduced: Primary;Total Reduction %: Primary;Original: Secondary;Reduced: Secondary;Total Reduction %: Secondary;Runtime;Average Test Runtime
1dcae;0;0;6;0;2;3;61.000000;61.000000;100.000000;53.000000;53.000000;100.000000;0.000000;0.000000;-nan;                  344μs 222ns;                          0ns
1dcaf;0;0;6;0;2;3;67.000000;67.000000;100.000000;55.000000;55.000000;100.000000;0.000000;0.000000;-nan;                  220μs 954ns;                          0ns
1dcb4;1;0;11;0;3;5;65.000000;65.000000;100.000000;56.000000;56.000000;100.000000;0.000000;0.000000;-nan;              3ms 863μs 586ns;                          0ns
1dcbd;0;0;6;0;2;3;61.000000;61.000000;100.000000;52.000000;52.000000;100.000000;0.000000;0.000000;-nan;                   97μs 397ns;                          0ns
1dcc2;0;0;6;0;2;3;64.000000;64.000000;100.000000;54.000000;54.000000;100.000000;0.000000;0.000000;-nan;                  134μs 729ns;                          0ns
5b21;1;0;5;0;2;3;26.000000;26.000000;100.000000;22.000000;22.000000;100.000000;0.000000;0.000000;-nan;              2ms 786μs 762ns;                          0ns
5b22;0;0;0;0;1;2;22.000000;22.000000;100.000000;21.000000;21.000000;100.000000;0.000000;0.000000;-nan;                   21μs 949ns;                          0ns
5b28;0;0;0;0;1;2;21.000000;21.000000;100.000000;20.000000;20.000000;100.000000;0.000000;0.000000;-nan;                   18μs 926ns;                          0ns
5b29;11;0;7;0;6;3;30.000000;28.000000;93.333333;25.000000;25.000000;108.695652;0.000000;0.000000;-nan;             17ms  37μs 143ns;              5ms 967μs 972ns
5b2a;2;0;10;0;3;5;25.000000;25.000000;100.000000;19.000000;19.000000;100.000000;0.000000;0.000000;-nan;              9ms 131μs 866ns;                          0ns
b7c3;1;0;1;0;1;2;36.000000;36.000000;100.000000;31.000000;31.000000;100.000000;0.000000;0.000000;-nan;              4ms 293μs 259ns;                          0ns
b7c4;0;0;0;0;1;2;37.000000;37.000000;100.000000;30.000000;30.000000;100.000000;0.000000;0.000000;-nan;                   20μs 904ns;                          0ns
b7b8;1;0;1;0;1;2;42.000000;42.000000;100.000000;34.000000;34.000000;100.000000;0.000000;0.000000;-nan;              4ms 292μs 511ns;                          0ns
b7b9;1;0;1;0;1;2;38.000000;38.000000;100.000000;32.000000;32.000000;100.000000;0.000000;0.000000;-nan;              4ms 130μs 147ns;                          0ns
b7be;0;0;0;0;1;2;38.000000;38.000000;100.000000;33.000000;33.000000;100.000000;0.000000;0.000000;-nan;                   25μs  46ns;                          0ns
17687;1;0;1;0;1;2;45.000000;45.000000;100.000000;34.000000;34.000000;100.000000;0.000000;0.000000;-nan;              5ms 727μs 294ns;                          0ns
17688;1;0;1;0;1;2;36.000000;36.000000;100.000000;31.000000;31.000000;100.000000;0.000000;0.000000;-nan;              4ms 287μs 989ns;                          0ns
1768d;1;0;1;0;1;2;41.000000;41.000000;100.000000;33.000000;33.000000;100.000000;0.000000;0.000000;-nan;              5ms 440μs 297ns;                          0ns
17692;1;0;1;0;1;2;38.000000;38.000000;100.000000;32.000000;32.000000;100.000000;0.000000;0.000000;-nan;              5ms 463μs 167ns;                          0ns
17697;1;0;1;0;1;2;37.000000;37.000000;100.000000;30.000000;30.000000;100.000000;0.000000;0.000000;-nan;              5ms 308μs  52ns;                          0ns
235f6;576;0;0;0;9;72;76.000000;72.000000;94.736842;70.000000;70.000000;95.890411;0.000000;0.000000;-nan;         1s 481ms 502μs 425ns;              9ms 444μs 443ns
2354a;498;0;0;0;8;72;74.000000;72.000000;97.297297;70.000000;70.000000;98.591549;0.000000;0.000000;-nan;            921ms 660μs 507ns;              5ms 517μs 630ns
23557;576;0;0;0;9;72;76.000000;72.000000;94.736842;70.000000;70.000000;95.890411;0.000000;0.000000;-nan;            840ms 183μs 386ns;             10ms   8μs 743ns
23564;576;0;0;0;9;72;76.000000;72.000000;94.736842;70.000000;70.000000;95.890411;0.000000;0.000000;-nan;         1s 415ms  39μs 745ns;             16ms 173μs 616ns
23571;576;0;0;0;9;72;76.000000;72.000000;94.736842;70.000000;70.000000;95.890411;0.000000;0.000000;-nan;         1s 309ms 217μs 755ns;             15ms 597μs  64ns
2353d;498;0;0;0;8;72;74.000000;72.000000;97.297297;70.000000;70.000000;98.591549;0.000000;0.000000;-nan;            426ms 179μs 706ns;              5ms 833μs 535ns
234ca;5;0;0;0;2;4;76.000000;76.000000;100.000000;73.000000;73.000000;100.000000;0.000000;0.000000;-nan;             24ms  86μs 977ns;                          0ns
234cb;5;0;0;0;2;4;76.000000;76.000000;100.000000;73.000000;73.000000;100.000000;0.000000;0.000000;-nan;             32ms 397μs 611ns;                          0ns
234e9;5;0;0;0;2;4;76.000000;76.000000;100.000000;73.000000;73.000000;100.000000;0.000000;0.000000;-nan;             17ms  35μs 319ns;                          0ns
234f6;5;0;0;0;2;4;76.000000;76.000000;100.000000;73.000000;73.000000;100.000000;0.000000;0.000000;-nan;             17ms 337μs 961ns;                          0ns
1d4d1;0;0;6;0;2;3;58.000000;58.000000;100.000000;51.000000;51.000000;100.000000;0.000000;0.000000;-nan;                  115μs 333ns;                          0ns
1d4d8;0;0;6;0;2;3;62.000000;62.000000;100.000000;52.000000;52.000000;100.000000;0.000000;0.000000;-nan;                  147μs 139ns;                          0ns
2349c;0;0;6;0;2;3;79.000000;79.000000;100.000000;70.000000;70.000000;100.000000;0.000000;0.000000;-nan;                  312μs 338ns;                          0ns
2349d;0;0;6;0;2;3;82.000000;82.000000;100.000000;71.000000;71.000000;100.000000;0.000000;0.000000;-nan;                  155μs 864ns;                          0ns
234a1;2;0;4;0;2;4;76.000000;76.000000;100.000000;72.000000;72.000000;100.000000;0.000000;0.000000;-nan;             11ms  19μs 322ns;                          0ns
234ab;2;0;10;0;3;5;78.000000;78.000000;100.000000;74.000000;74.000000;100.000000;0.000000;0.000000;-nan;             10ms 856μs 630ns;                          0ns
234b2;2;0;10;0;3;5;78.000000;78.000000;100.000000;73.000000;73.000000;100.000000;0.000000;0.000000;-nan;             13ms 853μs 676ns;                          0ns
234bf;6;0;0;0;2;3;74.000000;74.000000;100.000000;71.000000;71.000000;100.000000;0.000000;0.000000;-nan;             15ms 265μs 541ns;                          0ns
234c9;6;0;0;0;2;3;74.000000;74.000000;100.000000;71.000000;71.000000;100.000000;0.000000;0.000000;-nan;             17ms 247μs   8ns;                          0ns
1d4c2;0;0;6;0;2;3;57.000000;57.000000;100.000000;50.000000;50.000000;100.000000;0.000000;0.000000;-nan;                  154μs 642ns;                          0ns
1d4c3;0;0;6;0;2;3;61.000000;61.000000;100.000000;54.000000;54.000000;100.000000;0.000000;0.000000;-nan;                   99μs 741ns;                          0ns
1d4c9;0;0;6;0;2;3;66.000000;66.000000;100.000000;53.000000;53.000000;100.000000;0.000000;0.000000;-nan;                  101μs 113ns;                          0ns
5336;0;0;1;0;1;2;24.000000;24.000000;100.000000;21.000000;21.000000;100.000000;0.000000;0.000000;-nan;                   79μs  36ns;                          0ns
5337;0;0;1;0;1;2;22.000000;22.000000;100.000000;19.000000;19.000000;100.000000;0.000000;0.000000;-nan;                   59μs 602ns;                          0ns
5339;0;0;1;0;1;2;24.000000;24.000000;100.000000;22.000000;22.000000;100.000000;0.000000;0.000000;-nan;                   31μs  72ns;                          0ns
533b;1;0;5;0;2;3;25.000000;25.000000;100.000000;20.000000;20.000000;100.000000;0.000000;0.000000;-nan;              2ms 386μs 450ns;                          0ns
533d;0;0;0;0;1;2;19.000000;19.000000;100.000000;18.000000;18.000000;100.000000;0.000000;0.000000;-nan;                   23μs 331ns;                          0ns
1cf10;1;0;5;0;2;4;61.000000;61.000000;100.000000;49.000000;49.000000;100.000000;0.000000;0.000000;-nan;              6ms  68μs  27ns;                          0ns
1cefc;0;0;6;0;2;3;60.000000;60.000000;100.000000;53.000000;53.000000;100.000000;0.000000;0.000000;-nan;                  356μs 139ns;                          0ns
1cefd;1;0;5;0;2;4;60.000000;60.000000;100.000000;51.000000;51.000000;100.000000;0.000000;0.000000;-nan;              4ms 802μs 184ns;                          0ns
1cf01;0;0;6;0;2;4;58.000000;58.000000;100.000000;50.000000;50.000000;100.000000;0.000000;0.000000;-nan;                  102μs 789ns;                          0ns
1cf09;4;0;8;0;3;5;57.000000;57.000000;100.000000;48.000000;48.000000;100.000000;0.000000;0.000000;-nan;              9ms 907μs 340ns;                          0ns
4e40;9;0;7;0;3;7;25.000000;25.000000;100.000000;17.000000;17.000000;100.000000;0.000000;0.000000;-nan;             13ms 160μs 621ns;                          0ns
4e47;0;0;0;0;1;2;23.000000;23.000000;100.000000;19.000000;19.000000;100.000000;0.000000;0.000000;-nan;                   24μs 739ns;                          0ns
4e4e;0;0;1;0;1;2;22.000000;22.000000;100.000000;20.000000;20.000000;100.000000;0.000000;0.000000;-nan;                   38μs 279ns;                          0ns
4e4f;0;0;6;0;2;3;22.000000;22.000000;100.000000;18.000000;18.000000;100.000000;0.000000;0.000000;-nan;                  110μs 108ns;                          0ns
4e3f;14;0;0;0;3;8;31.000000;31.000000;100.000000;21.000000;21.000000;100.000000;0.000000;0.000000;-nan;             17ms  84μs 602ns;                          0ns
10db8;0;0;0;0;1;2;44.000000;44.000000;100.000000;31.000000;31.000000;100.000000;0.000000;0.000000;-nan;                   32μs 653ns;                          0ns
10db9;1;0;1;0;1;2;41.000000;41.000000;100.000000;33.000000;33.000000;100.000000;0.000000;0.000000;-nan;              4ms 520μs  41ns;                          0ns
10dba;1;0;1;0;1;2;38.000000;38.000000;100.000000;32.000000;32.000000;100.000000;0.000000;0.000000;-nan;              4ms 518μs 321ns;                          0ns
