ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Original: Length;Reduced: Length;Total Reduction %: Length;Original: Primary;Reduced: Primary;Total Reduction %: Primary;Original: Secondary;Reduced: Secondary;Total Reduction %: Secondary;Runtime;Average Test Runtime
2fd647;5594;12017;1321;16258;39;1290;4644.000000;0.000000;0.000000;831.000000;831.000000;100.120482;0.000000;0.000000;-nan;     4m 39s 652ms 863μs 616ns;         3s 209ms 660μs 667ns
2fd64b;7456;1638;4227;7683;58;798;3221.000000;0.000000;0.000000;827.000000;827.000000;102.605459;0.000000;0.000000;-nan;     5m 12s 638ms 402μs 890ns;         4s  29ms 795μs  98ns
2fd650;4050;14743;2738;15345;55;1317;5421.000000;0.000000;0.000000;830.000000;830.000000;99.879663;0.000000;0.000000;-nan;     3m 23s 120ms 822μs 662ns;         5s 148ms 631μs 196ns
2fd616;3121;13473;796;14568;40;1388;7251.000000;0.000000;0.000000;830.000000;830.000000;100.606061;0.000000;0.000000;-nan;     3m  1s 779ms 699μs 667ns;         3s 747ms 888μs 754ns
2fd61b;2282;2494;674;3846;33;844;7251.000000;0.000000;0.000000;831.000000;831.000000;101.713586;0.000000;0.000000;-nan;     2m 19s 321ms 503μs 647ns;         2s 347ms 809μs 243ns
2fd624;5613;5628;1436;9735;38;1426;7157.000000;0.000000;0.000000;830.000000;830.000000;100.728155;0.000000;0.000000;-nan;     4m 40s 833ms  48μs 105ns;         4s  48ms  71μs 180ns
2fd62b;4043;3436;2944;4199;64;757;5291.000000;0.000000;0.000000;827.000000;827.000000;100.000000;0.000000;0.000000;-nan;     3m 58s 812ms 893μs 577ns;         4s 908ms 556μs 156ns
2fd634;1793;0;201;7988;13;3626;7251.000000;0.000000;0.000000;823.000000;823.000000;100.000000;0.000000;0.000000;-nan;     5m 59s 635ms  57μs 697ns;            269ms 878μs  60ns
2fd639;1027;0;187;6946;13;2649;5297.000000;0.000000;0.000000;829.000000;829.000000;100.000000;0.000000;0.000000;-nan;     5m 59s 619ms 975μs 953ns;            204ms 610μs 184ns
2fd63e;9219;4043;1828;12404;49;898;7251.000000;0.000000;0.000000;830.000000;830.000000;100.241546;0.000000;0.000000;-nan;     5m 24s  26ms 831μs  18ns;         3s 592ms 990μs 247ns
15a293;2332;1418;526;3230;13;688;691.000000;0.000000;0.000000;1146.000000;1146.000000;99.652174;0.000000;0.000000;-nan;     2m 28s 239ms 751μs 344ns;            184ms  41μs 494ns
15a26a;1147;36;1044;1883;11;687;689.000000;0.000000;0.000000;1145.000000;1145.000000;99.738676;0.000000;0.000000;-nan;     1m  4s 843ms 855μs 555ns;             63ms 434μs 252ns
15a27f;2316;47;1229;3128;13;686;691.000000;0.000000;0.000000;1146.000000;1146.000000;99.738903;0.000000;0.000000;-nan;     2m 27s 696ms 241μs 401ns;            187ms 756μs 234ns
15a211;2592;92;1278;3511;13;692;696.000000;0.000000;0.000000;1148.000000;1148.000000;99.652778;0.000000;0.000000;-nan;     2m 38s 198ms 589μs 486ns;            213ms 857μs 180ns
15a232;3685;302;691;4181;15;686;692.000000;0.000000;0.000000;1146.000000;1146.000000;99.912816;0.000000;0.000000;-nan;     3m  6s 574ms  19μs 104ns;            347ms 802μs 429ns
15a1c2;1703;0;1185;2476;11;689;690.000000;0.000000;0.000000;1148.000000;1148.000000;99.739357;0.000000;0.000000;-nan;     1m 52s 285ms  67μs 901ns;             59ms 213μs 307ns
15a1e3;3796;548;732;4570;15;693;698.000000;0.000000;0.000000;1151.000000;1151.000000;99.826539;0.000000;0.000000;-nan;     2m 52s 348ms 264μs 859ns;            342ms 721μs 462ns
15a186;2464;123;1792;3217;16;872;933.000000;0.000000;0.000000;1336.000000;1336.000000;102.453988;0.000000;0.000000;-nan;     2m 34s 886ms 476μs 518ns;            520ms 197μs 778ns
15a18a;9197;544;2659;11587;23;794;809.000000;0.000000;0.000000;1233.000000;1233.000000;100.000000;0.000000;0.000000;-nan;     3m 49s 163ms 792μs 294ns;            984ms  17μs 632ns
15a198;3222;72;1861;4201;19;881;1157.000000;0.000000;0.000000;1352.000000;1352.000000;103.760553;0.000000;0.000000;-nan;     2m 59s 720ms 189μs 399ns;            717ms 599μs 754ns
12d720;2604;119;1441;3546;14;715;722.000000;0.000000;0.000000;1147.000000;1147.000000;99.739130;0.000000;0.000000;-nan;     2m 50s 138ms 624μs 133ns;            273ms  42μs 814ns
12d739;2730;82;1135;3493;13;689;693.000000;0.000000;0.000000;1145.000000;1145.000000;99.651871;0.000000;0.000000;-nan;     2m 55s 851ms 856μs  28ns;            195ms 167μs 843ns
12d6d4;6183;367;1545;7648;19;687;697.000000;0.000000;0.000000;1144.000000;1144.000000;99.651568;0.000000;0.000000;-nan;     3m 44s 194ms 136μs  86ns;            611ms 984μs 129ns
12d68f;1635;2137;750;1447;14;845;858.000000;0.000000;0.000000;1239.000000;1239.000000;100.731707;0.000000;0.000000;-nan;     1m 28s 837ms 928μs  20ns;            302ms  56μs 503ns
12d6b3;4224;81;1801;5526;16;736;744.000000;0.000000;0.000000;1143.000000;1143.000000;99.651264;0.000000;0.000000;-nan;     3m 29s 381ms 455μs  47ns;            438ms 653μs 920ns
12d64c;4484;213;1736;5321;17;825;846.000000;0.000000;0.000000;1220.000000;1220.000000;100.246508;0.000000;0.000000;-nan;     3m 32s  24ms 120μs 597ns;            568ms 708μs 615ns
12d60d;2462;24;1331;3357;12;735;737.000000;0.000000;0.000000;1143.000000;1143.000000;99.738220;0.000000;0.000000;-nan;     2m 42s 908ms 304μs 830ns;            137ms 978μs 303ns
12d5cf;1805;0;1208;2579;11;721;722.000000;0.000000;0.000000;1151.000000;1151.000000;99.826539;0.000000;0.000000;-nan;     2m  3s 351ms 841μs   4ns;             68ms   1μs 285ns
12d5b7;2778;121;618;2877;14;721;728.000000;0.000000;0.000000;1149.000000;1149.000000;99.739583;0.000000;0.000000;-nan;     2m 45s 870ms 256μs 194ns;            301ms 153μs 885ns
12d5ba;3346;558;1276;4746;14;720;724.000000;0.000000;0.000000;1148.000000;1148.000000;99.739357;0.000000;0.000000;-nan;     3m  8s 482ms 325μs  24ns;            277ms 559μs 803ns
f6756;3400;905;1512;5287;15;751;757.000000;0.000000;0.000000;1146.000000;1146.000000;99.825784;0.000000;0.000000;-nan;     3m 43s 420ms 799μs 763ns;            359ms 521μs 869ns
f676f;2763;0;1577;3538;13;787;792.000000;0.000000;0.000000;1142.000000;1142.000000;99.650960;0.000000;0.000000;-nan;     3m 25s 671ms 937μs 628ns;            215ms 393μs 139ns
f6714;2429;395;1602;3646;15;748;758.000000;0.000000;0.000000;1146.000000;1146.000000;99.652174;0.000000;0.000000;-nan;     3m     293ms 720μs 761ns;            402ms 931μs 456ns
f673b;3469;852;1896;5615;16;749;757.000000;0.000000;0.000000;1143.000000;1143.000000;99.651264;0.000000;0.000000;-nan;     3m 44s 433ms 350μs 549ns;            473ms 218μs 580ns
