ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Original: Length;Reduced: Length;Total Reduction %: Length;Original: Primary;Reduced: Primary;Total Reduction %: Primary;Original: Secondary;Reduced: Secondary;Total Reduction %: Secondary;Runtime;Average Test Runtime
8e43;246;0;0;0;9;30;31.000000;30.000000;96.774194;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;            104ms 811μs 727ns;              8ms 533μs 508ns
8dce;2;0;0;0;1;2;31.000000;31.000000;100.000000;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;              9ms 743μs 831ns;                          0ns
8b1c;2;0;0;0;1;2;30.000000;30.000000;100.000000;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;              5ms 674μs 872ns;                          0ns
8b32;152;0;0;0;5;30;30.000000;30.000000;100.000000;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;             50ms  35μs 497ns;                          0ns
5a39;0;0;0;0;1;2;17.000000;17.000000;100.000000;14.000000;14.000000;100.000000;0.000000;0.000000;-nan;                   40μs 534ns;                          0ns
5a3a;0;0;2;0;1;2;15.000000;15.000000;100.000000;12.000000;12.000000;100.000000;0.000000;0.000000;-nan;                   64μs  63ns;                          0ns
5a3b;0;0;0;0;1;2;13.000000;13.000000;100.000000;13.000000;13.000000;100.000000;0.000000;0.000000;-nan;                   14μs 279ns;                          0ns
5a3e;4;0;2;0;2;4;17.000000;17.000000;100.000000;11.000000;11.000000;100.000000;0.000000;0.000000;-nan;             13ms 695μs 359ns;                          0ns
5a3f;0;0;0;0;1;2;15.000000;15.000000;100.000000;15.000000;15.000000;100.000000;0.000000;0.000000;-nan;                    8μs 598ns;                          0ns
7147;0;0;0;0;1;2;21.000000;21.000000;100.000000;19.000000;19.000000;100.000000;0.000000;0.000000;-nan;                   50μs 962ns;                          0ns
7148;0;0;2;0;1;2;23.000000;23.000000;100.000000;21.000000;21.000000;100.000000;0.000000;0.000000;-nan;                   96μs 258ns;                          0ns
7149;0;0;2;0;1;2;21.000000;21.000000;100.000000;18.000000;18.000000;100.000000;0.000000;0.000000;-nan;                   52μs 932ns;                          0ns
714c;0;0;0;0;1;2;20.000000;20.000000;100.000000;17.000000;17.000000;100.000000;0.000000;0.000000;-nan;                   32μs  12ns;                          0ns
714f;0;0;0;0;1;2;20.000000;20.000000;100.000000;20.000000;20.000000;100.000000;0.000000;0.000000;-nan;                   19μs 768ns;                          0ns
88f7;246;0;0;0;9;30;31.000000;30.000000;96.774194;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;            111ms 783μs  46ns;              8ms 533μs 508ns
8886;2;0;0;0;1;2;31.000000;31.000000;100.000000;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;             14ms 194μs 214ns;                          0ns
8768;246;0;0;0;9;30;31.000000;30.000000;96.774194;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;            202ms 205μs 250ns;              8ms 533μs 508ns
86f8;2;0;0;0;1;2;31.000000;31.000000;100.000000;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;             20ms 997μs 133ns;                          0ns
8525;0;0;0;0;1;2;25.000000;25.000000;100.000000;23.000000;23.000000;100.000000;0.000000;0.000000;-nan;                   47μs 983ns;                          0ns
8526;0;0;2;0;1;2;29.000000;29.000000;100.000000;26.000000;26.000000;100.000000;0.000000;0.000000;-nan;                   83μs 732ns;                          0ns
8527;0;0;2;0;1;2;29.000000;29.000000;100.000000;27.000000;27.000000;100.000000;0.000000;0.000000;-nan;                   59μs 265ns;                          0ns
852a;0;0;0;0;1;2;25.000000;25.000000;100.000000;25.000000;25.000000;100.000000;0.000000;0.000000;-nan;                   28μs 551ns;                          0ns
852d;3;0;10;0;3;6;31.000000;31.000000;100.000000;24.000000;24.000000;100.000000;0.000000;0.000000;-nan;             12ms 519μs 525ns;                          0ns
9a28;0;0;2;0;1;2;29.000000;29.000000;100.000000;27.000000;27.000000;100.000000;0.000000;0.000000;-nan;                  107μs 584ns;                          0ns
9a2a;0;0;2;0;1;2;29.000000;29.000000;100.000000;26.000000;26.000000;100.000000;0.000000;0.000000;-nan;                   96μs 705ns;                          0ns
9a2d;0;0;0;0;1;2;29.000000;29.000000;100.000000;24.000000;24.000000;100.000000;0.000000;0.000000;-nan;                   26μs 314ns;                          0ns
9a30;0;0;2;0;1;2;29.000000;29.000000;100.000000;25.000000;25.000000;100.000000;0.000000;0.000000;-nan;                   84μs 706ns;                          0ns
