ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;19;0;0;0;1;212;99.794097;100.000000;-nan;             11ms 974μs 321ns;                  544μs 692ns
-;907;0;42;0;78;212;4690.322581;4700.000000;-nan;            562ms 793μs 130ns;             25ms 600μs 524ns
