ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;5;0;1;0;1;360;99.922176;100.010896;-nan;              3ms 193μs 854ns;                  193μs 191ns
-;730;0;205;0;164;360;13689.338049;13701.492739;-nan;            437ms 558μs 127ns;             26ms 467μs 193ns
