ID;Parent ID;Generation ID;Derived Inputs;Derived Fails;Flags;Generation Time;Generation Length;Trimmed Length;Execution Time;Primary Score;Relative Primary Score;Secondary Score;Relative Secondary Score;Exit Code;Exit Reason;Result;Retries;Test Number
2dbca;0;64;0;0;0000000000000010;    71m 13s 990ms 396μs 999ns;17000;3677;         4s 725ms 228μs 864ns;1526.000000;2.409567;100.000000;36.770000;0;1;Failing;0;62412
daf37;0;64;0;0;0000000000000010;   343m 57s 913ms 773μs 555ns;0;1477;         2s 496ms 645μs 622ns;1208.000000;1.222682;100.000000;14.770000;0;1;Failing;0;298907
c4e34;0;64;0;0;0000000000000010;   308m 16s 538ms 471μs 330ns;0;1801;         3s 255ms 808μs 282ns;1206.000000;1.493367;100.000000;18.010000;0;1;Failing;0;268783
7a4f1;0;64;0;0;0000000000000010;   191m 18s 394ms 685μs 232ns;0;1587;         3s 136ms 792μs 733ns;1192.000000;1.331376;100.000000;15.870000;0;1;Failing;0;166958
10e20a;0;64;0;0;0000000000000010;   426m      56ms 529μs   5ns;0;1471;         3s  84ms 135μs 200ns;1184.000000;1.242399;100.000000;14.710000;0;1;Failing;0;368780
98a15;0;64;0;0;0000000000000010;   238m 48s 968ms 334μs 340ns;0;1643;         3s 115ms 877μs 222ns;1174.000000;1.399489;100.000000;16.430000;0;1;Failing;0;208357
7250a;0;64;0;0;0000000000000010;   179m  2s 872ms 921μs 770ns;0;1662;         2s 293ms 464μs 302ns;1163.000000;1.429063;100.000000;16.620000;0;1;Failing;0;156044
23a8e;0;64;0;0;0000000000000010;    55m 14s 857ms 755μs 309ns;0;733;         2s  71ms 769μs 928ns;432.000000;1.696759;100.000000;7.330000;0;1;Failing;0;48653
75f14;0;64;0;0;0000000000000010;   184m 33s 665ms 927μs 770ns;0;1150;         2s 313ms 247μs 484ns;432.000000;2.662037;100.000000;11.500000;0;1;Failing;0;160997
14b94a;0;64;0;0;0000000000000010;   524m 49s 775ms  75μs 380ns;0;1303;         2s 385ms 964μs 141ns;431.000000;3.023202;100.000000;13.030000;0;1;Failing;0;452684
b25b2;0;64;0;0;0000000000000010;   279m  3s 703ms 552μs 820ns;0;1196;         2s 561ms 300μs 492ns;425.000000;2.814118;100.000000;11.960000;0;1;Failing;0;243481
32b12;0;64;0;0;0000000000000010;    79m  4s  51ms 821μs 688ns;0;714;         1s 856ms 680μs 476ns;416.000000;1.716346;100.000000;7.140000;0;1;Failing;0;69177
996de;0;64;0;0;0000000000000010;   240m  1s 212ms 708μs 879ns;0;680;         1s 794ms 679μs 691ns;410.000000;1.658537;100.000000;6.800000;0;1;Failing;0;209448
10d2b0;0;64;0;0;0000000000000010;   424m 27s 186ms 549μs 875ns;17000;1903;         3s 517ms 965μs 302ns;1715.000000;1.109621;80.000000;23.787500;0;1;Failing;0;367470
4dbbd;0;64;0;0;0000000000000010;   121m 39s 142ms 601μs 266ns;0;1059;         2s 643ms  21μs 241ns;1511.000000;0.700860;80.000000;13.237500;0;1;Failing;0;106098
81caf;0;64;0;0;0000000000000010;   202m 54s 389ms 344μs 198ns;0;1348;         2s 458ms 714μs  37ns;1201.000000;1.122398;80.000000;16.850000;0;1;Failing;0;177176
93a89;0;64;0;0;0000000000000010;   231m  1s 745ms 643μs 969ns;0;1411;         2s 850ms 326μs 397ns;1192.000000;1.183725;80.000000;17.637500;0;1;Failing;0;201569
1808ff;0;64;0;0;0000000000000010;   609m 49s 932ms 719μs 936ns;0;1764;         2s 932ms 729μs 309ns;1187.000000;1.486099;80.000000;22.050000;0;1;Failing;0;525023
5df7b;0;64;0;0;0000000000000010;   147m 18s 106ms 507μs 205ns;0;772;         1s 656ms 162μs 667ns;1179.000000;0.654792;80.000000;9.650000;0;1;Failing;0;128263
10779a;0;64;0;0;0000000000000010;   415m 25s 857ms 302μs 969ns;0;864;         1s 834ms 585μs 594ns;1178.000000;0.733447;80.000000;10.800000;0;1;Failing;0;359697
6d5ac;0;64;0;0;0000000000000010;   171m 24s 387ms   4μs 102ns;0;974;         2s 404ms  70μs 505ns;1147.000000;0.849172;80.000000;12.175000;0;1;Failing;0;149271
1be4c7;0;64;0;0;0000000000000010;   708m 19s 608ms 370μs  45ns;17000;1094;         2s 525ms 278μs 541ns;1715.000000;0.637901;60.000000;18.233333;0;1;Failing;0;609312
13e4db;0;64;0;0;0000000000000010;   503m 33s 983ms 263μs 625ns;0;1397;         2s 268ms 750μs 632ns;1512.000000;0.923942;60.000000;23.283333;0;1;Failing;0;434556
e7edc;0;64;0;0;0000000000000010;   364m 46s 380ms 375μs 445ns;0;1289;         2s 490ms 360μs 913ns;1510.000000;0.853642;60.000000;21.483333;0;1;Failing;0;316626
16a7ca;0;64;0;0;0000000000000010;   574m 23s 183ms 190μs 466ns;0;1206;         2s 232ms 856μs 434ns;1269.000000;0.950355;60.000000;20.100000;0;1;Failing;0;494881
c296b;0;64;0;0;0000000000000010;   304m 41s 134ms  51μs 176ns;0;1595;         3s 254ms 810μs 189ns;1208.000000;1.320364;60.000000;26.583333;0;1;Failing;0;265644
79002;0;64;0;0;0000000000000010;   189m 17s 436ms 467μs 376ns;0;833;         1s 982ms 164μs 183ns;1205.000000;0.691286;60.000000;13.883333;0;1;Failing;0;165172
17748d;0;64;0;0;0000000000000010;   595m  1s 182ms 853μs 887ns;0;842;         2s 345ms 311μs 659ns;1196.000000;0.704013;60.000000;14.033333;0;1;Failing;0;512354
19cde8;0;64;0;0;0000000000000010;   654m 53s 746ms 521μs 834ns;0;864;         2s 483ms 522μs 918ns;1193.000000;0.724225;60.000000;14.400000;0;1;Failing;0;563670
7d39e;0;64;0;0;0000000000000010;   195m 50s 803ms 481μs 413ns;0;880;         1s 821ms 876μs 489ns;1187.000000;0.741365;60.000000;14.666667;0;1;Failing;0;170941
77f56;0;64;0;0;0000000000000010;   187m 41s 536ms 835μs 892ns;0;1376;         2s 495ms 461μs 538ns;1187.000000;1.159225;60.000000;22.933333;0;1;Failing;0;163749
e4be;0;64;0;0;0000000000000010;    21m 42s 990ms 496μs 131ns;0;1323;         2s 453ms 192μs 948ns;1183.000000;1.118343;60.000000;22.050000;0;1;Failing;0;19485
15e959;0;64;0;0;0000000000000010;   555m 20s 433ms  62μs 981ns;0;869;         2s  23ms 633μs 284ns;1182.000000;0.735195;60.000000;14.483333;0;1;Failing;0;478630
131220;0;64;0;0;0000000000000010;   482m 27s 295ms 148μs 168ns;0;943;         1s 727ms 142μs 651ns;1181.000000;0.798476;60.000000;15.716667;0;1;Failing;0;416574
c6bfa;0;64;0;0;0000000000000010;   311m 14s 751ms 377μs 306ns;0;1482;         3s  73ms 544μs 290ns;1181.000000;1.254869;60.000000;24.700000;0;1;Failing;0;271324
f8274;0;64;0;0;0000000000000010;   390m 55s 887ms 467μs 910ns;0;994;         2s 477ms 937μs 662ns;1179.000000;0.843087;60.000000;16.566667;0;1;Failing;0;338778
145bf1;0;64;0;0;0000000000000010;   515m 26s 428ms 739μs 820ns;0;908;         1s 887ms  92μs 536ns;1178.000000;0.770798;60.000000;15.133333;0;1;Failing;0;444718
77d52;0;64;0;0;0000000000000010;   187m 29s 872ms 662μs 482ns;0;842;         1s 854ms 476μs 262ns;1177.000000;0.715378;60.000000;14.033333;0;1;Failing;0;163577
4167c;0;64;0;0;0000000000000010;   102m 15s  76ms 171μs 314ns;0;794;         2s 215ms 335μs 604ns;1176.000000;0.675170;60.000000;13.233333;0;1;Failing;0;89266
92c8c;0;64;0;0;0000000000000010;   229m 38s 173ms 936μs 612ns;0;1516;         3s 218ms 368μs 108ns;1175.000000;1.290213;60.000000;25.266667;0;1;Failing;0;200375
df665;0;64;0;0;0000000000000010;   351m  3s 915ms 579μs 163ns;0;1608;         3s  65ms 664μs 293ns;1175.000000;1.368511;60.000000;26.800000;0;1;Failing;0;304981
174295;0;64;0;0;0000000000000010;   590m  2s 538ms 706μs 298ns;0;1562;         3s  44ms 382μs 382ns;1174.000000;1.330494;60.000000;26.033333;0;1;Failing;0;508090
1b95d0;0;64;0;0;0000000000000010;   700m 24s 923ms 140μs  41ns;0;809;         1s 741ms 410μs  60ns;1173.000000;0.689685;60.000000;13.483333;0;1;Failing;0;602574
b79db;0;64;0;0;0000000000000010;   287m 21s 583ms 114μs 989ns;0;865;         2s 398ms 200μs  99ns;1173.000000;0.737425;60.000000;14.416667;0;1;Failing;0;250663
162bf2;0;64;0;0;0000000000000010;   562m  3s 371ms 177μs 866ns;0;1090;         2s 418ms 414μs 805ns;1173.000000;0.929241;60.000000;18.166667;0;1;Failing;0;484313
