ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;2000;130;10;         7s 572ms 697μs 370ns;18257.142857;                        -11107129258249ns;            655ms 790μs 169ns;0.000000;0.000000
376;300ae4;2000;298;10;        36s 495ms 423μs 420ns;3830.000000;                        -21045333907517ns;         3s 620ms 843μs 517ns;2253.000000;0.000000
748;600dc4;2000;300;10;        41s 144ms 936μs 472ns;3365.853659;                        -19021826825597ns;         3s 824ms 627μs 147ns;2251.000000;0.000000
2;1a73;2000;278;10;        14s 693ms   1μs 669ns;9762.857143;                        -18411149687954ns;         1s 737ms 399μs 673ns;1428.000000;0.000000
377;302b5b;2000;323;10;        36s 819ms 318μs 443ns;3871.666667;                        -18906517377413ns;         4s 350ms 423μs 576ns;2253.000000;0.000000
749;602f0b;2000;238;10;        39s 703ms 916μs  55ns;3443.076923;                        -14337910581987ns;         2s 779ms 306μs 715ns;2251.000000;0.000000
378;304c62;2000;320;10;        36s 579ms 314μs 953ns;3866.666667;                        -19652011973688ns;         4s 157ms 979μs 745ns;2253.000000;0.000000
750;604f05;2000;257;10;        41s 171ms 177μs 244ns;3302.926829;                        -17838890037484ns;         3s 113ms 741μs 427ns;2251.000000;0.000000
3;5670;2000;213;10;        23s 387ms  48μs 264ns;5773.043478;                        -15307968513269ns;         1s 806ms 560μs 476ns;1827.000000;0.000000
379;306d17;2000;352;10;        37s 683ms 988μs  51ns;3814.054054;                        -19623199480705ns;         4s 974ms 499μs 347ns;2253.000000;0.000000
751;606f66;2000;260;10;        40s 700ms 980μs 754ns;3390.000000;                        -24015537608656ns;         3s 512ms 544μs 760ns;2251.000000;0.000000
4;74c1;2000;470;10;        30s 758ms 242μs 724ns;4940.000000;                        -26125687292086ns;         5s 961ms 953μs 189ns;1829.000000;0.000000
380;308e84;2000;301;10;        36s 276ms 474μs 248ns;3835.000000;                        -17160025335220ns;         3s 644ms 316μs 776ns;2253.000000;0.000000
752;608f7f;2000;231;10;        40s 190ms 840μs 109ns;3346.500000;                        -15959246012454ns;         2s 395ms 814μs 305ns;2251.000000;0.000000
5;98ee;2000;471;10;        31s 187ms 421μs 217ns;4782.580645;                        -30469456771160ns;         6s  25ms 823μs 166ns;1829.000000;0.000000
381;30aeec;2000;297;10;        36s 252ms 624μs 237ns;3828.333333;                        -16465350165189ns;         3s 808ms 838μs 637ns;2253.000000;0.000000
753;60af5a;2000;279;10;        41s 408ms 843μs 615ns;3335.121951;                        -20236357848469ns;         3s 473ms   1μs 416ns;2251.000000;0.000000
6;bc81;2000;376;10;        29s 202ms 344μs 441ns;4915.862069;                        -20824526481258ns;         4s 425ms 371μs 312ns;1829.000000;0.000000
382;30cf5f;2000;311;10;        37s  94ms 683μs 859ns;3747.567568;                        -20218600206320ns;         4s  73ms 440μs 266ns;2253.000000;0.000000
754;60cff1;2000;285;10;        41s 127ms 264μs 427ns;3343.902439;                        -20441839305207ns;         3s 475ms 920μs 227ns;2251.000000;0.000000
7;df04;2000;389;10;        29s 375ms 422μs 926ns;4942.758621;                        -21387787422823ns;         4s 642ms 204μs 243ns;1829.000000;0.000000
383;30f070;2000;308;10;        36s 617ms 220μs 385ns;3846.666667;                        -21452311910866ns;         4s  71ms 307μs 521ns;2253.000000;0.000000
755;60f0a0;2000;286;10;        41s 621ms 413μs 657ns;3345.365854;                        -26566929521960ns;         3s 966ms 787μs 723ns;2251.000000;0.000000
8;102f5;2000;373;10;        29s 563ms 984μs 403ns;4909.655172;                        -16319896934360ns;         4s 333ms 966μs 845ns;1829.000000;0.000000
384;311145;2000;349;10;        37s 290ms 976μs  20ns;3809.189189;                        -24396219744588ns;         4s 676ms 811μs 402ns;2253.000000;0.000000
756;611169;2000;286;10;        41s 803ms  98μs 997ns;3345.365854;                        -19928250230787ns;         3s 737ms 475μs 907ns;2251.000000;0.000000
