ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;11358;7782;3820;15459;32;90348;-nan;104.977187;-nan;    41m 29s 820ms 993μs 297ns;         5s 551ms 861μs 502ns
-;567912;389148;191016;772989;1623;90348;-nan;5248.859346;-nan;  2074m 51s  49ms 664μs 852ns;     4m 37s 593ms  75μs 120ns
