ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;33;0;52;47;5;1002;-nan;-nan;-nan;         3s  69ms 423μs  28ns;            265ms 207μs 863ns
-;1694;45;2664;2417;288;1002;-nan;-nan;-nan;     2m 36s 540ms 574μs 453ns;        13s 525ms 601μs  63ns
