ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;2000;164;10;         7s 920ms 532μs 536ns;18548.571429;                        -15596246142226ns;            871ms 363μs 538ns;0.000000;0.000000
756;600386;2000;274;10;        35s 858ms   7μs 357ns;3898.285714;                        -17411048508470ns;         3s 244ms 197μs 796ns;2234.000000;0.000000
374;301a8b;2000;293;10;        35s 613ms 837μs 260ns;3930.857143;                        -21721561720728ns;         3s 576ms 754μs 796ns;2234.000000;0.000000
2;1b19;2000;156;10;        19s 918ms 638μs 594ns;6808.421053;                        -11678842740413ns;            933ms 148μs  23ns;1474.000000;0.000000
757;602365;2000;299;10;        36s 250ms 242μs 131ns;3831.666667;                        -23050181325837ns;         3s 698ms 976μs 624ns;2234.000000;0.000000
375;303a84;2000;316;10;        36s  15ms 677μs 799ns;3860.000000;                        -21747295281716ns;         3s 878ms  57μs 192ns;2234.000000;0.000000
758;6043fe;2000;264;10;        35s 683ms 805μs 922ns;3881.142857;                        -16464139209437ns;         3s  41ms 998μs 895ns;2234.000000;0.000000
3;4686;2000;115;10;         8s 477ms 741μs 600ns;15862.500000;                        -7599251170298ns;            437ms 718μs  64ns;1825.000000;0.000000
376;305a99;2000;290;10;        35s  58ms 466μs 149ns;3925.714286;                        -21513244833972ns;         3s 544ms 789μs 960ns;2234.000000;0.000000
759;606386;2000;292;10;        36s 421ms 742μs 453ns;3820.000000;                        -18044466834447ns;         3s 334ms 194μs 267ns;2234.000000;0.000000
377;307a76;2000;360;10;        36s 222ms 784μs 933ns;3933.333333;                        -19470025584117ns;         4s 244ms 308μs 769ns;2234.000000;0.000000
760;608381;2000;308;10;        36s 305ms 139μs 760ns;3846.666667;                        -14135675382105ns;         3s 565ms  85μs 345ns;2234.000000;0.000000
378;309af3;2000;324;10;        35s 774ms 267μs 680ns;3984.000000;                        -19773900632999ns;         4s  37ms 610μs 431ns;2234.000000;0.000000
761;60a3a4;2000;287;10;        35s 852ms 371μs 435ns;3920.571429;                        -19363218440992ns;         3s 347ms 301μs 360ns;2234.000000;0.000000
379;30bb8e;2000;295;10;        35s  13ms 972μs 714ns;3934.285714;                        -15924305926708ns;         3s 383ms 273μs 918ns;2234.000000;0.000000
762;60c39d;2000;272;10;        35s 794ms  71μs 630ns;3894.857143;                        -20519959053041ns;         3s 437ms 851μs 942ns;2234.000000;0.000000
380;30db5f;2000;282;10;        34s 862ms 496μs 939ns;4027.058824;                        -15046104867038ns;         3s 240ms 331μs 692ns;2234.000000;0.000000
763;60e392;2000;302;10;        36s  77ms 483μs 333ns;3836.666667;                        -14938413568841ns;         3s 308ms 490μs 291ns;2234.000000;0.000000
381;30fb06;2000;284;10;        35s 200ms 855μs 176ns;3915.428571;                        -20369564685560ns;         3s 459ms 985μs 887ns;2234.000000;0.000000
764;610369;2000;260;10;        35s 643ms 129μs 524ns;3874.285714;                        -15992110016494ns;         3s  48ms 580μs 785ns;2234.000000;0.000000
382;311adb;2000;277;10;        35s 221ms 750μs 876ns;3903.428571;                        -18731620239420ns;         3s 110ms 565μs 778ns;2234.000000;0.000000
765;6122c6;2000;288;10;        36s  15ms 617μs 871ns;3813.333333;                        -16563220040348ns;         3s 327ms  17μs 711ns;2234.000000;0.000000
383;313ab6;2000;294;10;        35s  72ms 217μs 762ns;3932.571429;                        -19319394044061ns;         3s 415ms 745μs 479ns;2234.000000;0.000000
766;614301;2000;306;10;        36s 577ms 352μs 591ns;3843.333333;                        -20229423274728ns;         3s 583ms 316μs 435ns;2234.000000;0.000000
4;150df;2000;299;10;        18s 373ms 661μs 854ns;7663.333333;                        -18643436048065ns;         1s 928ms 174μs 954ns;1825.000000;0.000000
384;315a9f;2000;319;10;        35s 503ms 971μs 488ns;3975.428571;                        -16246273629861ns;         3s 764ms  57μs 836ns;2234.000000;0.000000
767;6163a2;2000;346;10;        36s 822ms 111μs 622ns;3910.000000;                        -16158561136795ns;         4s  14ms  10μs 662ns;2234.000000;0.000000
385;317ace;2000;266;10;        34s 591ms 418μs 622ns;3998.823529;                        -15405493632429ns;         2s 936ms 540μs 679ns;2234.000000;0.000000
768;61846d;2000;318;10;        36s 313ms 804μs 561ns;3863.333333;                        -22143804800984ns;         3s 888ms  89μs 953ns;2234.000000;0.000000
386;319a33;2000;312;10;        35s 614ms 371μs 801ns;3963.428571;                        -19894629111032ns;         3s 743ms 618μs 637ns;2234.000000;0.000000
5;19ee8;2000;361;10;        21s 834ms 566μs 287ns;6745.714286;                        -20423932895420ns;         3s 322ms 878μs 456ns;1825.000000;0.000000
769;61a51c;2000;290;10;        36s 319ms 634μs 408ns;3816.666667;                        -16558651419913ns;         3s 387ms 950μs 494ns;2234.000000;0.000000
387;31ba8e;2000;296;10;        35s 542ms  90μs 442ns;3936.000000;                        -22449511776463ns;         3s 541ms 610μs 406ns;2234.000000;0.000000
770;61c54f;2000;285;10;        37s 354ms 510μs 253ns;3705.405405;                        -22214995935559ns;         3s 216ms 203μs  51ns;2234.000000;0.000000
388;31dac9;2000;268;10;        35s 237ms 510μs 771ns;3888.000000;                        -16619215045818ns;         2s 836ms 306μs 737ns;2234.000000;0.000000
6;1ded7;2000;443;10;        26s 971ms 482μs 791ns;5637.692308;                        -21932663908416ns;         4s 896ms 862μs 355ns;1825.000000;0.000000
