ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
264;17eab1;59;0;0;                          0ns;inf;            133ms 863μs 840ns;                          0ns;0.000000;0.000000
122;bf7bb;1000;0;0;        13s 123ms 298μs 764ns;4615.384615;             64ms 920μs  57ns;                          0ns;0.000000;0.000000
121;be598;1000;0;0;        13s  74ms 670μs  79ns;4615.384615;             64ms 800μs  34ns;                          0ns;0.000000;0.000000
263;17d6be;1000;0;0;        27s 333ms 213μs 782ns;2222.222222;            135ms 910μs 213ns;                          0ns;0.000000;0.000000
120;bd31b;1000;0;0;        12s 677ms 576μs 660ns;5000.000000;             62ms 774μs 558ns;                          0ns;0.000000;0.000000
262;17c3db;1000;0;0;        27s 374ms  61μs 559ns;2222.222222;            135ms 813μs 167ns;                          0ns;0.000000;0.000000
119;bbf9a;1000;0;0;        12s 599ms 591μs 360ns;5000.000000;             62ms 406μs 151ns;                          0ns;0.000000;0.000000
261;17a988;1000;0;0;        26s 606ms 335μs 982ns;2307.692308;            132ms 134μs 226ns;                          0ns;0.000000;0.000000
118;ba6c1;1000;0;0;        12s 403ms 880μs 887ns;5000.000000;             61ms 426μs 257ns;                          0ns;0.000000;0.000000
117;b9316;1000;0;0;        12s 260ms 308μs 656ns;5000.000000;             60ms 710μs 378ns;                          0ns;0.000000;0.000000
260;1790ed;1000;0;0;        27s 912ms 728μs 350ns;2222.222222;            138ms 872μs 758ns;                          0ns;0.000000;0.000000
259;177ef0;1000;0;0;        28s 239ms 812μs 582ns;2142.857143;            140ms 347μs 490ns;                          0ns;0.000000;0.000000
116;b7961;1000;0;0;        12s 164ms 703μs 116ns;5000.000000;             60ms 194μs 872ns;                          0ns;0.000000;0.000000
258;176aa9;1000;0;0;        28s 376ms 621μs 903ns;2142.857143;            140ms 955μs 918ns;                          0ns;0.000000;0.000000
115;b65be;1000;0;0;        12s 103ms 357μs 789ns;5000.000000;             59ms 852μs 146ns;                          0ns;0.000000;0.000000
257;17577c;1000;0;0;        27s 368ms 442μs 225ns;2222.222222;            135ms 928μs  51ns;                          0ns;0.000000;0.000000
114;b4eff;1000;0;0;        11s 737ms 994μs 396ns;5454.545455;             58ms 124μs 867ns;                          0ns;0.000000;0.000000
256;174449;1000;0;0;        27s 248ms 578μs 204ns;2222.222222;            135ms 330μs 288ns;                          0ns;0.000000;0.000000
113;b3dc2;1000;0;0;        11s 477ms 909μs 894ns;5454.545455;             56ms 847μs 431ns;                          0ns;0.000000;0.000000
255;172fec;1000;0;0;        26s 990ms 390μs 992ns;2307.692308;            134ms 149μs 186ns;                          0ns;0.000000;0.000000
112;b2ba9;1000;0;0;        11s 698ms 345μs 282ns;5454.545455;             57ms 911μs 108ns;                          0ns;0.000000;0.000000
254;171bb7;1000;0;0;        26s 670ms 692μs 862ns;2307.692308;            132ms 483μs   6ns;                          0ns;0.000000;0.000000
111;b1398;1000;0;0;        11s 528ms 419μs 370ns;5454.545455;             57ms  21μs 573ns;                          0ns;0.000000;0.000000
253;170210;1000;0;0;        26s 691ms 293μs 516ns;2307.692308;            132ms 680μs 939ns;                          0ns;0.000000;0.000000
110;afdc7;1000;0;0;        11s 239ms 798μs 907ns;5454.545455;             55ms 591μs  85ns;                          0ns;0.000000;0.000000
252;16ec3f;1000;0;0;        26s 617ms 923μs 761ns;2307.692308;            132ms 337μs 914ns;                          0ns;0.000000;0.000000
109;ae898;1000;0;0;        11s 440ms 175μs 680ns;5454.545455;             56ms 600μs 930ns;                          0ns;0.000000;0.000000
251;16d96a;1000;0;0;        26s 360ms 955μs 324ns;2307.692308;            130ms 975μs 687ns;                          0ns;0.000000;0.000000
108;ad473;1000;0;0;        11s 146ms 858μs 902ns;5454.545455;             55ms 129μs 866ns;                          0ns;0.000000;0.000000
250;16c557;1000;0;0;        25s 793ms 846μs 227ns;2400.000000;            128ms 236μs 543ns;                          0ns;0.000000;0.000000
107;abb22;1000;0;0;        11s 144ms 585μs 483ns;5454.545455;             55ms  91μs 157ns;                          0ns;0.000000;0.000000
106;aa723;1000;0;0;        10s 980ms  39μs 173ns;6000.000000;             54ms 252μs 237ns;                          0ns;0.000000;0.000000
249;16a1e2;1000;0;0;        25s 347ms 570μs 848ns;2400.000000;            125ms 710μs  88ns;                          0ns;0.000000;0.000000
105;a9244;1000;0;0;        10s 783ms 136μs 631ns;6000.000000;             53ms 331μs  33ns;                          0ns;0.000000;0.000000
248;168ce9;1000;0;0;        25s 415ms 595μs 869ns;2400.000000;            126ms 231μs 340ns;                          0ns;0.000000;0.000000
104;a7d37;1000;0;0;        10s 622ms 266μs  96ns;6000.000000;             52ms 529μs 453ns;                          0ns;0.000000;0.000000
247;167ae6;1000;0;0;        25s 542ms 131μs 998ns;2400.000000;            126ms 859μs  59ns;                          0ns;0.000000;0.000000
246;1667ef;1000;0;0;        25s 702ms 995μs 743ns;2400.000000;            127ms 610μs 539ns;                          0ns;0.000000;0.000000
103;a6658;1000;0;0;        10s 572ms 100μs 689ns;6000.000000;             52ms 268μs 766ns;                          0ns;0.000000;0.000000
245;16546c;1000;0;0;        25s 940ms 262μs 467ns;2400.000000;            128ms 757μs 511ns;                          0ns;0.000000;0.000000
244;164373;1000;0;0;        25s 726ms 484μs  78ns;2400.000000;            127ms 770μs 399ns;                          0ns;0.000000;0.000000
243;16324a;1000;0;0;        25s 701ms  59μs 216ns;2400.000000;            127ms 748μs 149ns;                          0ns;0.000000;0.000000
102;a2f8b;1000;0;0;        10s 530ms  91μs   2ns;6000.000000;             52ms  53μs 955ns;                          0ns;0.000000;0.000000
101;a1e3c;1000;0;0;        10s 397ms 572μs 488ns;6000.000000;             51ms 402μs 747ns;                          0ns;0.000000;0.000000
242;161ded;1000;0;0;        25s 202ms 199μs 660ns;2400.000000;            125ms 102μs 826ns;                          0ns;0.000000;0.000000
100;a0bb1;1000;0;0;        10s 547ms  92μs 387ns;6000.000000;             52ms 165μs 258ns;                          0ns;0.000000;0.000000
241;16083c;1000;0;0;        24s 931ms 804μs 498ns;2500.000000;            123ms 778μs 446ns;                          0ns;0.000000;0.000000
99;9f974;1000;0;0;        10s 136ms 287μs 264ns;6000.000000;             50ms 138μs 255ns;                          0ns;0.000000;0.000000
240;15f4ff;1000;0;0;        25s 292ms 994μs 913ns;2400.000000;            125ms 624μs 873ns;                          0ns;0.000000;0.000000
98;9e6f9;1000;0;0;         9s 983ms 449μs 871ns;6666.666667;             49ms 330μs 414ns;                          0ns;0.000000;0.000000
239;15d1b8;1000;0;0;        25s  51ms 898μs 104ns;2400.000000;            124ms 517μs 512ns;                          0ns;0.000000;0.000000
97;9ce8e;1000;0;0;         9s 913ms 551μs 162ns;6666.666667;             48ms 990μs 930ns;                          0ns;0.000000;0.000000
238;15bf8f;1000;0;0;        24s 272ms 544μs 744ns;2500.000000;            120ms 634μs 839ns;                          0ns;0.000000;0.000000
96;9b97b;1000;0;0;         9s 802ms 402μs 598ns;6666.666667;             48ms 414μs 230ns;                          0ns;0.000000;0.000000
237;15ad96;1000;0;0;        24s 729ms 579μs 120ns;2500.000000;            122ms 878μs 411ns;                          0ns;0.000000;0.000000
95;9a3ce;1000;0;0;         9s 736ms 258μs 840ns;6666.666667;             48ms 114μs 598ns;                          0ns;0.000000;0.000000
236;159985;1000;0;0;        24s 596ms 895μs 874ns;2500.000000;            122ms 192μs 276ns;                          0ns;0.000000;0.000000
94;98d3f;1000;0;0;         9s 567ms 750μs 626ns;6666.666667;             47ms 276μs 185ns;                          0ns;0.000000;0.000000
235;1583a4;1000;0;0;        24s 774ms   2μs 730ns;2500.000000;            123ms  53μs 459ns;                          0ns;0.000000;0.000000
93;97b70;1000;0;0;         9s 470ms 737μs  33ns;6666.666667;             46ms 776μs 309ns;                          0ns;0.000000;0.000000
234;15673d;1000;0;0;        24s 311ms 747μs 266ns;2500.000000;            120ms 633μs 752ns;                          0ns;0.000000;0.000000
92;962c1;1000;0;0;         9s 323ms 277μs 553ns;6666.666667;             46ms  41μs 769ns;                          0ns;0.000000;0.000000
233;154e7e;1000;0;0;        24s 719ms 394μs 424ns;2500.000000;            122ms 802μs  94ns;                          0ns;0.000000;0.000000
91;94130;1000;0;0;         9s 185ms 405μs 540ns;6666.666667;             45ms 353μs 215ns;                          0ns;0.000000;0.000000
232;1537cb;1000;0;0;        24s 183ms 961μs 578ns;2500.000000;            120ms 131μs 838ns;                          0ns;0.000000;0.000000
90;92c71;1000;0;0;         9s 138ms 561μs 598ns;6666.666667;             45ms  94μs 550ns;                          0ns;0.000000;0.000000
231;1522f0;1000;0;0;        23s 817ms 571μs 291ns;2608.695652;            118ms 343μs 961ns;                          0ns;0.000000;0.000000
89;9146e;1000;0;0;         9s 117ms 435μs 749ns;6666.666667;             45ms   4μs 537ns;                          0ns;0.000000;0.000000
230;150d5b;1000;0;0;        23s 580ms 362μs 867ns;2608.695652;            117ms  62μs 742ns;                          0ns;0.000000;0.000000
88;8ff85;1000;0;0;         8s 884ms 173μs 650ns;7500.000000;             43ms 847μs 770ns;                          0ns;0.000000;0.000000
229;14f1fe;1000;0;0;        23s 937ms 505μs 810ns;2608.695652;            118ms 845μs 445ns;                          0ns;0.000000;0.000000
87;8ebb6;1000;0;0;         8s 722ms 810μs 308ns;7500.000000;             43ms  21μs 519ns;                          0ns;0.000000;0.000000
