ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;5000;22059;5;    20m 57s 701ms 371μs 972ns;1291.599045;         1s 645ms 898μs 390ns;    11m 31s 500ms 700μs 806ns;0.000000;0.000000
2;13d85;5000;26852;5;    44m  8s 870ms 913μs 699ns;721.722054;         2s 927ms 373μs 685ns;    25m 44s 767ms 949μs 299ns;2659.000000;120.000000
3;2b2cf;4274;53820;5;   105m 24s 212ms 638μs  23ns;551.176471;         3s 938ms  37μs 184ns;    53m 49s 304ms 629μs 193ns;2663.000000;120.000000
4;55b9f;5000;2812;5;     9m 13s 674ms 914μs 735ns;847.594937;         2s 432ms 337μs 522ns;        40s 994ms  70μs 222ns;2668.000000;40.000000
5;5b731;5000;30239;5;    59m 53s 475ms 186μs 624ns;588.460896;         3s 304ms 399μs 592ns;    12m 32s 456ms 125μs 217ns;2668.000000;60.000000
11;bd6cc;5000;6987;5;    16m  1s 257ms 400μs 488ns;748.407908;         2s 654ms 514μs 817ns;     3m  8s  38ms 822μs  62ns;3687.000000;1845.000000
10;b89d4;5000;1566;5;    23m 11s 369ms  45μs 525ns;283.220705;         7s 235ms 635μs 391ns;     4m 47s 755ms 885μs 299ns;3539.000000;1785.000000
9;af830;5000;7426;5;    34m 52s 984ms 381μs 666ns;356.386233;         5s 662ms 713μs 163ns;    11m  2s 707ms  64μs 838ns;3240.000000;1785.000000
8;8629b;5000;51453;5;    87m 29s 175ms 409μs 332ns;645.300057;         3s 467ms 816μs  21ns;    48m 28s  57ms 806μs 444ns;2659.000000;60.000000
7;81fc6;3278;2423;5;     7m 36s 742ms   8μs 524ns;750.131579;         2s 449ms 468μs 456ns;     1m 57s 930ms 880μs 758ns;2658.000000;60.000000
6;7542c;5000;12372;5;    30m 43s 400ms 291μs 991ns;565.556158;         3s 151ms 916μs 854ns;     5m 29s 881ms 814μs  26ns;2658.000000;60.000000
23;1065ea;5000;38387;5;                          0ns;inf;         2s 474ms 960μs 230ns;    37m 57s 111ms 964μs 658ns;1278.000000;40.000000
22;fdb1b;5000;6843;5;    14m 10s 463ms 532μs 314ns;835.976471;         2s 285ms 920μs 946ns;     1m 49s 435ms 814μs 203ns;4867.000000;1795.000000
21;fa05c;5000;11;5;    11m 16s 971ms 568μs 227ns;444.763314;         5s 313ms 286μs 238ns;         5s 691ms 503μs 367ns;4867.000000;1805.000000
20;f659d;5000;11;5;    11m 27s 445ms 360μs 284ns;437.641921;         5s 372ms 614μs 733ns;         5s 767ms 346μs 177ns;4867.000000;1805.000000
19;f2aea;5000;7;5;    11m 21s 273ms 548μs 207ns;441.145374;         5s 377ms 624μs 182ns;         4s  30ms 816μs 940ns;4867.000000;1805.000000
18;f045f;3280;7;5;     7m 33s 941ms 951μs 382ns;435.364238;         5s 357ms 280μs 584ns;         3s 949ms 699μs  49ns;4867.000000;1805.000000
17;ec9a0;5000;11;5;    11m 26s  87ms  91μs 577ns;438.279883;         5s 391ms 681μs 228ns;         5s 602ms 762μs  68ns;4867.000000;1805.000000
16;e8ce3;5000;181;5;    12m 18s  27ms 765μs 259ns;421.219512;         5s 377ms 926μs 215ns;        15s 478ms 651μs 567ns;4867.000000;1805.000000
15;e521b;5000;14;5;    22m 53s 545ms 414μs 490ns;219.111435;        10s 844ms   2μs 516ns;         5s 977ms 153μs 331ns;4666.000000;1795.000000
14;dcfe9;5000;6108;5;    41m 51s 885ms 878μs 221ns;265.424134;         7s 983ms 266μs 926ns;    14m 41s 849ms 405μs 724ns;4290.000000;1795.000000
13;cdce3;2285;18451;5;    57m 15s 944ms 596μs 655ns;362.200873;         5s 600ms 767μs  20ns;    29m     978ms 671μs 366ns;4068.000000;1795.000000
12;c634b;5000;5374;5;    31m 32s 585ms 365μs 469ns;328.985201;         5s  45ms 910μs 245ns;    10m 10s 463ms 924μs 903ns;3687.000000;1795.000000
