ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;2551;249;0;0;139;15350;-nan;100.869565;inf;    11m 53s 901ms 454μs 848ns;     1m 58s 229ms 300μs 458ns
-;293414;28677;0;0;16007;15350;-nan;11599.999953;inf;  1368m 18s 667ms 307μs 620ns;   226m 36s 369ms 552μs 714ns
