ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Original: Length;Reduced: Length;Total Reduction %: Length;Original: Primary;Reduced: Primary;Total Reduction %: Primary;Original: Secondary;Reduced: Secondary;Total Reduction %: Secondary;Runtime;Average Test Runtime
3aff;15732;2271;0;0;594;425;0.000000;0.000000;-nan;787.000000;787.000000;97.160494;30.000000;30.000000;150.000000;    55m  5s 381ms 698μs 445ns;     5m 25s 696ms  15μs 685ns
3b00;6423;1134;0;0;629;205;8000.000000;673.000000;8.412500;778.000000;778.000000;97.128589;10.000000;10.000000;20.000000;    41m 56s 140ms 877μs 141ns;     6m 10s 975ms 410μs 676ns
3b07;13386;1389;0;0;332;802;0.000000;0.000000;-nan;785.000000;785.000000;97.273854;50.000000;50.000000;125.000000;    46m 34s 319ms 143μs 793ns;     2m 51s 581ms 112μs 106ns
3b0e;14599;1780;0;0;523;373;0.000000;0.000000;-nan;788.000000;788.000000;97.044335;20.000000;20.000000;66.666667;    48m  8s 961ms  62μs 295ns;     4m 14s  19ms  99μs 999ns
3b1a;21694;2877;0;0;872;354;0.000000;0.000000;-nan;790.000000;790.000000;97.051597;30.000000;30.000000;100.000000;    60m 40s 263ms 426μs  61ns;     6m 46s 317ms 155μs 165ns
bc9d4;13741;1204;0;0;443;475;0.000000;0.000000;-nan;622.000000;622.000000;97.035881;10.000000;10.000000;100.000000;    18m 24s 157ms 624μs 878ns;     3m 35s  24ms 350μs 916ns
bc9d5;7402;969;0;0;575;131;0.000000;0.000000;-nan;763.000000;763.000000;119.218750;0.000000;0.000000;0.000000;    17m 33s 551ms 269μs 504ns;     4m 46s 247ms 868μs 236ns
bc9d8;1;0;0;0;1;2;4536.000000;4536.000000;100.000000;5091.000000;5091.000000;100.000000;1715.000000;1715.000000;100.000000;         4s 719ms 913μs 418ns;                          0ns
bc9df;8;0;0;0;5;2;4538.000000;0.000000;0.000000;5091.000000;5091.000000;99.960730;1715.000000;1715.000000;100.000000;        17s 646ms 222μs 632ns;        17s 448ms 821μs 453ns
bc9e4;469;0;0;0;50;28;4535.000000;4476.000000;98.699008;5291.000000;5291.000000;103.908091;1745.000000;1745.000000;101.749271;     4m 18s 487ms  41μs 448ns;     1m 16s 518ms 364μs 220ns
b8e1c;1;0;0;0;1;2;4512.000000;4512.000000;100.000000;4932.000000;4932.000000;100.000000;1715.000000;1715.000000;100.000000;         4s 125ms 183μs 357ns;                          0ns
b8e1d;1;0;0;0;1;2;4510.000000;4510.000000;100.000000;4929.000000;4929.000000;100.000000;1715.000000;1715.000000;100.000000;         4s 263ms 220μs 884ns;                          0ns
b8e21;90;0;0;0;45;2;4553.000000;0.000000;0.000000;5091.000000;5091.000000;99.784398;1715.000000;1715.000000;99.420290;     3m  5s 684ms 485μs 542ns;     1m 40s 965ms 873μs 316ns
b8e25;1;0;0;0;1;2;4550.000000;4550.000000;100.000000;5113.000000;5113.000000;100.000000;1725.000000;1725.000000;100.000000;         4s 189ms 634μs 568ns;                          0ns
b8e28;1;0;0;0;1;2;4511.000000;4511.000000;100.000000;4931.000000;4931.000000;100.000000;1715.000000;1715.000000;100.000000;         4s 223ms 467μs 222ns;                          0ns
a9383;1292;0;0;0;179;62;7714.000000;0.000000;0.000000;4905.000000;4905.000000;99.755949;1745.000000;1745.000000;100.000000;    19m 24s 507ms 916μs 146ns;     4m 25s 980ms 274μs 992ns
a9389;9545;100;0;0;537;113;10422.000000;0.000000;0.000000;4916.000000;4916.000000;99.413549;1785.000000;1785.000000;100.563380;    68m  2s 767ms 782μs 980ns;    10m 54s 371ms 597μs 272ns
a9378;1890;52;0;0;233;42;5391.000000;0.000000;0.000000;4901.000000;4901.000000;102.274624;1715.000000;1715.000000;100.000000;    29m  2s 586ms  98μs 515ns;     5m  1s  13ms 802μs  52ns
a9379;5711;920;0;0;195;507;6920.000000;0.000000;0.000000;4909.000000;4909.000000;101.762023;1775.000000;1775.000000;99.439776;    38m 12s  64ms 233μs 405ns;     3m 42s 923ms 855μs  85ns
a937d;2652;0;0;0;295;62;8360.000000;0.000000;0.000000;4910.000000;4910.000000;99.918600;1715.000000;1715.000000;99.420290;    38m 47s 980ms 687μs 720ns;     6m 51s 699ms 175μs 997ns
9e809;1490;86;0;0;287;101;11303.000000;0.000000;0.000000;4714.000000;4714.000000;99.388573;1775.000000;1775.000000;100.000000;    23m 30s 492ms 997μs 901ns;     7m  5s 271ms 610μs 840ns
9e80a;1728;22;0;0;321;108;11304.000000;0.000000;0.000000;4715.000000;4715.000000;99.388702;1775.000000;1775.000000;100.000000;    26m 23s 331ms 926μs 982ns;     8m  2s 629ms 465μs 678ns
