ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;21;0;23;29;4;3661;98.125263;-nan;-nan;         1s 412ms 902μs 446ns;             51ms 621μs 230ns
-;5943;74;6401;8081;1160;3661;26591.946383;-nan;-nan;     6m 22s 896ms 562μs 925ns;        13s 989ms 353μs 511ns
