ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
33;5dfea;2000;703;10;                          0ns;inf;                        -3729723142021ns;     8m 14s 755ms 903μs 110ns;4784.000000;0.000000
32;5b0f7;2000;964;10;    32m 34s 582ms 530μs 777ns;91.013306;                        -5423881224839ns;    20m     196ms 311μs 587ns;4784.000000;0.000000
31;57f0e;2000;1100;10;    27m 24s 719ms 470μs 288ns;113.138686;                        -5170512842238ns;    23m  3s 683ms 163μs  49ns;4784.000000;0.000000
30;54e77;2000;1030;10;    15m 47s 755ms 190μs 690ns;191.974657;                        -4781610010976ns;    10m 55s 143ms 933μs 820ns;4784.000000;0.000000
29;51f0c;2000;986;10;    25m 43s 517ms 935μs 354ns;116.111471;                        -6510980146583ns;    22m  7s 828ms 480μs 367ns;4784.000000;0.000000
28;4f114;2000;903;10;    18m 30s 653ms 951μs 779ns;156.918919;                        -7019681675422ns;    14m 16s 515ms 625μs 660ns;4784.000000;0.000000
27;4c173;2000;989;10;    25m  1s 381ms 733μs 824ns;119.480346;                        -5803797853969ns;    17m 22s 909ms 581μs 268ns;4784.000000;0.000000
26;48f9a;2000;1077;10;    14m  2s 854ms 806μs 544ns;219.263658;                        -4822435935023ns;     9m 29s 192ms  18μs 617ns;4784.000000;0.000000
25;45fbf;2000;986;10;    17m  4s 896ms 117μs 206ns;174.960938;                        -5289657737759ns;    11m     260ms 921μs  56ns;4784.000000;0.000000
24;42ff6;2000;984;10;    39m 38s 771ms 230μs 334ns;75.290160;                        -7418367733864ns;    33m 59s 514ms  66μs 565ns;4794.000000;0.000000
17;2eb08;2000;933;10;    16m 23s 705ms 267μs 485ns;179.023398;                        -5571974326429ns;    10m 39s 885ms 865μs 111ns;4784.000000;0.000000
16;2bd63;2000;876;10;    24m 19s 583ms 310μs 387ns;118.272790;                        -4998332920387ns;    14m 57s 987ms 747μs 239ns;4784.000000;0.000000
15;28f2e;2000;911;10;    12m 12s 114ms 312μs 882ns;238.606557;                        -4437784327634ns;     9m     511ms 466μs 412ns;4784.000000;0.000000
14;26143;2000;906;10;    29m 52s 147ms 987μs 197ns;97.299107;                        -7881638341513ns;    25m 31s 134ms 914μs 157ns;4784.000000;0.000000
13;23272;2000;940;10;    29m 41s 485ms 187μs 246ns;99.045480;                        -5173244452032ns;    25m  4s 676ms 616μs 112ns;4784.000000;0.000000
12;200f9;2000;1061;10;    18m 57s  68ms 600μs 907ns;161.530343;                        -4953203186447ns;    14m 10s 646ms 449μs 130ns;4784.000000;0.000000
11;1d26e;2000;939;10;    17m 33s 541ms 288μs 860ns;167.464387;                        -4985483559520ns;     9m 38s 515ms 899μs 534ns;4784.000000;0.000000
10;1a0a7;2000;1088;10;    18m 33s 617ms  85μs 844ns;166.469003;                        -4123345707996ns;    13m 30s 614ms 552μs 704ns;4784.000000;0.000000
9;17006;2000;1041;10;    18m 44s 685ms 311μs 930ns;162.330961;                        -4641690153699ns;    13m 59s 764ms 892μs 570ns;4784.000000;0.000000
8;13f5d;2000;1020;10;    15m 47s 422ms 831μs 572ns;191.341077;                        -4663791735374ns;    11m  2s 636ms 358μs 962ns;4784.000000;0.000000
7;11006;2000;957;10;    24m 50s 535ms 904μs 930ns;119.073826;                        -4274864143519ns;    19m 42s 940ms  66μs 254ns;4784.000000;0.000000
23;40197;2000;929;10;    31m 40s 486ms 593μs 530ns;92.494737;                        -6354076937471ns;    24m 32s 312ms 623μs 443ns;4784.000000;0.000000
6;de1d;2000;1092;10;    26m 30s 150ms 117μs 346ns;116.679245;                        -5737463614744ns;    23m 30s 509ms  46μs 338ns;4784.000000;0.000000
22;3d2d8;2000;939;10;    24m 37s 945ms 143μs 692ns;119.390657;                        -4979804027785ns;    16m 51s 958ms 804μs 775ns;4794.000000;0.000000
5;ac9b;2000;1108;10;    37m  1s 373ms 446μs  58ns;83.962179;                        -6727979092609ns;    32m 22s 748ms  59μs 498ns;4777.000000;0.000000
21;3a393;2000;956;10;    25m 58s 282ms 762μs 135ns;113.838254;                        -6749980429705ns;    22m 31s 837ms 366μs 168ns;4793.000000;0.000000
4;7db6;2000;1003;10;    18m     263ms 911μs 365ns;166.833333;                        -9562902487072ns;    15m 12s 147ms 754μs 116ns;4475.000000;0.000000
20;37608;2000;874;10;    30m 53s 930ms 695μs 191ns;93.059903;                        -6749203032365ns;    24m 52s 762ms 942μs 919ns;4784.000000;0.000000
3;4a07;2000;1531;10;    22m  2s 766ms 234μs 203ns;160.257186;                        -23019008131825ns;    15m 46s 904ms 164μs 539ns;3562.000000;0.000000
19;347c2;2000;914;10;    20m 41s 873ms 561μs 750ns;140.886382;                        -4312196538849ns;    16m  6s 432ms 811μs 511ns;4784.000000;0.000000
2;1c58;2000;1041;10;     4m 54s 854ms 934μs 197ns;620.612245;                        -42474419924586ns;     3m 37s 488ms  48μs 580ns;1202.000000;0.000000
18;31975;2000;924;10;    24m 42s 322ms 592μs 289ns;118.380567;                        -5272846993902ns;    17m 12s  89ms 381μs  43ns;4784.000000;0.000000
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;2000;220;10;        16s 220ms 394μs 675ns;8325.000000;                        -14957254031058ns;         5s 568ms 312μs 460ns;0.000000;0.000000
