ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;415;0;27;0;29;917;69.672536;100.907515;-nan;         1s 181ms 322μs 624ns;            159ms 256μs 304ns
-;9966;0;651;0;715;917;1672.140859;2421.780368;-nan;        28s 351ms 742μs 995ns;         3s 822ms 151μs 298ns
