ID;Parent ID;Generation ID;Derived Inputs;Derived Fails;Flags;Generation Time;Generation Length;Trimmed Length;Execution Time;Primary Score;Relative Primary Score;Secondary Score;Relative Secondary Score;Exit Code;Exit Reason;Result;Retries;Test Number
7ed33;0;64;0;0;0000000000000010;   328m 29s 286ms 937μs 511ns;0;1340;         2s 373ms 442μs 271ns;1179.000000;1.136556;290.000000;4.620690;0;1;Failing;0;173124
7c8a9;0;64;0;0;0000000000000010;   322m 30s 203ms 619μs 628ns;0;1300;         1s 988ms  96μs 841ns;1177.000000;1.104503;160.000000;8.125000;0;1;Failing;0;170006
d5178;0;64;0;0;0000000000000010;   571m 13s 317ms 283μs 823ns;0;6198;         7s 408ms 799μs  67ns;1117.000000;5.548791;200.000000;30.990000;0;1;Failing;0;290907
86533;0;64;0;0;0000000000000010;   347m 44s 536ms 321μs 812ns;0;6201;         8s 257ms 398μs 808ns;1117.000000;5.551477;70.000000;88.585714;0;1;Failing;0;183364
1e720;0;64;0;0;0000000000000010;    77m 28s 493ms 556μs 717ns;0;6206;         7s 223ms 561μs 441ns;1116.000000;5.560932;250.000000;24.824000;0;1;Failing;0;41534
779a1;0;64;0;0;0000000000000010;   309m 45s 690ms 916μs 460ns;0;6200;         7s 233ms 937μs  34ns;1116.000000;5.555556;160.000000;38.750000;0;1;Failing;0;163262
1696;0;64;0;0;0000000000000010;     2m 51s 579ms 989μs 404ns;0;6200;         7s 395ms 361μs 784ns;1116.000000;5.555556;130.000000;47.692308;0;1;Failing;0;1893
10c27;0;64;0;0;0000000000000010;    42m 16s 381ms 647μs 855ns;0;6204;         8s  32ms   5μs 625ns;1116.000000;5.559140;120.000000;51.700000;0;1;Failing;0;22848
70600;0;64;0;0;0000000000000010;   291m 20s 694ms 782μs 726ns;0;6198;         8s 270ms 278μs 458ns;1116.000000;5.553763;110.000000;56.345455;0;1;Failing;0;153395
7e7d5;0;64;0;0;0000000000000010;   327m 35s 367ms 786μs 445ns;0;6201;         7s 987ms 477μs 977ns;1116.000000;5.556452;100.000000;62.010000;0;1;Failing;0;172666
db77b;0;64;0;0;0000000000000010;   588m 42s  42ms 935μs 949ns;0;6207;         8s 638ms 683μs 738ns;1116.000000;5.561828;100.000000;62.070000;0;1;Failing;0;299612
dfd47;0;64;0;0;0000000000000010;   599m 54s 121ms 358μs  33ns;0;6197;         7s   1ms 434μs 700ns;1116.000000;5.552867;90.000000;68.855556;0;1;Failing;0;305568
f5fc8;0;64;0;0;0000000000000010;   658m 30s 874ms 707μs  46ns;0;6202;         7s 681ms 770μs 574ns;1116.000000;5.557348;90.000000;68.911111;0;1;Failing;0;335819
4c6cf;0;64;0;0;0000000000000010;   196m 54s 399ms 375μs 469ns;0;6205;         7s 306ms 721μs 868ns;1116.000000;5.560036;90.000000;68.944444;0;1;Failing;0;104312
10a34d;0;64;0;0;0000000000000010;   711m  8s 193ms 616μs 711ns;0;6205;         7s 848ms 460μs  72ns;1116.000000;5.560036;80.000000;77.562500;0;1;Failing;0;363426
