ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;3700;0;1;0;121;30501;59.932856;98.344078;-nan;     2m 17s 299ms 580μs 733ns;         3s 674ms 975μs  63ns
-;2227907;0;1064;0;73209;30501;36079.579587;59203.135146;-nan;  1377m 34s 347ms 601μs 770ns;    36m 52s 334ms 987μs 971ns
