ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
9;dc878;5000;2212;5;    18m 59s 455ms 331μs 552ns;379.912204;         5s 346ms 736μs 979ns;     5m 28s 261ms 307μs 832ns;4803.000000;1715.000000
5;20f64;5000;29338;5;    51m     968ms 505μs 303ns;673.294118;         3s 432ms 983μs 261ns;    25m 15s 398ms 815μs 240ns;2202.000000;310.000000
8;694d7;5000;152321;5;   329m 58s 156ms 185μs 754ns;476.778462;         4s 927ms 679μs 347ns;   216m 48s 264ms 626μs 279ns;2721.000000;300.000000
7;63ab6;5000;2689;5;    19m 14s 455ms 249μs  56ns;399.774697;         4s 462ms 225μs 181ns;     4m  5s 341ms  83μs 403ns;2721.000000;420.000000
6;3a1d0;3254;53482;5;   145m 26s 145ms 975μs 789ns;390.116892;         5s 774ms  35μs 959ns;    31m 40s 660ms 553μs 489ns;2721.000000;420.000000
12;f34c5;5000;4092;5;                          0ns;inf;         6s 906ms 701μs 857ns;    13m 29s  29ms 639μs 517ns;6218.000000;1775.000000
11;e5ce3;5000;13420;5;    51m  8s 171ms 698μs 299ns;360.234681;         6s 509ms 517μs 412ns;    23m 12s 222ms 609μs 456ns;5528.000000;1625.000000
10;e1d02;5000;449;5;    15m 22s 943ms 866μs 334ns;354.598698;         5s 757ms 404μs 858ns;        40s 975ms 874μs 916ns;5366.000000;1925.000000
4;1a7bd;5000;3843;5;    12m 37s 377ms 192μs 591ns;700.898283;         2s 832ms 384μs 439ns;     4m 12s 402ms   7μs 220ns;1730.000000;260.000000
3;10455;5000;8942;5;    22m 47s  20ms 357μs 317ns;611.938552;         3s 279ms 821μs 583ns;     9m 12s 300ms 393μs 454ns;1726.000000;240.000000
2;89b8;5000;5461;5;    16m 11s 128ms 181μs 689ns;646.405767;         2s 376ms 339μs 335ns;     4m 13s 151ms 536μs 190ns;1289.000000;150.000000
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;5000;6716;5;    10m 45s 559ms 821μs  20ns;1089.860465;         1s 653ms 367μs 198ns;     3m 51s 148ms 358μs 551ns;0.000000;0.000000
