ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
5;c4e15;3249;4428;5;    23m 31s 863ms 359μs 129ns;326.449327;         4s  62ms 474μs 554ns;     5m 27s 978ms 688μs  26ns;3258.000000;1690.000000
6;ca812;5000;1397;5;    20m 33s 440ms  57μs 392ns;311.289538;         4s 318ms 244μs 868ns;     3m 30s 978ms 912μs 284ns;3694.000000;1730.000000
7;cf30f;5000;17489;5;    55m 20s 497ms 806μs  77ns;406.427711;         5s  75ms 324μs 201ns;    36m 26s  28ms 868μs 629ns;4146.000000;1850.000000
8;dfaa0;4276;2322;5;    31m 30s 439ms 864μs 770ns;209.460317;         9s 541ms 373μs 840ns;     8m  6s 525ms  79μs 704ns;4200.000000;1700.000000
9;e47f8;5000;7010;5;    47m 42s 167ms 787μs 439ns;251.781971;         7s  15ms 288μs 443ns;    12m  3s 421ms 415μs 358ns;4420.000000;1710.000000
10;ed4bc;5000;31949;5;   132m 46s  84ms 655μs   8ns;278.300276;         7s 410ms 318μs   4ns;    36m 26s 753ms 130μs 528ns;4872.000000;1700.000000
11;1085c1;4265;3568;5;    11m 34s 994ms 805μs 948ns;677.204611;         3s 417ms 155μs 127ns;     1m 17s 444ms 763μs 576ns;4880.000000;1710.000000
4;841d7;5000;83424;5;   158m 24s 383ms 380μs 189ns;558.232323;         3s 946ms  38μs  68ns;   103m 56s 810ms 601μs 971ns;3239.000000;1680.000000
12;10e192;5000;615;5;                          0ns;inf;         4s 624ms 648μs 235ns;     2m 16s 708ms 592μs 825ns;1494.000000;80.000000
3;41958;5000;85835;5;   142m 57s 538ms 326μs 180ns;635.431969;         3s 571ms 582μs 767ns;   122m 41s 297ms 177μs 745ns;2812.000000;80.000000
2;2bea2;5000;24584;5;    35m  1s 162ms 256μs 861ns;844.854831;         2s 437ms 105μs 488ns;    16m  4s  42ms 715μs 596ns;2666.000000;80.000000
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;5000;54922;5;    49m  3s 902ms 211μs 321ns;1221.651376;         1s 750ms 458μs 384ns;    19m 44s 399ms 783μs 707ns;0.000000;0.000000
