ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;5000;17452;5;    19m 40s 601ms 810μs 473ns;1141.627119;         1s 971ms 199μs 825ns;     9m  5s 282ms 685μs 351ns;0.000000;0.000000
53;17f50b;5000;6;5;     7m  9s  28ms 419μs 498ns;700.139860;         3s 391ms 307μs  89ns;         2s 362ms 959μs 778ns;3459.000000;240.000000
52;17ba5b;5000;6;5;     7m  6s 998ms 850μs 439ns;705.070423;         3s 377ms 868μs 235ns;         2s 230ms 922μs 494ns;3459.000000;240.000000
51;177fab;5000;6;5;     7m 12s 204ms 244μs 853ns;695.277778;         3s 412ms 799μs 642ns;         2s 340ms 245μs 454ns;3459.000000;240.000000
50;1744fb;5000;6;5;     6m 56s 930ms  69μs 876ns;722.019231;         3s 296ms  92μs 274ns;         2s 238ms 663μs 558ns;3459.000000;240.000000
49;170a4b;5000;6;5;     6m 58s 403ms 694μs   6ns;718.564593;         3s 307ms 941μs 304ns;         2s 302ms 918μs 290ns;3459.000000;240.000000
48;16cf9b;5000;6;5;     7m      68ms 220μs 871ns;715.142857;         3s 319ms 389μs 153ns;         2s 560ms 744μs 863ns;3459.000000;240.000000
47;1694eb;5000;6;5;     6m 57s 697ms 357μs 973ns;720.287770;         3s 294ms 379μs 155ns;         2s 268ms 213μs 280ns;3459.000000;240.000000
46;165a3b;5000;6;5;     6m 55s 499ms 569μs 452ns;723.759036;         3s 271ms 941μs  34ns;         2s 302ms 880μs 167ns;3459.000000;240.000000
45;161f8b;5000;6;5;     6m 59s 781ms 557μs  47ns;716.849642;         3s 295ms 129μs 265ns;         2s 350ms 704μs 239ns;3459.000000;240.000000
44;15e4db;5000;6;5;     7m 22s 649ms 438μs 730ns;679.547511;         3s 484ms 870μs 195ns;         2s 272ms 991μs 955ns;3459.000000;240.000000
43;15aa2b;5000;6;5;     7m 10s 596ms 654μs 952ns;698.511628;         3s 398ms 580μs 648ns;         2s 808ms 873μs 816ns;3459.000000;240.000000
42;156f7b;5000;6;5;     7m 21s  21ms 616μs 708ns;681.088435;         3s 462ms 480μs 447ns;         3s 156ms 445μs 900ns;3459.000000;240.000000
41;1534cb;5000;6;5;     7m  1s 696ms  40μs 499ns;713.444181;         3s 322ms 619μs 266ns;         2s 364ms 133μs 395ns;3459.000000;240.000000
40;14fa1b;5000;6;5;     7m  5s 886ms 836μs 532ns;706.729412;         3s 367ms 619μs 723ns;         2s 335ms 994μs 208ns;3459.000000;240.000000
39;14bf6b;5000;6;5;     7m  5s 736ms 184μs 782ns;706.729412;         3s 345ms 270μs 991ns;         2s 379ms  39μs 777ns;3459.000000;240.000000
38;1484bb;5000;6;5;     6m 58s 195ms 859μs 476ns;718.564593;         3s 303ms 286μs 640ns;         2s 420ms 120μs 368ns;3459.000000;240.000000
37;144a0b;5000;6;5;     6m 58s 240ms  58μs 767ns;718.564593;         3s 283ms 725μs 904ns;         2s 210ms 998μs 953ns;3459.000000;240.000000
36;140f5b;5000;6;5;     6m 51s 591ms  17μs 516ns;730.802920;         3s 236ms 678μs 300ns;         2s 281ms 729μs 917ns;3459.000000;240.000000
35;13d4ab;5000;6;5;     6m 58s 381ms 355μs 151ns;718.564593;         3s 290ms 652μs 249ns;         2s 238ms 570μs  71ns;3459.000000;240.000000
34;1399fb;5000;6;5;     6m 51s 467ms 654μs 932ns;730.802920;         3s 236ms 393μs 185ns;         2s 256ms 926μs 666ns;3459.000000;240.000000
33;135f4b;5000;6;5;     6m 52s 679ms 472μs 914ns;729.029126;         3s 249ms 800μs 248ns;         2s 223ms 483μs 327ns;3459.000000;240.000000
32;13249b;5000;6;5;     6m 56s 337ms 439μs 900ns;722.019231;         3s 278ms 472μs 464ns;         2s 316ms 488μs 249ns;3459.000000;240.000000
31;12e9eb;5000;6;5;     5m 22s 638ms 568μs 830ns;932.795031;         3s 212ms 271μs 591ns;         2s 329ms 557μs 373ns;3459.000000;240.000000
30;12af3b;5000;6;5;     8m 31s 335ms 170μs 629ns;587.788650;         3s 317ms 283μs 701ns;         2s 178ms 581μs 508ns;3459.000000;240.000000
29;12748b;5000;6;5;     6m 54s 585ms 386μs 275ns;725.507246;         3s 251ms  67μs 518ns;         2s 291ms 126μs 762ns;3459.000000;240.000000
28;124e3f;3260;6;5;     4m 37s 731ms 461μs 638ns;707.436823;         3s 259ms 785μs 135ns;         2s 423ms 483μs 707ns;3471.000000;250.000000
27;121380;5000;11;5;     7m 22s 447ms 290μs 511ns;680.226244;         3s 290ms 830μs 691ns;         3s 386ms 289μs 895ns;3471.000000;250.000000
26;11ae8e;5000;3612;5;    14m  6s  56ms 284μs 465ns;610.780142;         3s  34ms 222μs 947ns;     4m 39s 799ms 389μs 793ns;3170.000000;240.000000
25;112f14;5000;5876;5;    23m 25s 859ms 229μs 807ns;464.455516;         4s 339ms 946μs 881ns;     4m 40s 998ms 970μs 428ns;2295.000000;280.000000
24;105de0;5000;12850;5;    31m 16s 342ms 509μs 532ns;570.895522;         3s 575ms 343μs  68ns;     8m 41s 535ms 592μs 138ns;2454.000000;230.000000
23;fa97a;5000;10392;5;    20m  4s 259ms  91μs 482ns;767.043189;         2s 703ms 921μs 156ns;     7m 18s 448ms 435μs 825ns;2454.000000;230.000000
22;f419d;4268;4593;5;    16m 17s 144ms 523μs 468ns;544.176049;         3s 902ms 570μs 291ns;     2m 50s 988ms 936μs 775ns;2454.000000;230.000000
21;e5b33;5000;14660;5;    17m 15s   6ms 218μs 958ns;1139.710145;         1s 727ms 684μs 586ns;     4m 43s 282ms 920μs 927ns;2455.000000;230.000000
20;e3469;3241;67;5;     4m 19s 460ms 555μs 643ns;766.332046;         2s 809ms 841μs 642ns;        14s 728ms 222μs  56ns;2455.000000;350.000000
19;df8f6;5000;71;5;     8m 14s 497ms 823μs 706ns;615.910931;         3s 700ms 773μs 905ns;        13s 836ms 341μs 458ns;2455.000000;350.000000
18;ccc27;5000;20667;5;    21m 31s 792ms 797μs 682ns;1192.889233;         1s 714ms 959μs 430ns;     4m  3s 331ms 774μs  35ns;2456.000000;290.000000
17;c9081;5000;88;5;     6m 43s 603ms 948μs 200ns;757.518610;         2s 933ms 296μs 918ns;        16s 950ms 140μs  70ns;2456.000000;290.000000
16;c69b4;3239;70;5;     4m 29s  38ms 471μs 568ns;738.066914;         3s  17ms 316μs 243ns;        13s 776ms 742μs 219ns;2457.000000;290.000000
15;c2de1;5000;103;5;    10m 39s 929ms 253μs 788ns;479.154930;         4s 723ms 225μs 683ns;        20s 495ms 848μs 443ns;2457.000000;290.000000
14;a461f;5000;36620;5;    29m 50s 179ms 913μs 149ns;1395.083799;         1s 548ms 102μs 567ns;     9m 30s 916ms 769μs 698ns;2457.000000;290.000000
13;94cc5;4282;16994;5;    19m 31s 516ms 625μs 708ns;1090.145175;         1s 649ms 712μs 757ns;     2m 54s 376ms 536μs 782ns;2454.000000;290.000000
12;9116d;5000;62;5;     6m 33s 974ms 226μs   7ns;772.824427;         2s 946ms       550ns;        13s 153ms  72μs 947ns;2454.000000;350.000000
11;8dee5;4267;43;5;     5m 25s 350ms 579μs 505ns;795.692308;         2s 866ms  82μs 300ns;         9s 968ms 102μs 322ns;2455.000000;290.000000
10;8a384;5000;65;5;    11m 53s 440ms 213μs 475ns;426.227209;         5s 465ms 726μs 677ns;        13s  36ms 501μs 945ns;2454.000000;290.000000
9;8353e;5000;4408;5;    15m 32s 828ms 199μs 141ns;605.665236;         3s 119ms 533μs 688ns;     3m 29s 810ms 469μs 924ns;2455.000000;290.000000
8;79ea8;5000;7848;5;    12m 50s 131ms 392μs 326ns;1001.142857;         1s 959ms 793μs 768ns;     3m 25s 238ms 832μs 546ns;2455.000000;290.000000
7;76bab;4256;93;5;     5m 33s  16ms  43μs 816ns;783.603604;         2s 815ms 696μs 280ns;        18s 817ms 253μs 372ns;2455.000000;290.000000
6;6820e;5000;14933;5;    38m  6s 485ms 314μs 104ns;523.175853;         4s 150ms 875μs 229ns;     9m 28s 845ms 263μs 729ns;2454.000000;230.000000
5;3504f;5000;64779;5;   100m 24s 172ms  41μs 300ns;695.009960;         3s 145ms 165μs 185ns;    48m 23s 728ms 990μs 816ns;2292.000000;280.000000
4;29406;5000;11065;5;    30m  9s 270ms 559μs 778ns;532.835821;         3s 954ms 754μs 501ns;     9m 37s 956ms 790μs  53ns;1528.000000;150.000000
3;18351;5000;18269;5;    22m  6s   4ms  39μs 423ns;1052.895928;         2s  65ms 888μs  93ns;    13m 35s 871ms 457μs  17ns;1180.000000;140.000000
2;10788;5000;5561;5;    16m 35s 441ms 723μs 530ns;636.844221;         3s  30ms 819μs 529ns;     3m 31s 669ms 150μs 872ns;1122.000000;140.000000
56;18a51b;3898;0;0;                          0ns;inf;         3s 350ms  48μs  51ns;                          0ns;3459.000000;240.000000
55;186a6b;5000;6;5;     7m  6s  58ms 251μs 139ns;705.070423;         3s 339ms 246μs 628ns;         2s 415ms 476μs 424ns;3459.000000;240.000000
54;182fbb;5000;6;5;     7m 10s 116ms 592μs 853ns;698.511628;         3s 383ms  17μs 978ns;         2s 244ms 814μs 900ns;3459.000000;240.000000
