ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;986;95;0;0;63;9037;-nan;103.329973;95.795639;     2m 47s 387ms 974μs  15ns;        34s 130ms 421μs 407ns
-;271420;26305;0;0;17461;9037;-nan;28415.742698;26343.800702;   767m 11s 692ms 854μs 286ns;   156m 25s 865ms 887μs 111ns
