ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Original: Length;Reduced: Length;Total Reduction %: Length;Original: Primary;Reduced: Primary;Total Reduction %: Primary;Original: Secondary;Reduced: Secondary;Total Reduction %: Secondary;Runtime;Average Test Runtime
85b1;144;0;86;0;7;86;147.000000;147.000000;100.000000;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;            406ms 800μs 212ns;                          0ns
85b2;166;0;110;0;7;110;172.000000;172.000000;100.000000;27.000000;27.000000;100.000000;0.000000;0.000000;-nan;         1s  91ms 236μs 190ns;                          0ns
85b5;156;0;102;0;7;102;150.000000;150.000000;100.000000;26.000000;26.000000;100.000000;0.000000;0.000000;-nan;            836ms 646μs 115ns;                          0ns
85b9;81;0;58;0;6;58;121.000000;121.000000;100.000000;25.000000;25.000000;100.000000;0.000000;0.000000;-nan;            495ms 128μs 653ns;                          0ns
85be;5;0;5;0;3;5;35.000000;35.000000;100.000000;29.000000;29.000000;100.000000;0.000000;0.000000;-nan;             22ms 189μs 897ns;                          0ns
4d88;1352;0;0;0;22;28;44.000000;28.000000;63.636364;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;         1s 326ms 413μs 890ns;            362ms 772μs 292ns
44b1;936;0;0;0;21;28;60.000000;28.000000;46.666667;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;         1s 580ms 267μs 818ns;            192ms 556μs 997ns
1cc9;1630;0;0;0;31;28;80.000000;28.000000;35.000000;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;         1s 882ms 718μs 307ns;            513ms 273μs  47ns
1a76;1416;0;0;0;27;28;72.000000;28.000000;38.888889;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;            898ms 671μs 294ns;            331ms 952μs  37ns
18ec;1416;0;0;0;27;28;72.000000;28.000000;38.888889;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;         2s 856ms  39μs 786ns;            335ms 304μs 877ns
126d;1298;0;0;0;27;28;75.000000;28.000000;37.333333;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;         3s 857ms 810μs  88ns;            314ms  56μs 177ns
1098;976;0;0;0;22;29;63.000000;28.000000;44.444444;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;         3s 723ms 555μs 624ns;            203ms 929μs 558ns
eda;142;0;0;0;49;8;137.000000;80.000000;58.394161;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;            973ms 350μs 534ns;            355ms 152μs 455ns
eed;444;0;0;0;99;14;124.000000;44.000000;35.483871;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;         2s 630ms 601μs 433ns;            620ms 414μs 768ns
bbe;145;0;0;0;51;9;119.000000;72.000000;60.504202;28.000000;28.000000;96.551724;0.000000;0.000000;-nan;         1s 124ms 440μs  22ns;            304ms 789μs 934ns
b1c;204;0;0;0;58;5;140.000000;60.000000;42.857143;28.000000;28.000000;96.551724;0.000000;0.000000;-nan;         2s 728ms 536μs 674ns;            370ms 617μs 735ns
b35;95;0;0;0;33;8;129.000000;75.000000;58.139535;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;            714ms 846μs  27ns;            140ms 128μs 166ns
b3f;213;0;0;0;61;7;111.000000;72.000000;64.864865;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;         1s 289ms 174μs 332ns;            358ms 977μs 586ns
ae2;76;0;0;0;33;5;123.000000;63.000000;51.219512;28.000000;28.000000;100.000000;0.000000;0.000000;-nan;            619ms 259μs 343ns;            118ms 776μs 840ns
2c0;67;0;50;0;6;50;75.000000;75.000000;100.000000;15.000000;15.000000;100.000000;0.000000;0.000000;-nan;            177ms 209μs 464ns;                          0ns
2c3;65;0;38;0;6;38;85.000000;85.000000;100.000000;18.000000;18.000000;100.000000;0.000000;0.000000;-nan;            218ms 665μs 256ns;                          0ns
2c7;71;0;43;0;6;43;60.000000;60.000000;100.000000;14.000000;14.000000;100.000000;0.000000;0.000000;-nan;            254ms 942μs 929ns;                          0ns
2cc;199;0;63;0;12;62;79.000000;78.000000;98.734177;14.000000;14.000000;107.692308;0.000000;0.000000;-nan;            574ms 292μs 255ns;              5ms   6μs  82ns
2bf;133;0;74;0;7;74;89.000000;89.000000;100.000000;16.000000;16.000000;100.000000;0.000000;0.000000;-nan;            481ms 178μs 729ns;                          0ns
