ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
48;8fa0a;2000;293;10;    28m 55s  40ms 847μs 231ns;79.296830;                        -5562311616637ns;    27m 26s 574ms 975μs 547ns;1419.000000;0.000000
9;2e7e7;2000;111;10;     1m 59s 515ms 303μs 673ns;1064.369748;                        -5918337461164ns;     1m 12s 518ms 392μs 567ns;755.000000;0.000000
26;5dcbf;2000;170;10;     9m 42s 735ms 952μs 532ns;223.711340;                        -2077342785331ns;     6m 45s 887ms 607μs 172ns;867.000000;0.000000
47;8d8e2;2000;307;10;    24m  7s 591ms 456μs 873ns;95.659986;                        -4489493000479ns;    16m 53s 979ms 347μs 621ns;1329.000000;0.000000
46;8b827;2000;284;10;     7m 41s 939ms 206μs 617ns;297.266811;                        -2673966107717ns;     6m 34s 313ms 485μs 251ns;1326.000000;0.000000
25;5b6af;2000;212;10;     6m 42s 693ms 855μs 895ns;330.149254;                        -2648245050120ns;     6m  7s 457ms 324μs 148ns;867.000000;0.000000
8;299d6;2000;149;10;     3m 29s 185ms 296μs 342ns;616.937799;                        -7264797763672ns;     3m  4s 150ms 981μs 355ns;607.000000;0.000000
45;89606;2000;353;10;    11m     409ms 112μs 600ns;213.909091;                        -3789660064857ns;     9m 30s 499ms 717μs  68ns;1296.000000;0.000000
24;58fb5;2000;245;10;     9m 19s 902ms 669μs 526ns;240.966011;                        -4009504461634ns;     6m 17s  68ms 824μs 269ns;867.000000;0.000000
44;87471;2000;341;10;    20m 47s 368ms 245μs 452ns;112.638332;                        -4402471874461ns;    18m 47s 643ms  17μs 754ns;1293.000000;0.000000
23;56996;2000;182;10;     5m 40s 934ms 441μs 829ns;385.058824;                        -2884885108927ns;     4m 48s 499ms 469μs 989ns;867.000000;0.000000
43;84f92;2000;306;10;    27m  5s 247ms 572μs 847ns;85.144615;                        -5668334871803ns;    16m 21s 642ms  77μs 587ns;1052.000000;0.000000
22;5442a;2000;160;10;    14m 44s 362ms 690μs 516ns;146.606335;                        -4987952701896ns;    10m  8s 607ms 503μs 407ns;867.000000;0.000000
7;2414b;2000;83;10;     2m 58s 367ms 587μs 639ns;702.134831;                        -3637981945708ns;     1m 41s 541ms 214μs 865ns;607.000000;0.000000
42;82bdb;2000;182;10;    20m 22s 321ms 143μs 605ns;107.135843;                        -2131149603284ns;     8m 32s  10ms  26μs 640ns;867.000000;0.000000
21;51e14;2000;151;10;    10m 20s 565ms 605μs 739ns;208.161290;                        -2500597120412ns;     7m 57s 572ms 450μs 650ns;867.000000;0.000000
41;80778;2000;205;10;     9m 46s  96ms 852μs 822ns;225.767918;                        -2738522825000ns;     6m 27s 135ms 248μs 862ns;867.000000;0.000000
20;4f755;2000;155;10;     3m 12s   1ms 826μs 312ns;673.437500;                        -2701742078589ns;     2m 53s 152ms 838μs 325ns;867.000000;0.000000
40;7e3ce;2000;173;10;     9m 51s 643ms 821μs  81ns;220.609137;                        -3202494603164ns;     4m 19s 621ms 492μs 645ns;867.000000;0.000000
6;1ddc2;2000;74;10;     1m 31s 741ms 354μs 563ns;1367.472527;                        -6017205125146ns;     1m 13s 540ms 692μs 612ns;577.000000;0.000000
19;4d16c;2000;134;10;        52s 309ms 446μs 275ns;2462.307692;                        -3357603762527ns;        25s 537ms 664μs 163ns;867.000000;0.000000
39;7c109;2000;198;10;    24m 57s 292ms 853μs 142ns;88.096192;                        -2315499349569ns;    17m  4s 363ms  97μs   7ns;867.000000;0.000000
18;4a9ec;2000;160;10;        54s 883ms 764μs 904ns;2400.000000;                        -5182601359591ns;        35s 533ms 773μs 546ns;867.000000;0.000000
