ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;2000;567;10;        14s  41ms  51μs 655ns;11001.428571;                        -66511263793649ns;         2s 805ms 548μs 179ns;0.000000;0.000000
378;300550;2000;366;10;        46s       536μs 733ns;3086.086957;                        -52091192652890ns;         4s 620ms 635μs 864ns;2283.000000;0.000000
731;6005e6;2000;293;10;        36s 906ms 602μs 827ns;3821.666667;                        -43908828769230ns;         4s  25ms 460μs 569ns;2297.000000;0.000000
2;2287;2000;382;10;        32s 426ms 922μs 716ns;4466.250000;                        -63232487447974ns;         3s  76ms 450μs 234ns;1451.000000;0.000000
379;302699;2000;292;10;        42s 450ms 628μs 381ns;3274.285714;                        -45229926311102ns;         3s 646ms 492μs 253ns;2283.000000;0.000000
732;602765;2000;404;10;        39s 804ms  82μs 538ns;3698.461538;                        -61050393137899ns;         4s 508ms 256μs 912ns;2297.000000;0.000000
3;4428;2000;503;10;        53s   8ms 934μs 686ns;2833.584906;                        -97945920001995ns;         4s 907ms 656μs 155ns;2282.000000;0.000000
380;3046ca;2000;345;10;        43s 796ms   8μs 348ns;3272.093023;                        -51491809509234ns;         4s 731ms 678μs 140ns;2283.000000;0.000000
733;604a7e;2000;376;10;        38s 538ms 237μs 286ns;3751.578947;                        -58730241491741ns;         3s 997ms  17μs 432ns;2297.000000;0.000000
381;30679b;2000;375;10;        44s 225ms 182μs 384ns;3238.636364;                        -63892089342686ns;         4s 480ms 979μs 172ns;2283.000000;0.000000
4;6ab7;2000;358;10;        34s 407ms 808μs  55ns;4161.176471;                        -54315797546892ns;         3s 669ms 223μs 469ns;2282.000000;0.000000
734;606d13;2000;379;10;        38s 590ms 164μs  87ns;3756.315789;                        -52022279516383ns;         4s 384ms 100μs 614ns;2297.000000;0.000000
382;308920;2000;300;10;        42s 457ms 959μs 644ns;3285.714286;                        -49487403033753ns;         3s 524ms 928μs 169ns;2283.000000;0.000000
5;8bb0;2000;153;10;        33s 682ms 843μs  18ns;3914.545455;                        -22663179636219ns;         1s 526ms 281μs 293ns;2282.000000;0.000000
735;608f90;2000;336;10;        38s 426ms 418μs 142ns;3688.421053;                        -53550127205223ns;         4s  93ms 676μs 240ns;2297.000000;0.000000
6;a939;2000;368;10;        40s 969ms 714μs 378ns;3552.000000;                        -52032448984233ns;         3s 936ms 644μs 193ns;2282.000000;0.000000
383;30a959;2000;339;10;        43s 817ms 122μs 380ns;3263.720930;                        -52994050144087ns;         3s 960ms 243μs  78ns;2283.000000;0.000000
736;60b1cb;2000;308;10;        51s 936ms 641μs 687ns;2715.294118;                        -74748570390472ns;         4s 114ms 195μs 116ns;2297.000000;0.000000
384;30ca22;2000;279;10;        41s 318ms  62μs 277ns;3335.121951;                        -44959518782743ns;         3s 568ms 932μs 334ns;2283.000000;0.000000
737;60d21a;2000;335;10;        53s 580ms 245μs 335ns;2643.396226;                        -69664431509245ns;         4s 297ms 359μs 539ns;2297.000000;0.000000
7;d408;2000;346;10;        40s 488ms 456μs 706ns;3519.000000;                        -59544460918939ns;         4s  55ms 712μs 909ns;2282.000000;0.000000
385;30e9d7;2000;336;10;        43s  39ms 847μs 924ns;3259.534884;                        -53345156999909ns;         4s 454ms  35μs  35ns;2283.000000;0.000000
738;60f2a5;2000;319;10;        53s  99ms 779μs 927ns;2625.283019;                        -63338573434681ns;         3s 797ms  47μs 367ns;2297.000000;0.000000
8;f895;2000;322;10;        39s 553ms 333μs 935ns;3572.307692;                        -47290469215258ns;         4s  65ms 220μs 944ns;2282.000000;0.000000
386;310aea;2000;316;10;        42s 895ms  32μs 753ns;3308.571429;                        -52719516420118ns;         3s 847ms 417μs 436ns;2283.000000;0.000000
739;6112c6;2000;318;10;        53s 947ms  60μs 197ns;2624.150943;                        -70195825280780ns;         4s  17ms 475μs  92ns;2297.000000;0.000000
9;11a78;2000;280;10;        40s 594ms 735μs 639ns;3420.000000;                        -43348392305815ns;         2s 568ms 792μs 173ns;2282.000000;0.000000
387;312b93;2000;270;10;        42s 288ms  39μs 252ns;3242.857143;                        -39857828840075ns;         3s 520ms 336μs 695ns;2283.000000;0.000000
