ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
61;8d42;200;14644;2;        42s 848ms 791μs 907ns;21205.714286;             13ms 896μs 925ns;        32s 650ms  66μs 926ns;0.000000;0.000000
60;8ae9;200;0;0;        12s 410ms 931μs 876ns;1000.000000;            307ms 358μs 409ns;                          0ns;0.000000;0.000000
59;8890;200;0;0;        12s 220ms 118μs  21ns;1000.000000;            303ms  36μs 397ns;                          0ns;0.000000;0.000000
58;8637;200;0;0;        11s 517ms 400μs 910ns;1090.909091;            285ms 573μs 368ns;                          0ns;0.000000;0.000000
57;83de;200;0;0;        11s 866ms  30μs 972ns;1090.909091;            293ms 715μs 981ns;                          0ns;0.000000;0.000000
56;8185;200;0;0;        11s 343ms 888μs 410ns;1090.909091;            280ms 525μs   8ns;                          0ns;0.000000;0.000000
55;7f2c;200;0;0;        11s 880ms 915μs 824ns;1090.909091;            294ms 173μs  93ns;                          0ns;0.000000;0.000000
54;7cd3;200;0;0;        11s 105ms 342μs 307ns;1090.909091;            275ms 380μs 845ns;                          0ns;0.000000;0.000000
53;7a7a;200;0;0;        11s 326ms 241μs 437ns;1090.909091;            280ms 953μs 739ns;                          0ns;0.000000;0.000000
52;7821;200;0;0;        11s 248ms 586μs 825ns;1090.909091;            280ms 211μs 572ns;                          0ns;0.000000;0.000000
51;75c8;200;0;0;        10s 848ms 823μs 602ns;1200.000000;            268ms 377μs 480ns;                          0ns;0.000000;0.000000
50;736f;200;0;0;        10s 101ms  79μs  92ns;1200.000000;            250ms 232μs 222ns;                          0ns;0.000000;0.000000
49;7116;200;0;0;         9s 452ms 152μs 985ns;1333.333333;            235ms 286μs 744ns;                          0ns;0.000000;0.000000
48;6ebd;200;0;0;         9s 786ms 875μs 443ns;1333.333333;            241ms 981μs 379ns;                          0ns;0.000000;0.000000
47;6c64;200;0;0;        10s 199ms 179μs 734ns;1200.000000;            252ms 997μs 870ns;                          0ns;0.000000;0.000000
46;6a0b;200;0;0;         9s 612ms 309μs 124ns;1333.333333;            237ms 785μs 584ns;                          0ns;0.000000;0.000000
45;67b2;200;0;0;         8s 363ms 724μs 409ns;1500.000000;            208ms  24μs 598ns;                          0ns;0.000000;0.000000
44;6559;200;0;0;         8s 965ms 776μs 395ns;1500.000000;            222ms 785μs 849ns;                          0ns;0.000000;0.000000
43;6300;200;0;0;         8s 536ms 723μs  83ns;1500.000000;            211ms  91μs 472ns;                          0ns;0.000000;0.000000
