ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
18;c0f06;5000;4146;5;    14m 33s 441ms 168μs 381ns;628.591065;         3s  10ms 975μs 204ns;     1m 13s 514ms 800μs 704ns;3691.000000;1680.000000
19;c7a3a;5000;97;5;    10m  8s 789ms 555μs 669ns;502.993421;         4s 157ms 872μs 775ns;        31s 537ms 434μs 408ns;3692.000000;1970.000000
20;cb5fb;3266;117;5;     7m 53s 217ms  66μs 661ns;429.133192;         4s 735ms 685μs 961ns;        38s 263ms 938μs 459ns;3691.000000;1790.000000
21;cdda6;5000;132;5;    11m  3s 302ms 633μs  17ns;464.434389;         4s 440ms 566μs 616ns;        41s  80ms 453μs 998ns;3691.000000;1680.000000
22;d19d0;3260;183;5;     7m 57s 460ms 987μs 680ns;433.081761;         4s 535ms   2μs 568ns;        56s 207ms  49μs 109ns;3691.000000;1680.000000
23;d422f;5000;101;5;    11m 24s 616ms 999μs  44ns;447.456140;         4s 551ms 335μs 894ns;        34s 293ms 178μs 330ns;3691.000000;1680.000000
24;d7dfc;4257;141;5;     9m 35s 311ms 994μs 730ns;458.921739;         4s 513ms 455μs 862ns;        44s 584ms 472μs 593ns;3691.000000;1680.000000
25;db18c;5000;153;5;    11m 12s 200ms   5μs 936ns;460.089286;         4s 491ms 783μs 952ns;        50s 240ms 641μs 340ns;3691.000000;1680.000000
26;dedf5;4254;198;5;    11m 28s 365ms 627μs  30ns;388.255814;         4s 664ms 920μs 304ns;     1m  5s 251ms 106μs 949ns;3691.000000;1680.000000
27;e2227;5000;121;5;     9m 16s 783ms 628μs 951ns;552.625899;         4s 625ms   8μs 827ns;        35s 486ms 937μs 991ns;3692.000000;1680.000000
3;2a708;5000;14098;5;    19m 44s 523ms 626μs 184ns;967.804054;         2s  11ms 307μs 941ns;     5m 49s 426ms 182μs  21ns;2665.000000;80.000000
4;386dc;5000;90960;5;   160m  1s 548ms 156μs 281ns;599.687533;         3s 687ms 207μs 602ns;    89m 22s 860ms 628μs 587ns;2656.000000;40.000000
17;bd27f;5000;163;5;    11m 20s 197ms  97μs 125ns;455.558824;         4s 616ms 591μs 772ns;        54s 678ms 554μs 472ns;3691.000000;1680.000000
16;baa7a;3267;146;5;     7m 34s 917ms 384μs 719ns;451.057269;         4s 591ms 710μs 289ns;        46s 781ms 356μs 220ns;3691.000000;1680.000000
15;b6e77;5000;119;5;    11m 18s 936ms   4μs 109ns;453.008850;         4s 606ms 326μs 621ns;        39s 628ms 736μs 521ns;3691.000000;1680.000000
14;b3a60;4259;184;5;    10m 23s 379ms 979μs 224ns;427.897271;         4s 679ms 205μs  32ns;        59s 637ms  48μs 940ns;3691.000000;1680.000000
13;afe4e;5000;124;5;    10m 53s  40ms 925μs 770ns;470.811639;         4s 485ms 199μs 981ns;        42s 948ms 829μs 271ns;3692.000000;1740.000000
12;ad643;3269;146;5;     7m 40s 576ms 465μs 116ns;445.434783;         4s 459ms  91μs 282ns;        49s 616ms 630μs 664ns;3691.000000;1740.000000
11;a9a46;5000;117;5;    11m  8s 935ms 279μs 476ns;459.610778;         4s 490ms 968μs 198ns;        36s 702ms 562μs 260ns;3691.000000;1800.000000
10;a6743;4261;90;5;    10m 11s 245ms 813μs 419ns;427.266776;         4s 808ms 433μs 558ns;        29s 907ms 231μs 805ns;3691.000000;1720.000000
9;a2abf;5000;162;5;    10m 56s 327ms 176μs 951ns;472.134146;         4s 452ms 245μs 987ns;        50s 584ms 203μs 983ns;3691.000000;1720.000000
8;9f744;4234;157;5;     9m 38s 427ms 458μs 763ns;455.813149;         4s 491ms 409μs 770ns;        49s 209ms 243μs 741ns;3691.000000;1720.000000
7;9bab7;5000;165;5;    11m 42s 587ms 856μs  18ns;441.452991;         4s 711ms 371μs 902ns;        53s 994ms 391μs 407ns;3691.000000;1720.000000
6;96438;5000;2379;5;    26m 37s 976ms 858μs 506ns;277.232311;         5s 454ms 705μs 352ns;     5m  9s 770ms 304μs 128ns;3539.000000;1745.000000
5;7eb6a;5000;27152;5;    67m 15s 165ms 132μs 906ns;478.096654;         4s 227ms 396μs 601ns;    23m  9s  33ms 817μs 947ns;3410.000000;1695.000000
41;1143cc;5000;21878;5;                          0ns;inf;         3s 267ms 248μs 874ns;     8m 34s 870ms 480μs 802ns;3691.000000;1680.000000
40;111b16;3239;233;5;     7m 23s 958ms 333μs  43ns;470.248307;         4s 343ms 526μs 454ns;     1m  2s 541ms 514μs  68ns;3691.000000;1680.000000
39;10de0b;5000;207;5;     9m 34s 339ms 600μs 619ns;544.285714;         3s 770ms  99μs 601ns;        58s 132ms 228μs 156ns;3691.000000;1680.000000
38;1075fb;4285;4593;5;    12m 14s 538ms 359μs 859ns;725.722071;         2s 765ms 657μs 332ns;     1m 46s 163ms 709μs 721ns;3691.000000;1740.000000
37;10399b;5000;150;5;    10m 19s 183ms 798μs 573ns;499.192246;         4s 395ms 368μs 450ns;        41s 858ms 676μs 463ns;3692.000000;1800.000000
36;101238;3266;93;5;     7m  4s 248ms 581μs 624ns;475.330189;         4s 322ms 974μs 668ns;        28s 788ms 515μs 831ns;3691.000000;1740.000000
35;fd695;5000;87;5;    10m 18s 823ms 162μs 249ns;493.883495;         4s 538ms  67μs 798ns;        25s 653ms  56μs  44ns;3691.000000;1740.000000
34;fa317;4295;97;5;     8m 31s 630ms 129μs 250ns;515.694716;         4s 269ms 438μs  52ns;        28s 174ms 257μs 328ns;3691.000000;1680.000000
33;f668d;5000;164;5;    10m  5s 849ms 605μs 165ns;512.132231;         4s 349ms 527μs 490ns;        45s 203ms       613ns;3692.000000;1680.000000
32;f3258;4267;186;5;     9m 22s 462ms 459μs 456ns;475.409253;         4s 432ms 353μs 900ns;        54s 327ms 642μs 123ns;3691.000000;1680.000000
31;ef5f8;5000;150;5;    10m 41s 483ms 887μs 895ns;482.059282;         4s 604ms 584μs 366ns;        45s 201ms  34μs  60ns;3691.000000;1680.000000
30;ece0b;3251;154;5;     7m 28s 363ms 282μs 725ns;456.026786;         4s 666ms 631μs 360ns;        49s 587ms 806μs 386ns;3691.000000;1740.000000
29;e9211;5000;116;5;    10m 36s 621ms 703μs 787ns;482.641509;         4s 689ms 582μs 746ns;        33s 329ms 662μs  77ns;3691.000000;1740.000000
28;e5e30;4260;165;5;     8m 47s 350ms 769μs 429ns;503.795066;         4s 241ms 183μs 834ns;        46s 940ms 981μs 591ns;3691.000000;1680.000000
2;1406a;5000;25600;5;    44m 24s 101ms 930μs 661ns;689.189189;         3s  20ms  28μs 798ns;    14m 56s 984ms 624μs 118ns;2637.000000;120.000000
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;5000;22306;5;    19m 51s 452ms 140μs 231ns;1375.617128;         1s 610ms 973μs  73ns;    11m 26s 483ms  71μs 873ns;0.000000;0.000000
