ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;1522;0;0;0;36;28;16.279070;-nan;-nan;         1s 725ms 301μs 391ns;            989ms   2μs  90ns
-;1522;0;0;0;36;28;16.279070;-nan;-nan;         1s 725ms 301μs 391ns;            989ms   2μs  90ns
