ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
21;be6a;200;1;5;            247ms 826μs 405ns;inf;              4ms 989μs 807ns;              1ms  78μs 913ns;51.000000;0.000000
28;17e76;200;25;5;            287ms  90μs 399ns;inf;              5ms  66μs 681ns;             10ms 246μs 937ns;51.000000;0.000000
75;bfc37;200;0;5;            289ms 984μs  70ns;inf;              6ms 146μs 921ns;                  154μs 264ns;64.000000;0.000000
74;bf23c;200;0;5;            302ms 997μs 752ns;inf;              6ms 485μs 430ns;                  109μs 936ns;63.000000;0.000000
20;b0e2;200;1;5;            245ms 791μs 539ns;inf;              5ms   5μs 688ns;                  991μs 222ns;51.000000;0.000000
54;6af6c;200;6;5;            405ms 126μs 417ns;inf;              4ms  27μs 184ns;              4ms  55μs 621ns;51.000000;0.000000
68;b2d04;194;9;5;            390ms 113μs 430ns;inf;              4ms 795μs 981ns;              6ms 970μs 329ns;51.000000;0.000000
73;be6c8;200;1;5;            286ms 901μs 995ns;inf;              6ms  30μs 190ns;              1ms 341μs 975ns;60.000000;0.000000
19;a5c8;200;3;5;            246ms 618μs  29ns;inf;              4ms 943μs 979ns;              2ms 460μs 165ns;51.000000;0.000000
40;3a392;200;3;5;            258ms 188μs 684ns;inf;              4ms 988μs 977ns;              3ms 642μs 573ns;51.000000;0.000000
44;4619f;179;9;5;            288ms 986μs 537ns;inf;              5ms 642μs 219ns;              8ms 562μs 891ns;51.000000;0.000000
36;2dec1;200;8;5;            278ms 873μs 593ns;inf;              4ms 963μs 318ns;              5ms 241μs  22ns;51.000000;0.000000
18;9c92;200;1;5;            243ms  87μs 833ns;inf;              4ms 900μs 466ns;                  821μs 180ns;51.000000;0.000000
56;75bcb;197;11;5;            384ms   9μs 302ns;inf;              4ms 464μs 682ns;              8ms 606μs 381ns;51.000000;0.000000
72;bdb41;200;0;5;            281ms 327μs 174ns;inf;              5ms 818μs 411ns;                   86μs 609ns;57.000000;0.000000
27;1587e;200;2;5;            258ms 818μs 876ns;inf;              5ms 157μs 456ns;              1ms 376μs 758ns;51.000000;0.000000
51;5d6c8;198;5;5;            317ms 263μs 576ns;inf;              5ms 261μs 575ns;              5ms 552μs 627ns;51.000000;0.000000
48;5166b;187;3;5;            297ms 923μs 393ns;inf;              5ms 429μs 307ns;              3ms 328μs 871ns;51.000000;0.000000
17;962e;200;0;5;            233ms 934μs 634ns;inf;              4ms 714μs  88ns;                  199μs 836ns;50.000000;0.000000
71;bd385;200;0;5;            268ms 530μs 457ns;inf;              5ms 556μs 506ns;                   97μs 959ns;55.000000;0.000000
16;8ee1;200;4;5;            230ms 303μs 184ns;inf;              4ms 523μs 516ns;              3ms 583μs 941ns;47.000000;0.000000
70;bcd10;200;4;5;            280ms 190μs 826ns;inf;              5ms 742μs 624ns;              5ms 777μs 286ns;52.000000;0.000000
32;20c77;196;18;5;            264ms 153μs 602ns;inf;              4ms 778μs 504ns;              9ms 505μs 268ns;51.000000;0.000000
39;3896e;200;2;5;            249ms 403μs 501ns;inf;              5ms 143μs  13ns;              2ms 302μs 299ns;51.000000;0.000000
15;8544;200;8;5;            255ms 901μs 105ns;inf;              4ms 863μs 408ns;              6ms 107μs 590ns;44.000000;0.000000
58;80217;179;4;5;            406ms 825μs 683ns;inf;              4ms 381μs 443ns;              3ms 858μs  94ns;51.000000;0.000000
43;43a65;200;3;5;            294ms 538μs 572ns;inf;              6ms 126μs 550ns;              3ms 498μs 172ns;51.000000;0.000000
14;780e;200;2;5;            218ms 661μs 957ns;inf;              4ms 331μs 353ns;              1ms   3μs 810ns;41.000000;0.000000
26;134de;200;1;5;            251ms 317μs 425ns;inf;              4ms 990μs 938ns;              1ms  26μs 642ns;51.000000;0.000000
60;8b109;193;4;5;            411ms 279μs 785ns;inf;              4ms 753μs 627ns;              4ms 468μs 660ns;51.000000;0.000000
13;6d2a;200;1;5;            219ms 105μs 554ns;inf;              4ms 336μs 300ns;                  815μs 562ns;38.000000;0.000000
62;96b00;176;6;5;            404ms 264μs 690ns;inf;              4ms 118μs 406ns;              5ms 237μs 995ns;51.000000;0.000000
35;2aa83;200;6;5;            265ms 593μs 386ns;inf;              5ms  89μs 982ns;              2ms 848μs 334ns;51.000000;0.000000
53;66923;185;10;5;            332ms 645μs 598ns;inf;              4ms 626μs 860ns;              8ms 864μs 637ns;51.000000;0.000000
12;64f3;200;0;5;            209ms 496μs 345ns;inf;              4ms  43μs 749ns;                   56μs 575ns;36.000000;0.000000
67;ae479;179;19;5;            379ms 951μs 517ns;inf;              5ms  97μs 719ns;             13ms 599μs 886ns;51.000000;0.000000
64;a222a;190;11;5;            489ms 794μs 293ns;inf;              4ms 174μs 286ns;              5ms 927μs 980ns;51.000000;0.000000
47;4e1b2;177;3;5;            281ms 670μs 546ns;inf;              5ms 696μs 709ns;              2ms 802μs 440ns;51.000000;0.000000
31;1e0ee;200;2;5;            245ms 535μs 383ns;inf;              4ms 881μs 291ns;              2ms 200μs 836ns;51.000000;0.000000
11;5cc8;200;4;5;            202ms 963μs 902ns;inf;              3ms 900μs 557ns;              2ms 441μs 225ns;34.000000;0.000000
10;57bb;200;0;5;            186ms 697μs 591ns;inf;              3ms 534μs 399ns;                   73μs 380ns;32.000000;0.000000
25;1174c;200;2;5;            249ms 197μs 555ns;inf;              5ms   6μs 369ns;              1ms 265μs 637ns;51.000000;0.000000
9;5264;200;3;5;            183ms 539μs 158ns;inf;              3ms 454μs 289ns;              1ms 697μs 333ns;26.000000;0.000000
38;350cd;180;3;5;            248ms 999μs 392ns;inf;              5ms  15μs 353ns;              2ms 456μs 731ns;51.000000;0.000000
50;58dde;199;1;5;            335ms 324μs 388ns;inf;              5ms  40μs 555ns;                  993μs 145ns;51.000000;0.000000
8;4ce1;200;15;5;            182ms 944μs 964ns;inf;              2ms 943μs 518ns;              7ms  91μs 118ns;24.000000;0.000000
55;70a87;194;12;5;            362ms 688μs 228ns;inf;              4ms 778μs 295ns;              9ms 560μs 952ns;51.000000;0.000000
7;487f;200;1;5;            171ms 570μs 804ns;inf;              2ms 866μs 425ns;                  645μs  11ns;22.000000;0.000000
42;40486;183;3;5;            315ms 840μs 900ns;inf;              5ms 515μs 874ns;              3ms 433μs 704ns;51.000000;0.000000
6;424f;200;5;5;            163ms 576μs 330ns;inf;              2ms 873μs 119ns;              2ms 445μs 398ns;18.000000;0.000000
24;fce9;200;1;5;            248ms 993μs 971ns;inf;              4ms 799μs 659ns;              1ms 157μs 158ns;51.000000;0.000000
30;1ba98;200;1;5;            254ms 413μs 416ns;inf;              4ms 969μs 446ns;              1ms 132μs 937ns;51.000000;0.000000
69;b7a7e;191;5;5;            372ms  50μs 118ns;inf;              5ms 144μs 170ns;              5ms 137μs  44ns;51.000000;0.000000
34;2795f;200;3;5;            267ms 609μs 265ns;inf;              5ms 177μs 558ns;              2ms 856μs 722ns;51.000000;0.000000
5;38ba;200;17;5;            179ms 476μs 985ns;inf;              2ms 330μs 129ns;              6ms 388μs 858ns;16.000000;0.000000
4;2f6e;200;0;5;            204ms 220μs 570ns;inf;              2ms 206μs 449ns;                   33μs 620ns;12.000000;0.000000
57;7ae06;180;3;5;            350ms 169μs 383ns;inf;              4ms 702μs 524ns;              3ms 411μs 991ns;51.000000;0.000000
66;aadf4;195;26;5;            338ms 657μs 898ns;inf;              6ms  91μs 970ns;             17ms 444μs 730ns;51.000000;0.000000
46;4a959;200;3;5;            298ms  29μs 617ns;inf;              6ms 139μs 158ns;              2ms 618μs 413ns;51.000000;0.000000
23;e7f4;200;2;5;            247ms 562μs 504ns;inf;              4ms 992μs 708ns;              2ms 245μs 371ns;51.000000;0.000000
