ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
33;17786;1000;93876;5;     7m 15s  19ms 350μs 613ns;13086.344828;             22ms 411μs  76ns;     3m 25s 967ms 928μs 976ns;0.000000;0.000000
32;16bcd;1000;0;0;     1m 15s  46ms 377μs 715ns;800.000000;            374ms 157μs   9ns;                          0ns;0.000000;0.000000
31;16014;1000;0;0;     1m 11s 487ms 469μs 753ns;845.070423;            356ms 295μs 825ns;                          0ns;0.000000;0.000000
30;1545b;1000;0;0;     1m 10s 358ms 497μs  87ns;857.142857;            350ms 733μs 461ns;                          0ns;0.000000;0.000000
29;148a2;1000;0;0;     1m  8s 303ms  55μs 473ns;882.352941;            340ms 592μs 533ns;                          0ns;0.000000;0.000000
28;13ce9;1000;0;0;     1m  7s 493ms 919μs  15ns;895.522388;            336ms 403μs 395ns;                          0ns;0.000000;0.000000
27;13130;1000;0;0;     1m  3s 412ms 753μs 874ns;952.380952;            316ms 106μs 519ns;                          0ns;0.000000;0.000000
26;12577;1000;0;0;     1m  2s 309ms 173μs 302ns;967.741935;            310ms 744μs 183ns;                          0ns;0.000000;0.000000
25;119be;1000;0;0;        59s 312ms  86μs 666ns;1016.949153;            295ms 655μs 466ns;                          0ns;0.000000;0.000000
24;10e05;1000;0;0;        56s 646ms  79μs 244ns;1071.428571;            282ms 491μs 967ns;                          0ns;0.000000;0.000000
23;1024c;1000;0;0;        55s 704ms 318μs 765ns;1090.909091;            277ms 742μs 541ns;                          0ns;0.000000;0.000000
22;f693;1000;0;0;        51s 552ms 605μs 531ns;1176.470588;            256ms 937μs 897ns;                          0ns;0.000000;0.000000
21;eada;1000;0;0;        50s 128ms  22μs 236ns;1200.000000;            249ms 903μs 328ns;                          0ns;0.000000;0.000000
20;df21;1000;0;0;        46s 859ms  14μs 183ns;1304.347826;            233ms 549μs 772ns;                          0ns;0.000000;0.000000
19;d368;1000;0;0;        43s 304ms 509μs 100ns;1395.348837;            215ms 759μs 385ns;                          0ns;0.000000;0.000000
18;c7af;1000;0;0;        41s 224ms 370μs  83ns;1463.414634;            205ms 413μs 151ns;                          0ns;0.000000;0.000000
17;bbf6;1000;0;0;        40s 927ms 223μs 208ns;1500.000000;            203ms 843μs 515ns;                          0ns;0.000000;0.000000
16;b03d;1000;0;0;        39s 228ms 553μs 521ns;1538.461538;            195ms 455μs  56ns;                          0ns;0.000000;0.000000
15;a484;1000;0;0;        35s 597ms 398μs  55ns;1714.285714;            177ms 341μs 784ns;                          0ns;0.000000;0.000000
14;98cb;1000;0;0;        33s 902ms 821μs 940ns;1818.181818;            168ms 844μs 743ns;                          0ns;0.000000;0.000000
13;8d12;1000;0;0;        31s 180ms 734μs 478ns;1935.483871;            155ms 231μs 833ns;                          0ns;0.000000;0.000000
12;8159;1000;0;0;        28s 997ms 280μs  38ns;2142.857143;            144ms 329μs  73ns;                          0ns;0.000000;0.000000
11;75a0;1000;0;0;        25s 784ms   2μs 279ns;2400.000000;            128ms 304μs 219ns;                          0ns;0.000000;0.000000
10;69e7;1000;0;0;        23s 431ms 831μs 186ns;2608.695652;            116ms 571μs 198ns;                          0ns;0.000000;0.000000
9;5e2e;1000;0;0;        21s 729ms 152μs 589ns;2857.142857;            108ms  65μs 143ns;                          0ns;0.000000;0.000000
8;5275;1000;0;0;        19s 495ms 383μs 881ns;3157.894737;             96ms 929μs 181ns;                          0ns;0.000000;0.000000
7;46bc;1000;0;0;        16s 429ms 880μs 408ns;3750.000000;             81ms 578μs 640ns;                          0ns;0.000000;0.000000
6;3b03;1000;0;0;        14s 786ms 635μs 975ns;4285.714286;             73ms 410μs  35ns;                          0ns;0.000000;0.000000
5;2f4a;1000;0;0;        12s 338ms 142μs 894ns;5000.000000;             61ms 197μs 345ns;                          0ns;0.000000;0.000000
4;2391;1000;0;0;        10s  48ms 647μs 780ns;6000.000000;             49ms 754μs  25ns;                          0ns;0.000000;0.000000
3;17d8;1000;0;0;         7s 741ms 313μs 701ns;8571.428571;             38ms 235μs 695ns;                          0ns;0.000000;0.000000
2;c1f;1000;0;0;         5s 147ms 526μs 148ns;12000.000000;             25ms 280μs 328ns;                          0ns;0.000000;0.000000
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;1000;0;0;         2s 650ms 160μs 398ns;30000.000000;             12ms 793μs 688ns;                          0ns;0.000000;0.000000
