ID;Parent ID;Generation ID;Derived Inputs;Derived Fails;Flags;Generation Time;Generation Length;Trimmed Length;Execution Time;Primary Score;Relative Primary Score;Secondary Score;Relative Secondary Score;Exit Code;Exit Reason;Result;Retries;Test Number
1197e8;0;64;0;0;0000000000000010;   414m 30s   8ms 911μs 931ns;0;6228;         7s 676ms 230μs 399ns;702.000000;8.871795;120.000000;51.900000;0;1;Failing;0;384299
1b4e10;0;64;0;0;0000000000000010;   643m 41s 787ms 150μs 408ns;0;6228;         6s 815ms 135μs 624ns;691.000000;9.013025;100.000000;62.280000;0;1;Failing;0;596451
132b5b;0;64;0;0;0000000000000010;   451m 46s 676ms 238μs  88ns;0;6228;         7s 258ms 295μs 967ns;690.000000;9.026087;160.000000;38.925000;0;1;Failing;0;418727
6ae16;0;64;0;0;0000000000000010;   156m 52s   1ms 978μs 669ns;0;6228;         6s 883ms 377μs 611ns;688.000000;9.052326;280.000000;22.242857;0;1;Failing;0;145893
59f0a;0;64;0;0;0000000000000010;   131m 52s 329ms 136μs 997ns;0;6228;         7s 334ms 751μs 437ns;688.000000;9.052326;190.000000;32.778947;0;1;Failing;0;122764
18de97;0;64;0;0;0000000000000010;   586m 21s 515ms 669μs 390ns;0;6228;         7s  88ms 919μs 678ns;687.000000;9.065502;130.000000;47.907692;0;1;Failing;0;543249
d9e39;0;64;0;0;0000000000000010;   320m 28s 708ms 718μs 830ns;0;6228;         6s 844ms  71μs 335ns;686.000000;9.078717;180.000000;34.600000;0;1;Failing;0;297457
9a745;0;64;0;0;0000000000000010;   226m 48s  85ms 238μs  58ns;0;6228;         7s 415ms 625μs 286ns;686.000000;9.078717;120.000000;51.900000;0;1;Failing;0;210848
988ac;0;64;0;0;0000000000000010;   223m 54s 362ms 425μs 481ns;0;6227;         7s 871ms 899μs 983ns;702.000000;8.870370;180.000000;34.594444;0;1;Failing;0;208237
12cec2;0;64;0;0;0000000000000010;   443m 13s 124ms 819μs 441ns;0;6227;         8s   4ms 437μs 164ns;697.000000;8.934003;260.000000;23.950000;0;1;Failing;0;410826
125b65;0;64;0;0;0000000000000010;   432m 40s 331ms 640μs   2ns;0;6227;         6s 825ms 405μs 448ns;688.000000;9.050872;150.000000;41.513333;0;1;Failing;0;400981
1b07fe;0;64;0;0;0000000000000010;   637m 13s 414ms 584μs 435ns;0;6227;         6s 666ms 775μs 791ns;688.000000;9.050872;100.000000;62.270000;0;1;Failing;0;590473
b58f6;0;64;0;0;0000000000000010;   266m 58s 767ms 986μs 182ns;0;6227;         6s 412ms 877μs 279ns;687.000000;9.064047;190.000000;32.773684;0;1;Failing;0;247856
96431;0;64;0;0;0000000000000010;   220m 32s 549ms 206μs 937ns;0;6226;         7s 605ms 445μs 554ns;703.000000;8.856330;120.000000;51.883333;0;1;Failing;0;205124
85687;0;64;0;0;0000000000000010;   195m 53s  12ms 377μs 974ns;0;6226;         7s 538ms 761μs 318ns;701.000000;8.881598;130.000000;47.892308;0;1;Failing;0;182112
28e6f;0;64;0;0;0000000000000010;    59m 47s 439ms 913μs 136ns;0;6226;         7s 184ms 480μs 862ns;697.000000;8.932568;160.000000;38.912500;0;1;Failing;0;55811
1a6c2f;0;64;0;0;0000000000000010;   622m 52s 627ms 592μs 419ns;0;6226;         7s 219ms 904μs 423ns;695.000000;8.958273;130.000000;47.892308;0;1;Failing;0;577177
12917c;0;64;0;0;0000000000000010;   437m 38s 793ms 969μs 483ns;0;6226;         7s  48ms 915μs  99ns;693.000000;8.984127;210.000000;29.647619;0;1;Failing;0;405597
12d23a;0;64;0;0;0000000000000010;   443m 32s 286ms 777μs  47ns;0;6226;         7s 326ms 482μs 654ns;691.000000;9.010130;180.000000;34.588889;0;1;Failing;0;411121
1b3c4;0;64;0;0;0000000000000010;    39m 43s 535ms 897μs 169ns;0;6226;         7s 198ms 912μs  17ns;689.000000;9.036284;120.000000;51.883333;0;1;Failing;0;37151
6368f;0;64;0;0;0000000000000010;   145m 57s 407ms 969μs 254ns;0;6226;         6s 934ms 366μs 478ns;687.000000;9.062591;140.000000;44.471429;0;1;Failing;0;135694
1dfee0;0;64;0;0;0000000000000010;   707m 50s 125ms 532μs 982ns;0;6226;         7s 491ms 488μs 516ns;687.000000;9.062591;130.000000;47.892308;0;1;Failing;0;655230
