ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;5000;10740;5;    15m 31s 978ms  54μs 672ns;1014.393126;         2s  69ms 345μs 566ns;     4m 23s 504ms  87μs 565ns;0.000000;0.000000
2;b8e0;5000;70363;5;   159m 54s 447ms 104μs 107ns;471.313321;         4s 903ms 724μs 493ns;    44m 28s 393ms 423μs 655ns;1084.000000;150.000000
3;42c0f;5000;15032;5;    27m 37s 948ms 412μs 530ns;725.359083;         2s 757ms 473μs  64ns;     9m  7s 821ms  89μs  39ns;1365.000000;150.000000
4;516d5;5000;3152;5;    19m 41s 616ms 579μs 890ns;414.157494;         5s 215ms 584μs  75ns;     3m 43s 736ms  85μs 515ns;2299.000000;320.000000
5;57663;4274;4512;5;    14m 12s 838ms 134μs 513ns;618.732394;         3s  95ms 772μs 670ns;     5m 11s 297ms 480μs 615ns;2459.000000;340.000000
6;5dd5f;5000;5;5;     7m 41s 292ms 382μs 478ns;651.409978;         3s 636ms 498μs  51ns;         2s 492ms 798μs 548ns;3483.000000;410.000000
7;6180c;3286;5;5;     4m 42s 276ms 783μs 250ns;700.212766;         3s 376ms 306μs 711ns;         2s 291ms 827μs 132ns;3477.000000;400.000000
8;63ea3;5000;5;5;     7m 26s 684ms 224μs 315ns;673.318386;         3s 519ms 289μs 881ns;         2s 429ms 628μs 343ns;3477.000000;300.000000
9;67950;5000;5;5;     7m 29s 743ms 795μs 466ns;668.819599;         3s 535ms 306μs 785ns;         2s 440ms 764μs 204ns;3477.000000;300.000000
10;6b3fd;5000;5;5;     7m 31s 632ms 335μs 826ns;665.853659;         3s 554ms 340μs 541ns;         2s 478ms 686μs 715ns;3477.000000;300.000000
11;6eeaa;5000;5;5;     7m 19s 924ms 368μs 393ns;684.054670;         3s 475ms 818μs 592ns;         2s 476ms 955μs   3ns;3477.000000;300.000000
12;72957;5000;5;5;     7m 19s 909ms 624μs 839ns;684.054670;         3s 466ms 530μs 504ns;         2s 320ms 355μs 585ns;3477.000000;300.000000
13;76404;5000;5;5;     7m 32s 998ms 898μs 691ns;664.380531;         3s 561ms 256μs 863ns;         2s 430ms 546μs 194ns;3477.000000;300.000000
14;79eb1;5000;5;5;     7m 30s 380ms 396μs 100ns;667.333333;         3s 555ms 605μs 996ns;         2s 489ms 372μs 636ns;3477.000000;300.000000
15;7d95e;5000;5;5;     7m 24s  22ms 801μs  77ns;676.351351;         3s 506ms 319μs 604ns;         2s 444ms 898μs 918ns;3477.000000;300.000000
16;8140b;5000;5;5;     7m 32s 287ms 692μs 193ns;664.380531;         3s 553ms 838μs 370ns;         2s 428ms 740μs 525ns;3477.000000;300.000000
17;84eb8;5000;5;5;     7m 22s 971ms 167μs 196ns;679.411765;         3s 494ms 551μs 389ns;         2s 418ms 171μs 507ns;3477.000000;300.000000
18;88965;5000;5;5;     7m 23s 439ms 953μs 133ns;677.878104;         3s 483ms 572μs  21ns;         2s 434ms 863μs 783ns;3477.000000;300.000000
19;8c412;5000;5;5;     7m 23s 428ms 119μs  37ns;677.878104;         3s 504ms 704μs 538ns;         2s 341ms 654μs 704ns;3477.000000;300.000000
33;bf988;5000;5;5;     7m 19s 154ms  95μs 194ns;684.054670;         3s 464ms 574μs 783ns;         2s 421ms 844μs 838ns;3477.000000;300.000000
32;bbedb;5000;5;5;     7m 25s 666ms 929μs 797ns;674.831461;         3s 506ms 559μs   9ns;         2s 457ms 714μs 533ns;3477.000000;300.000000
31;b842e;5000;5;5;     7m 18s 891ms  57μs 912ns;685.616438;         3s 442ms  37μs 974ns;         2s 536ms 514μs 790ns;3477.000000;300.000000
30;b4981;5000;5;5;     7m 24s 552ms  46μs 505ns;676.351351;         3s 498ms 527μs 963ns;         2s 428ms 579μs 371ns;3477.000000;300.000000
29;b0ed4;5000;5;5;     7m 25s 641ms 826μs 687ns;674.831461;         3s 509ms 260μs 982ns;         2s 348ms 445μs 584ns;3477.000000;300.000000
28;ad427;5000;5;5;     7m 25s 555ms 534μs  80ns;674.831461;         3s 514ms 762μs 345ns;         2s 433ms 494μs 405ns;3477.000000;300.000000
27;a997a;5000;5;5;     7m 25s 335ms 460μs 141ns;674.831461;         3s 516ms 353μs 386ns;         2s 441ms 153μs 743ns;3477.000000;300.000000
26;a5ecd;5000;5;5;     7m 19s 820ms 128μs 391ns;684.054670;         3s 456ms 828μs  56ns;         2s 297ms 715μs 656ns;3477.000000;300.000000
25;a2420;5000;5;5;     7m 22s 110ms 429μs 138ns;679.411765;         3s 481ms 913μs 204ns;         2s 500ms 570μs 357ns;3477.000000;300.000000
24;9e973;5000;5;5;     7m 27s  58ms  54μs  43ns;671.812081;         3s 527ms 896μs 368ns;         2s 428ms 144μs 188ns;3477.000000;300.000000
23;9aec6;5000;5;5;     7m 29s 532ms 257μs 645ns;668.819599;         3s 548ms 413μs 382ns;         2s 456ms 413μs 433ns;3477.000000;300.000000
22;97419;5000;5;5;     7m 26s  99ms 211μs 639ns;673.318386;         3s 514ms 279μs 959ns;         2s 383ms 880μs 864ns;3477.000000;300.000000
21;9396c;5000;5;5;     7m 25s  33ms  35μs 301ns;674.831461;         3s 501ms 746μs 524ns;         2s 381ms 983μs 416ns;3477.000000;300.000000
