ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;297;10;0;0;12;5655;92.857143;100.497118;99.230578;        59s 601ms 245μs 265ns;         6s 600ms 712μs 984ns
-;104124;3688;0;0;4532;5655;32500.000000;35173.991195;34730.702434;   347m 40s 435ms 843μs  29ns;    38m 30s 249ms 544μs 582ns
