ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;5000;47034;5;    54m 35s 275ms 279μs 713ns;953.294656;         2s 468ms 630μs 756ns;    32m 55s 552ms 454μs  76ns;0.000000;0.000000
2;26232;5000;91423;5;   177m 55s  97ms 886μs 691ns;541.955972;         4s 405ms 205μs 425ns;   148m 10s 136ms 511μs 428ns;1347.000000;30.000000
6;8c77b;5000;82223;5;   247m  7s 800ms 248μs 491ns;352.962838;         6s 684ms 979μs 580ns;   178m      14ms 366μs 437ns;5494.000000;1760.000000
5;86a9f;5000;2922;5;    27m 18s 166ms 877μs 304ns;290.183150;         7s 687ms  23μs 825ns;     4m     339ms 161μs 239ns;4894.000000;1740.000000
4;7f893;4249;5481;5;    30m 51s 109ms 859μs 259ns;315.397083;         6s 409ms  54μs 780ns;    11m 32s  52ms 969μs 522ns;4700.000000;1740.000000
3;6cc2d;5000;20632;5;    63m 10s 590ms 113μs 986ns;405.783641;         5s 274ms 496μs 383ns;    30m      46ms 334μs 541ns;4295.000000;1730.000000
13;f0231;329;0;0;                          0ns;inf;         7s 661ms 448μs 321ns;                          0ns;6580.000000;3415.000000
12;ec784;5000;5;5;    15m  3s 452ms 475μs 111ns;332.558140;         7s 143ms 187μs 308ns;         5s  86ms 706μs 496ns;6580.000000;3415.000000
11;e8cd7;5000;5;5;    15m  3s  83ms 953μs 953ns;332.558140;         7s 140ms 647μs 934ns;         5s  89ms 256μs 103ns;6580.000000;3415.000000
10;e522a;5000;5;5;    14m 58s 677ms 309μs 529ns;334.409800;         7s 117ms 687μs 637ns;         4s 902ms 267μs 150ns;6580.000000;3415.000000
9;e177d;5000;5;5;    14m 57s 455ms 719μs 553ns;334.782609;         7s  96ms 644μs 569ns;         5s  81ms  58μs 751ns;6580.000000;3455.000000
8;d0a9d;4298;18644;5;    32m  5s  64ms 845μs 234ns;715.075325;         2s 579ms 114μs 750ns;     3m 55s 317ms  78μs 200ns;6580.000000;3455.000000
7;cc5a6;5000;883;5;    25m 46s 838ms 845μs 750ns;228.318241;         6s 797ms 864μs 146ns;     3m 18s 327ms 789μs 265ns;6406.000000;3455.000000
