ID;Parent ID;Generation ID;Derived Inputs;Derived Fails;Flags;Generation Time;Generation Length;Trimmed Length;Execution Time;Primary Score;Relative Primary Score;Secondary Score;Relative Secondary Score;Exit Code;Exit Reason;Result;Retries;Test Number
168482;0;64;0;0;0000000000000010;   361m 35s 328ms 601μs 913ns;17000;5850;         7s 267ms 881μs 382ns;2541.000000;2.302243;220.000000;26.590909;0;1;Failing;0;491871
6a34;0;64;0;0;0000000000000010;     6m 18s 634ms 655μs 111ns;0;1577;         2s 222ms 641μs 366ns;1215.000000;1.297942;205.000000;7.692683;0;1;Failing;0;9029
82253;0;64;0;0;0000000000000010;   130m  5s 349ms 920μs 871ns;17000;8157;         8s 598ms 788μs  32ns;2542.000000;3.208891;200.000000;40.785000;0;1;Failing;0;177659
285079;0;64;0;0;0000000000000010;   650m 14s 927ms 446μs  43ns;0;6524;         6s 984ms 885μs 996ns;2237.000000;2.916406;200.000000;32.620000;0;1;Failing;0;880648
15d551;0;64;0;0;0000000000000010;   350m 38s 897ms 446μs 723ns;0;7722;         7s 688ms 464μs 187ns;1624.000000;4.754926;200.000000;38.610000;0;1;Failing;0;476921
93a97;0;64;0;0;0000000000000010;   147m 39s 144ms 498μs 420ns;17000;2041;         2s 769ms 340μs 712ns;2657.000000;0.768160;180.000000;11.338889;0;1;Failing;0;201574
edf01;0;64;0;0;0000000000000010;   238m 19s 324ms 650μs 974ns;17000;5179;         5s 530ms 234μs 891ns;2534.000000;2.043804;180.000000;28.772222;0;1;Failing;0;324831
1b1254;0;64;0;0;0000000000000010;   435m 32s 248ms 404μs 540ns;0;8206;         8s 949ms  48μs  35ns;1525.000000;5.380984;180.000000;45.588889;0;1;Failing;0;591354
2b5351;0;64;0;0;0000000000000010;   699m 18s 594ms 955μs 809ns;0;1061;         1s 610ms 504μs 746ns;1109.000000;0.956718;165.000000;6.430303;0;1;Failing;0;946425
10a31d;0;64;0;0;0000000000000010;   266m 49s 972ms 809μs 137ns;17000;4499;         5s  65ms 926μs 808ns;2668.000000;1.686282;160.000000;28.118750;0;1;Failing;0;363411
237c91;0;64;0;0;0000000000000010;   572m  3s 233ms 739μs 832ns;17000;7731;         8s 350ms 640μs 896ns;2525.000000;3.061782;160.000000;48.318750;0;1;Failing;0;775182
c5210;0;64;0;0;0000000000000010;   197m 14s 112ms 953μs 977ns;17000;5743;         6s 724ms  79μs 383ns;2523.000000;2.276258;160.000000;35.893750;0;1;Failing;0;269113
23f3c4;0;64;0;0;0000000000000010;   579m 33s 511ms 911μs 248ns;0;3448;         3s 990ms 359μs 405ns;2521.000000;1.367711;160.000000;21.550000;0;1;Failing;0;785355
7739f;0;64;0;0;0000000000000010;   119m 10s 557ms 743μs 195ns;0;3933;         4s 709ms 783μs 493ns;2519.000000;1.561334;160.000000;24.581250;0;1;Failing;0;162750
3ac77;0;64;0;0;0000000000000010;    58m 47s 833ms 790μs 314ns;0;8204;         8s 901ms 675μs 508ns;1811.000000;4.530094;160.000000;51.275000;0;1;Failing;0;80220
ce741;0;64;0;0;0000000000000010;   206m 41s 986ms 514μs  21ns;0;1229;         2s  45ms 832μs 212ns;1345.000000;0.913755;160.000000;7.681250;0;1;Failing;0;281844
a0cbc;0;64;0;0;0000000000000010;   160m 48s 718ms 663μs 965ns;17000;2376;         3s 172ms 524μs 169ns;2541.000000;0.935065;140.000000;16.971429;0;1;Failing;0;219507
21834d;0;64;0;0;0000000000000010;   539m 48s 983ms 300μs 734ns;17000;5397;         6s 576ms 778μs 765ns;2536.000000;2.128155;140.000000;38.550000;0;1;Failing;0;732066
1494b4;0;64;0;0;0000000000000010;   330m 18s 340ms 668μs 205ns;17000;3397;         4s 541ms 358μs 777ns;2530.000000;1.342688;140.000000;24.264286;0;1;Failing;0;449562
19c52f;0;64;0;0;0000000000000010;   414m 23s 467ms 234μs  45ns;17000;3067;         3s 711ms 858μs 580ns;2528.000000;1.213212;140.000000;21.907143;0;1;Failing;0;562926
102f58;0;64;0;0;0000000000000010;   259m 32s 680ms 669μs 202ns;17000;2828;         3s 762ms 597μs 319ns;2527.000000;1.119114;140.000000;20.200000;0;1;Failing;0;353532
82de2;0;64;0;0;0000000000000010;   130m 50s 350ms 477μs  67ns;17000;3259;         3s 811ms 199μs 199ns;2527.000000;1.289672;140.000000;23.278571;0;1;Failing;0;178645
24ca3d;0;64;0;0;0000000000000010;   593m  5s  66ms 789μs 701ns;17000;7272;         7s 448ms 965μs 921ns;2527.000000;2.877721;140.000000;51.942857;0;1;Failing;0;803657
24e1be;0;64;0;0;0000000000000010;   594m 35s 341ms 814μs 919ns;17000;5198;         6s 286ms 273μs 665ns;2526.000000;2.057799;140.000000;37.128571;0;1;Failing;0;805662
202b08;0;64;0;0;0000000000000010;   518m  3s 710ms 894μs  93ns;17000;4647;         5s 313ms 127μs 448ns;2523.000000;1.841855;140.000000;33.192857;0;1;Failing;0;702689
16ebeb;0;64;0;0;0000000000000010;   368m  8s 218ms 229μs   9ns;0;4078;         5s  34ms  10μs 582ns;2522.000000;1.616971;140.000000;29.128571;0;1;Failing;0;500695
224f07;0;64;0;0;0000000000000010;   552m 42s 579ms  87μs 195ns;0;4856;         7s 101ms 414μs 436ns;2521.000000;1.926220;140.000000;34.685714;0;1;Failing;0;749451
1c5e99;0;64;0;0;0000000000000010;   456m 37s 314ms 166μs 986ns;0;6279;         6s 885ms 606μs 586ns;2520.000000;2.491667;140.000000;44.850000;0;1;Failing;0;619708
35350;0;64;0;0;0000000000000010;    53m 12s 391ms 487μs  26ns;0;4114;         4s 785ms 520μs 670ns;2515.000000;1.635785;140.000000;29.385714;0;1;Failing;0;72611
15d6d2;0;64;0;0;0000000000000010;   350m 45s   7ms 152μs 826ns;0;1977;         2s 747ms 147μs 527ns;2510.000000;0.787649;140.000000;14.121429;0;1;Failing;0;477050
