ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;154;2;86;27;6;1431;-nan;-nan;-nan;         6s  52ms 652μs   9ns;                        -52915725255ns
-;5092;97;2858;913;211;1431;-nan;-nan;-nan;     3m 19s 737ms 516μs 310ns;                        -1746218933415ns
