ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;550;0;0;         4s 200ms 867μs  32ns;8250.000000;              2ms 653μs 430ns;                          0ns;0.000000;0.000000
113;c0c8c;1000;0;0;        11s 744ms 905μs 866ns;5454.545455;             58ms 136μs 236ns;                          0ns;0.000000;0.000000
256;181527;1000;0;0;        25s 562ms 143μs 454ns;2400.000000;            127ms  46μs 258ns;                          0ns;0.000000;0.000000
112;bf50b;1000;0;0;        11s 762ms 127μs 189ns;5454.545455;             58ms 283μs 778ns;                          0ns;0.000000;0.000000
254;17ebfb;1000;0;0;        25s 749ms 187μs 615ns;2400.000000;            127ms 900μs 847ns;                          0ns;0.000000;0.000000
111;be356;1000;0;0;        11s 385ms 970μs 400ns;5454.545455;             56ms 343μs 279ns;                          0ns;0.000000;0.000000
253;17d800;1000;0;0;        25s 460ms 949μs 597ns;2400.000000;            126ms 376μs 239ns;                          0ns;0.000000;0.000000
110;bce09;1000;0;0;        11s 539ms  98μs 596ns;5454.545455;             57ms 113μs 193ns;                          0ns;0.000000;0.000000
252;17c03b;1000;0;0;        25s 568ms  18μs  78ns;2400.000000;            126ms 909μs 647ns;                          0ns;0.000000;0.000000
109;bb7fc;1000;0;0;        11s 536ms  73μs 512ns;5454.545455;             57ms 107μs 911ns;                          0ns;0.000000;0.000000
108;ba653;1000;0;0;        11s 582ms 358μs 124ns;5454.545455;             57ms 385μs 195ns;                          0ns;0.000000;0.000000
251;17a34e;1000;0;0;        25s 747ms 739μs 584ns;2400.000000;            127ms 904μs 946ns;                          0ns;0.000000;0.000000
107;b9278;1000;0;0;        11s 182ms  18μs 110ns;5454.545455;             55ms 319μs 998ns;                          0ns;0.000000;0.000000
250;17915d;1000;0;0;        25s  68ms 311μs 541ns;2400.000000;            124ms 481μs 464ns;                          0ns;0.000000;0.000000
249;177f3a;1000;0;0;        25s 156ms 689μs 123ns;2400.000000;            125ms  14μs 644ns;                          0ns;0.000000;0.000000
106;b7c1f;1000;0;0;        11s 115ms  39μs 696ns;5454.545455;             55ms  27μs 995ns;                          0ns;0.000000;0.000000
105;b6906;1000;0;0;        10s 872ms 504μs 813ns;6000.000000;             53ms 772μs 921ns;                          0ns;0.000000;0.000000
248;176861;1000;0;0;        25s  36ms 171μs 971ns;2400.000000;            124ms 454μs 762ns;                          0ns;0.000000;0.000000
247;175582;1000;0;0;        24s 902ms 637μs 106ns;2500.000000;            123ms 727μs 763ns;                          0ns;0.000000;0.000000
104;b548d;1000;0;0;        10s 843ms  81μs 755ns;6000.000000;             53ms 650μs 644ns;                          0ns;0.000000;0.000000
246;1742dd;1000;0;0;        25s 153ms 785μs 953ns;2400.000000;            124ms 897μs 648ns;                          0ns;0.000000;0.000000
103;b3ce2;1000;0;0;        10s 869ms 320μs 384ns;6000.000000;             53ms 790μs 861ns;                          0ns;0.000000;0.000000
245;172ecc;1000;0;0;        25s 557ms 207μs 641ns;2400.000000;            126ms 881μs 680ns;                          0ns;0.000000;0.000000
102;b2a2b;1000;0;0;        10s 739ms 168μs 788ns;6000.000000;             53ms  92μs 149ns;                          0ns;0.000000;0.000000
244;171bff;1000;0;0;        25s 126ms 974μs 729ns;2400.000000;            124ms 808μs 685ns;                          0ns;0.000000;0.000000
101;b1602;1000;0;0;        10s 595ms 197μs 359ns;6000.000000;             52ms 338μs 466ns;                          0ns;0.000000;0.000000
243;17085c;1000;0;0;        24s 310ms 671μs 494ns;2500.000000;            120ms 638μs 665ns;                          0ns;0.000000;0.000000
100;affc7;1000;0;0;        10s 365ms  37μs 378ns;6000.000000;             51ms 240μs 217ns;                          0ns;0.000000;0.000000
242;16f311;1000;0;0;        24s 732ms 816μs 898ns;2500.000000;            122ms 759μs  69ns;                          0ns;0.000000;0.000000
99;aeba2;1000;0;0;        10s  15ms 473μs 672ns;6000.000000;             49ms 452μs 772ns;                          0ns;0.000000;0.000000
241;16d63e;1000;0;0;        24s 679ms 780μs 450ns;2500.000000;            122ms 534μs 345ns;                          0ns;0.000000;0.000000
98;aca9f;1000;0;0;        10s   7ms 630μs 423ns;6000.000000;             49ms 414μs  35ns;                          0ns;0.000000;0.000000
97;ab56c;1000;0;0;        10s  54ms 470μs 882ns;6000.000000;             49ms 649μs 730ns;                          0ns;0.000000;0.000000
240;169ca3;1000;0;0;        24s 357ms 743μs 581ns;2500.000000;            120ms 771μs  41ns;                          0ns;0.000000;0.000000
239;16883c;1000;0;0;        24s 468ms 809μs 204ns;2500.000000;            121ms 631μs 141ns;                          0ns;0.000000;0.000000
96;a8751;1000;0;0;        10s  58ms 544μs   3ns;6000.000000;             49ms 732μs 787ns;                          0ns;0.000000;0.000000
238;167259;1000;0;0;        24s 374ms 942μs 696ns;2500.000000;            121ms  59μs 453ns;                          0ns;0.000000;0.000000
95;a6ae4;1000;0;0;         9s 930ms 935μs 346ns;6666.666667;             49ms  48μs 880ns;                          0ns;0.000000;0.000000
237;165fb8;1000;0;0;        24s 507ms 937μs 625ns;2500.000000;            121ms 811μs 608ns;                          0ns;0.000000;0.000000
94;a5587;1000;0;0;         9s 800ms 840μs 584ns;6666.666667;             48ms 476μs 108ns;                          0ns;0.000000;0.000000
236;164975;1000;0;0;        23s 786ms  97μs 168ns;2608.695652;            118ms 121μs 994ns;                          0ns;0.000000;0.000000
93;a40ee;1000;0;0;         9s 448ms  75μs 474ns;6666.666667;             46ms 658μs  53ns;                          0ns;0.000000;0.000000
235;163396;1000;0;0;        24s 334ms 908μs 861ns;2500.000000;            120ms 956μs 654ns;                          0ns;0.000000;0.000000
92;a2ab5;1000;0;0;         9s 178ms 889μs 490ns;6666.666667;             45ms 291μs 803ns;                          0ns;0.000000;0.000000
234;161cb3;1000;0;0;        24s 147ms 540μs 365ns;2500.000000;            119ms 975μs 452ns;                          0ns;0.000000;0.000000
91;a1586;1000;0;0;         9s  45ms 283μs 253ns;6666.666667;             44ms 669μs 582ns;                          0ns;0.000000;0.000000
233;160a84;1000;0;0;        23s 849ms 574μs 274ns;2608.695652;            118ms 434μs 358ns;                          0ns;0.000000;0.000000
