ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;401;3;10;         1s 798ms 740μs 697ns;24240.000000;              2ms 331μs 195ns;              1ms 320μs 650ns;0.000000;0.000000
153;c00a06;963;5;7;         5s 655ms 108μs 238ns;11616.000000;              5ms 355μs 197ns;              4ms 789μs 911ns;96.000000;0.000000
56;180d6e;965;0;7;         2s 567ms 483μs 844ns;28950.000000;              5ms 509μs 968ns;                   98μs 528ns;96.000000;0.000000
77;300f7e;979;2;7;         3s 369ms 359μs 125ns;19620.000000;              5ms 353μs 379ns;              2ms 709μs 731ns;96.000000;0.000000
110;601438;972;0;7;         4s 381ms 566μs 584ns;14580.000000;              5ms 207μs 134ns;                   84μs 671ns;96.000000;0.000000
278;16819a6;953;1;6;         5s 143ms 959μs 702ns;11448.000000;              5ms 461μs 283ns;              1ms 660μs 517ns;96.000000;0.000000
491;2d01dfe;991;2;4;         2s 227ms 196μs 937ns;29790.000000;              8ms 118μs  16ns;              2ms 144μs 128ns;96.000000;0.000000
187;f020ba;989;4;7;         2s 436ms 655μs  80ns;29790.000000;              6ms 218μs 632ns;              3ms 512μs 719ns;96.000000;0.000000
528;2e82838;965;0;4;         2s 145ms 507μs 597ns;28950.000000;              8ms 110μs 565ns;                   95μs 903ns;96.000000;0.000000
233;12028ac;983;2;6;         2s 865ms  76μs 690ns;29550.000000;              5ms 610μs 271ns;              2ms 728μs 700ns;96.000000;0.000000
416;2a035cc;1000;10;4;         1s 790ms 975μs 910ns;60600.000000;              8ms  41μs 826ns;             12ms 128μs 788ns;96.000000;0.000000
456;2b885e6;952;7;5;         2s 507ms 708μs 989ns;28770.000000;              7ms 157μs  70ns;              7ms 769μs 438ns;96.000000;0.000000
212;1088bce;956;0;5;         2s 653ms 195μs 689ns;28680.000000;              5ms 745μs 111ns;                   77μs 737ns;96.000000;0.000000
327;1c89130;972;1;7;         5s 358ms 849μs 937ns;11676.000000;              5ms 325μs 118ns;              1ms 287μs 810ns;96.000000;0.000000
596;31892a5;967;0;5;         2s 387ms 977μs  75ns;29010.000000;              7ms 774μs 219ns;                  551μs 318ns;96.000000;0.000000
561;3009a0f;990;0;3;         2s 293ms 184μs 338ns;29700.000000;              8ms 153μs  91ns;                   83μs 567ns;96.000000;0.000000
95;489eca;966;10;6;         3s  90ms 894μs 864ns;19520.000000;              5ms 269μs 642ns;              4ms 954μs 883ns;96.000000;0.000000
417;2a0a098;1000;0;4;         2s  73ms  75μs 553ns;30000.000000;              8ms  17μs 566ns;                  328μs 559ns;96.000000;0.000000
529;2e8ad6a;997;1;4;         2s 352ms 506μs 986ns;29940.000000;              8ms 323μs 813ns;              2ms 305μs 844ns;96.000000;0.000000
397;288b29e;966;2;6;         7s 206ms 150μs 249ns;8297.142857;              5ms 684μs 327ns;              1ms 891μs 973ns;96.000000;0.000000
492;2d0b6af;1000;4;5;         2s 279ms 317μs 366ns;30120.000000;              7ms 815μs 163ns;              4ms 831μs 665ns;96.000000;0.000000
252;138c3a2;974;7;6;         5s 245ms 672μs 625ns;11772.000000;              5ms 162μs 557ns;              7ms 776μs 581ns;96.000000;0.000000
336;1e0e14f;967;0;6;         4s 283ms  99μs 936ns;14505.000000;              5ms 334μs 960ns;                  628μs 474ns;96.000000;0.000000
2;e96a;972;2;10;         1s 180ms 261μs 735ns;58440.000000;              1ms 607μs 807ns;                  451μs 523ns;8.000000;0.000000
418;2a10ccf;999;5;4;         2s  45ms 338μs 195ns;30120.000000;              7ms 952μs 836ns;              4ms 602μs 418ns;96.000000;0.000000
57;1916dc;976;9;7;         2s 804ms 997μs 104ns;29550.000000;              5ms 562μs 277ns;              4ms 326μs 222ns;96.000000;0.000000
562;3012ff0;961;1;4;         2s 692ms 412μs  42ns;28860.000000;              7ms 104μs 241ns;              3ms 143μs 992ns;96.000000;0.000000
188;f134ad;988;2;6;         2s 469ms 634μs  48ns;29700.000000;              6ms 272μs 441ns;              3ms  66μs 372ns;96.000000;0.000000
597;3193d21;965;0;4;         2s 476ms 722μs 414ns;28950.000000;              7ms 909μs 135ns;                  519μs 756ns;96.000000;0.000000
388;2713ebf;966;4;6;         4s 538ms 177μs 342ns;14550.000000;              5ms 223μs 435ns;              4ms 607μs 459ns;96.000000;0.000000
457;2b94350;985;4;5;         2s 374ms 430μs 471ns;29670.000000;              7ms 803μs 744ns;              5ms 140μs 439ns;96.000000;0.000000
