ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Original: Length;Reduced: Length;Total Reduction %: Length;Original: Primary;Reduced: Primary;Total Reduction %: Primary;Original: Secondary;Reduced: Secondary;Total Reduction %: Secondary;Runtime;Average Test Runtime
c009de;0;0;2;0;1;2;103.000000;103.000000;100.000000;90.000000;90.000000;100.000000;0.000000;0.000000;-nan;                  376μs 894ns;                          0ns
c009df;0;0;2;0;1;2;104.000000;104.000000;100.000000;93.000000;93.000000;100.000000;0.000000;0.000000;-nan;                  129μs 380ns;                          0ns
c009e2;0;0;0;0;1;2;102.000000;102.000000;100.000000;91.000000;91.000000;100.000000;0.000000;0.000000;-nan;                  181μs 487ns;                          0ns
c009e5;0;0;13;0;3;6;105.000000;105.000000;100.000000;96.000000;96.000000;100.000000;0.000000;0.000000;-nan;                  646μs 617ns;                          0ns
c009e6;0;0;0;0;1;2;105.000000;105.000000;100.000000;92.000000;92.000000;100.000000;0.000000;0.000000;-nan;                   73μs 634ns;                          0ns
c009eb;1;0;12;0;3;6;110.000000;110.000000;100.000000;95.000000;95.000000;100.000000;0.000000;0.000000;-nan;              9ms 514μs 436ns;                          0ns
c009ef;0;0;1;0;1;2;107.000000;107.000000;100.000000;94.000000;94.000000;100.000000;0.000000;0.000000;-nan;                  283μs 407ns;                          0ns
180d52;0;0;0;0;1;2;101.000000;101.000000;100.000000;91.000000;91.000000;100.000000;0.000000;0.000000;-nan;                   41μs 235ns;                          0ns
180d53;0;0;0;0;1;2;103.000000;103.000000;100.000000;89.000000;89.000000;100.000000;0.000000;0.000000;-nan;                   39μs 964ns;                          0ns
180d54;0;0;0;0;1;2;106.000000;106.000000;100.000000;92.000000;92.000000;100.000000;0.000000;0.000000;-nan;                   34μs 591ns;                          0ns
180d55;0;0;13;0;3;6;102.000000;102.000000;100.000000;93.000000;93.000000;100.000000;0.000000;0.000000;-nan;              1ms 215μs  62ns;                          0ns
180d56;0;0;0;0;1;2;108.000000;108.000000;100.000000;96.000000;96.000000;100.000000;0.000000;0.000000;-nan;                   90μs 320ns;                          0ns
180d58;0;0;0;0;1;2;98.000000;98.000000;100.000000;90.000000;90.000000;100.000000;0.000000;0.000000;-nan;                  162μs 216ns;                          0ns
180d59;0;0;5;0;2;4;104.000000;104.000000;100.000000;95.000000;95.000000;100.000000;0.000000;0.000000;-nan;                  503μs 112ns;                          0ns
180d60;0;0;2;0;1;2;102.000000;102.000000;100.000000;94.000000;94.000000;100.000000;0.000000;0.000000;-nan;                  136μs 593ns;                          0ns
300f37;0;0;0;0;1;2;104.000000;104.000000;100.000000;91.000000;91.000000;100.000000;0.000000;0.000000;-nan;                   52μs 348ns;                          0ns
