ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;0;0;5;0;1;13232;-nan;100.022306;-nan;              4ms 218μs 283ns;                   85μs 374ns
-;2416;10;18641;0;6432;13232;-nan;355679.320761;-nan;        15s       216μs 192ns;            303ms 592μs 425ns
