ID;Parent ID;Generation ID;Derived Inputs;Derived Fails;Flags;Generation Time;Generation Length;Trimmed Length;Execution Time;Primary Score;Relative Primary Score;Secondary Score;Relative Secondary Score;Exit Code;Exit Reason;Result;Retries;Test Number
16792;0;64;0;0;0000000000000010;    35m 17s 141ms 647μs 694ns;0;8435;         9s  93ms 727μs 350ns;534.000000;15.795880;120.000000;70.291667;0;1;Failing;0;30650
680d5;0;64;0;0;0000000000000010;   167m  3s 647ms 131μs  87ns;0;8390;         8s 661ms  69μs 122ns;533.000000;15.741088;360.000000;23.305556;0;1;Failing;0;142032
1176d9;0;64;0;0;0000000000000010;   454m 21s 949ms  40μs 646ns;0;8328;         9s 669ms 519μs 250ns;417.000000;19.971223;150.000000;55.520000;0;1;Failing;0;381478
154599;0;64;0;0;0000000000000010;   553m 14s 771ms  99μs 570ns;0;8324;         9s 677ms 401μs 754ns;512.000000;16.257812;330.000000;25.224242;0;1;Failing;0;464657
72a0d;0;64;0;0;0000000000000010;   184m  5s 958ms 860μs 753ns;0;8324;         9s 759ms 786μs 377ns;512.000000;16.257812;260.000000;32.015385;0;1;Failing;0;156472
1a3c68;0;64;0;0;0000000000000010;   682m 12s 933ms 662μs 188ns;0;8324;         9s 129ms 307μs 529ns;507.000000;16.418146;210.000000;39.638095;0;1;Failing;0;573099
1a4a72;0;64;0;0;0000000000000010;   683m 40s 581ms 590μs 818ns;0;8324;         9s  97ms 610μs 258ns;506.000000;16.450593;320.000000;26.012500;0;1;Failing;0;574297
8e085;0;64;0;0;0000000000000010;   228m 55s 860ms 816μs 453ns;0;8324;         9s 359ms 161μs 414ns;496.000000;16.782258;350.000000;23.782857;0;1;Failing;0;193887
12e64d;0;64;0;0;0000000000000010;   491m 45s 559ms 513μs 686ns;0;8324;         8s 576ms 658μs 985ns;417.000000;19.961631;310.000000;26.851613;0;1;Failing;0;412834
f4d3b;0;64;0;0;0000000000000010;   397m  5s 289ms 909μs 940ns;0;8324;         8s 986ms  31μs 894ns;417.000000;19.961631;250.000000;33.296000;0;1;Failing;0;334236
5a415;0;64;0;0;0000000000000010;   144m 44s 507ms 673μs 907ns;0;8324;         9s 560ms 294μs 820ns;416.000000;20.009615;310.000000;26.851613;0;1;Failing;0;123194
8b65a;0;64;0;0;0000000000000010;   224m 34s 938ms 586μs 468ns;0;8324;         9s 127ms 227μs 376ns;416.000000;20.009615;310.000000;26.851613;0;1;Failing;0;190289
d6589;0;64;0;0;0000000000000010;   347m 30s 126ms 971μs 235ns;0;8324;        10s  80ms 313μs 611ns;416.000000;20.009615;250.000000;33.296000;0;1;Failing;0;292619
189f1;0;64;0;0;0000000000000010;    38m 40s 688ms 254μs 605ns;0;8323;         9s 496ms  82μs 408ns;511.000000;16.287671;350.000000;23.780000;0;1;Failing;0;33582
