ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
18;c2916;5000;117080;5;                          0ns;inf;         6s 475ms 944μs 312ns;   234m 19s  39ms 400μs 636ns;2662.000000;260.000000
2;1977c;5000;10646;5;    33m 37s 617ms 414μs 827ns;465.423897;         4s 571ms 996μs  29ns;     9m 13s 163ms 701μs 455ns;1047.000000;90.000000
3;24edc;5000;16503;5;    32m 32s 924ms 508μs 469ns;660.952869;         3s 162ms 482μs  67ns;    13m 34s 469ms 295μs 576ns;1508.000000;160.000000
4;34adf;5000;11301;5;    33m 45s 104ms 861μs 653ns;482.992593;         4s 617ms 803μs 832ns;    12m 41s 767ms 521μs 552ns;1515.000000;160.000000
5;409ec;5000;3010;5;    28m 39s 988ms 139μs 742ns;279.581152;         6s 181ms 957μs 750ns;     3m 11s 369ms 513μs 415ns;1942.000000;180.000000
6;467d0;5000;6;5;     6m 16s 469ms 822μs 400ns;798.829787;         2s 973ms 862μs 535ns;         2s 291ms 377μs  85ns;2352.000000;220.000000
7;4a280;3274;6;5;     4m 10s 680ms 231μs   3ns;787.200000;         3s   5ms 471μs 152ns;         2s 287ms 566μs 274ns;2352.000000;220.000000
8;4c8f6;5000;13;5;     6m 31s 657ms 769μs 491ns;769.258312;         3s  39ms 991μs 800ns;         3s 709ms 597μs 504ns;2322.000000;210.000000
9;503bb;4264;12211;5;    19m 21s 323ms 161μs 161ns;851.421189;         1s 907ms 136μs 997ns;     2m 48s 685ms 663μs 973ns;2324.000000;210.000000
17;bcdf6;5000;2774;5;    24m 55s 131ms 608μs 980ns;312.000000;         6s  35ms 534μs 579ns;     2m 52s 605ms 734μs 544ns;2027.000000;150.000000
16;ad7a2;4250;16768;5;    27m  3s 585ms 406μs 833ns;777.005545;         2s 763ms 287μs 113ns;    15m 56s 182ms 268μs 868ns;1779.000000;150.000000
15;87fab;5000;46195;5;    74m  9s 188ms 600μs 237ns;690.424815;         3s   7ms 195μs 735ns;    17m 27s 240ms 248μs 487ns;1511.000000;140.000000
14;7b80d;5000;12032;5;    33m 42s 263ms 584μs 303ns;505.400593;         4s  55ms  10μs 540ns;    10m 21s 333ms 214μs 613ns;1056.000000;110.000000
13;6de2a;5000;13591;5;    21m 57s 257ms 960μs 214ns;846.970387;         2s 193ms 800μs 205ns;     9m 35s 915ms 485μs 473ns;605.000000;50.000000
12;676da;5000;3814;5;     7m  5s 862ms 254μs 992ns;1244.329412;         1s 697ms 836μs 996ns;     1m 35s 834ms 582μs 791ns;418.000000;30.000000
11;60e16;5000;3938;5;     8m  4s 408ms 491μs 134ns;1108.016529;         1s 742ms 688μs 834ns;     1m 29s  83ms 672μs 580ns;2321.000000;180.000000
10;5c4d2;5000;1250;5;     7m 48s 312ms 874μs 570ns;801.282051;         2s 610ms 398μs 475ns;        19s 147ms 595μs  62ns;2324.000000;180.000000
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;5000;29736;5;    20m 58s 851ms 673μs 102ns;1656.724960;         1s 353ms 500μs 517ns;    12m 44s 883ms 720μs  52ns;0.000000;0.000000
