ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;2000;229;10;        12s 115ms 908μs 198ns;11145.000000;                        -33905202531306ns;         1s 621ms 211μs 454ns;0.000000;0.000000
2;1c3b;2000;357;10;        28s 310ms 954μs 730ns;5050.714286;                        -37074716376953ns;         3s 949ms 859μs 561ns;1293.000000;0.000000
63;c25b1;2000;2151;10;     3m 15s 159ms   1μs   8ns;1277.230769;                        -26641426166505ns;     1m  4s 574ms 431μs 444ns;5765.000000;0.000000
3;45f2;2000;1436;10;     1m 23s 778ms 151μs 277ns;2483.855422;                        -76300993895307ns;        29s 445ms 163μs 898ns;2086.000000;0.000000
64;c6460;2000;2061;10;     3m 11s 440ms 424μs 854ns;1275.706806;                        -26357886950800ns;        59s 623ms 880μs 800ns;5765.000000;0.000000
4;7a1f;2000;1878;10;     1m 56s 337ms 237μs 969ns;2005.862069;                        -47814526051613ns;        43s 967ms 256μs 991ns;3276.000000;0.000000
65;ca1a1;2000;2033;10;     3m  8s 693ms 139μs 276ns;1287.127660;                        -25955336264290ns;     1m  1s 993ms 567μs 959ns;5765.000000;0.000000
5;af4c;2000;1585;10;     2m  4s 755ms 733μs 124ns;1734.677419;                        -29323386371737ns;        36s 436ms 760μs 567ns;3676.000000;0.000000
66;cde42;2000;2275;10;     3m 19s 633ms 334μs 650ns;1288.944724;                        -27273376854583ns;     1m 10s 541ms 775μs 812ns;5765.000000;0.000000
6;dff9;2000;1602;10;     2m  7s 310ms 483μs 798ns;1701.732283;                        -22301047722350ns;        35s 925ms 296μs 946ns;3788.000000;0.000000
7;11144;2000;1673;10;     2m 10s 481ms 753μs  38ns;1695.230769;                        -17690817628021ns;        40s 235ms 417μs  21ns;3790.000000;0.000000
67;d1f85;2000;2299;10;     3m 19s 773ms 991μs 903ns;1296.180905;                        -29063356426605ns;     1m 10s 288ms 321μs  92ns;5765.000000;0.000000
8;143dd;2000;1643;10;     2m  7s 144ms 371μs 335ns;1721.102362;                        -17189746019943ns;        36s 192ms 220μs 435ns;3811.000000;0.000000
68;d6110;2000;2212;10;     3m 14s 516ms 590μs 382ns;1302.680412;                        -24582672499972ns;     1m  9s  53ms 394μs 333ns;5765.000000;0.000000
9;17644;2000;1515;10;     2m  2s 907ms 124μs 403ns;1728.688525;                        -20507161544329ns;        36s 568ms 988μs 592ns;3812.000000;0.000000
69;da101;2000;2234;10;     3m 14s 494ms 154μs 443ns;1309.484536;                        -25302462938151ns;     1m  9s 258ms  43μs 808ns;5765.000000;0.000000
10;1a68b;2000;1665;10;     2m  8s 533ms 631μs  29ns;1717.968750;                        -15477938724037ns;        38s 845ms 795μs 861ns;3859.000000;0.000000
11;1d948;2000;1752;10;     2m 12s 323ms 593μs 109ns;1705.454545;                        -17640898573754ns;        43s 179ms 114μs 288ns;3859.000000;0.000000
70;de15a;2000;2278;10;     3m 17s 584ms 752μs 905ns;1302.944162;                        -22820111484783ns;     1m  6s 836ms 311μs 135ns;5765.000000;0.000000
12;20d69;2000;1735;10;     2m 10s 944ms 403μs 307ns;1723.846154;                        -18356202498411ns;        42s 579ms 698μs 458ns;3859.000000;0.000000
71;e22b5;2000;2214;10;     3m 13s 716ms 200μs 211ns;1310.051813;                        -19214591635318ns;     1m  8s 359ms 883μs  79ns;5765.000000;0.000000
13;2416c;2000;1738;10;     2m 12s 154ms 516μs 169ns;1699.090909;                        -18659841741828ns;        41s 613ms 388μs 704ns;3859.000000;0.000000
72;e6342;2000;2111;10;     3m  9s 967ms 952μs 464ns;1305.079365;                        -26941884914352ns;        59s 489ms 857μs 257ns;5766.000000;0.000000
14;275a9;2000;1467;10;     2m  3s  62ms 157μs 195ns;1691.219512;                        -15005104097989ns;        32s 611ms 907μs 979ns;3859.000000;0.000000
15;2a584;2000;1539;10;     2m  8s 125ms 140μs 909ns;1658.906250;                        -17040374388617ns;        35s 415ms 296μs 335ns;3859.000000;0.000000
16;2d715;2000;1668;10;     2m  8s 323ms 967μs 775ns;1719.375000;                        -18054955173654ns;        38s 740ms 466μs 843ns;3859.000000;0.000000
17;30aa0;2000;1624;10;     2m  4s 941ms 101μs 823ns;1753.548387;                        -24150756261078ns;        37s 260ms 342μs 100ns;3789.000000;0.000000
62;be31c;2000;2385;10;     3m 14s 577ms 887μs 961ns;1356.185567;                        -27655680205087ns;     1m 14s 598ms 549μs 371ns;5732.000000;0.000000
61;ba76d;2000;2045;10;     2m 56s 533ms 361μs 499ns;1378.977273;                        -18220176278293ns;        58s 663ms 194μs 584ns;5258.000000;0.000000
60;b7092;2000;1777;10;     2m 44s 378ms 118μs 366ns;1381.829268;                        -22342317112263ns;        49s 311ms 477μs 990ns;5258.000000;0.000000
59;b3a8d;2000;1747;10;     2m 43s 192ms 272μs 861ns;1379.263804;                        -24421052149828ns;        51s 342ms 549μs 483ns;5180.000000;0.000000
58;b0164;2000;1958;10;     2m 52s 415ms 276μs 138ns;1380.697674;                        -23415738426959ns;        56s 342ms 929μs 514ns;5066.000000;0.000000
57;ac9ab;2000;1876;10;     2m 39s 129ms 467μs 396ns;1462.641509;                        -38007531324811ns;        51s 115ms 668μs 752ns;4683.000000;0.000000
56;a95d2;2000;1619;10;     2m 19s  72ms  22μs 648ns;1562.158273;                        -24945683256782ns;        44s 401ms 955μs  56ns;4312.000000;0.000000
55;a64c3;2000;1449;10;     2m  6s 391ms 334μs 991ns;1642.380952;                        -15496540527997ns;        34s 511ms 250μs 692ns;4182.000000;0.000000
54;a30fe;2000;1653;10;     2m 14s 379ms 681μs  33ns;1635.671642;                        -17230203422243ns;        38s 917ms 455μs 661ns;4013.000000;0.000000
53;9ff59;2000;1543;10;     2m  8s 257ms 596μs 801ns;1660.781250;                        -14411498615806ns;        35s 571ms 901μs 659ns;3916.000000;0.000000
52;9cc58;2000;1627;10;     2m 11s 625ms 213μs 975ns;1661.221374;                        -17349704935134ns;        39s 920ms 947μs 187ns;3916.000000;0.000000
51;99af0;2000;1508;10;     2m  9s  59ms 829μs 690ns;1631.627907;                        -12521398368129ns;        36s 323ms 913μs 851ns;3916.000000;0.000000
50;968b1;2000;1585;10;     2m 11s 834ms  91μs 173ns;1641.984733;                        -17217836248060ns;        38s 922ms 243μs 720ns;3916.000000;0.000000
49;9384a;2000;1479;10;     2m 12s  47ms 264μs 901ns;1581.363636;                        -22175652241799ns;        35s 291ms 967μs  62ns;3916.000000;0.000000
48;9069d;2000;1559;10;     2m 13s 972ms 747μs 547ns;1605.563910;                        -14004938467280ns;        39s 403ms 408μs 542ns;3916.000000;0.000000
47;8d304;2000;1674;10;     2m 13s 342ms 902μs  56ns;1657.443609;                        -21316564943983ns;        42s 677ms 321μs  65ns;3914.000000;0.000000
46;89ea5;2000;1734;10;     2m 16s 796ms 653μs 847ns;1647.352941;                        -19065056210742ns;        42s 832ms 679μs 792ns;3914.000000;0.000000
45;86df0;2000;1516;10;     2m  7s 748ms 484μs 331ns;1661.102362;                        -10797036242001ns;        38s 320ms 701μs 673ns;3794.000000;0.000000
96;14672a;2000;481;11;     2m 13s 199ms 643μs 582ns;1119.248120;                        -50126885883133ns;         4s  66ms 117μs  35ns;5766.000000;0.000000
44;83d0d;2000;1525;10;     2m 12s 884ms   3μs 219ns;1602.272727;                        -16489089005252ns;        37s 838ms 346μs 346ns;3794.000000;0.000000
95;1424b3;2000;2289;10;     3m 18s 494ms 235μs 969ns;1299.696970;                        -21743646196532ns;     1m  7s  78ms 946μs 702ns;5828.000000;0.000000
43;80cbc;2000;1505;10;     2m  9s 366ms 380μs 580ns;1630.232558;                        -14889292588426ns;        39s 366ms 406μs 726ns;3794.000000;0.000000
94;13e6fa;2000;2046;10;     3m  5s 207ms 458μs 179ns;1312.216216;                        -23932088305727ns;     1m  4s 198ms 395μs 722ns;5765.000000;0.000000
42;7dc21;2000;1516;10;     2m  9s 424ms 194μs 848ns;1635.348837;                        -13491810094907ns;        37s 271ms 201μs 311ns;3794.000000;0.000000
41;7aa0e;2000;1604;10;     2m  8s 491ms  27μs 945ns;1689.375000;                        -15464054972442ns;        39s 287ms  22μs 774ns;3794.000000;0.000000
93;13a805;2000;2103;10;     3m 12s 651ms 363μs 203ns;1282.187500;                        -23886980911504ns;     1m  6s 745ms 580μs 252ns;5765.000000;0.000000
40;7793f;2000;1539;10;     2m  5s 394ms 532μs 575ns;1698.720000;                        -12395983944990ns;        37s 593ms 702μs 563ns;3794.000000;0.000000
92;136730;2000;2192;10;     3m 15s 133ms 669μs 709ns;1289.846154;                        -27366778243641ns;     1m  5s 146ms 682μs 479ns;5766.000000;0.000000
39;74768;2000;1599;10;     2m  3s 934ms   3μs 716ns;1755.609756;                        -12188000113998ns;        36s 835ms  48μs 456ns;3794.000000;0.000000
91;1327bf;2000;2117;10;     3m 11s 926ms 674μs 935ns;1293.298429;                        -26989872419303ns;     1m  3s  65ms 263μs 819ns;5766.000000;0.000000
38;71851;2000;1419;10;     1m 59s 618ms 593μs 178ns;1723.865546;                        -20456110099375ns;        32s 708ms 344μs 635ns;3794.000000;0.000000
