ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;10000;25977;10;     8m 14s 213ms 408μs  47ns;4369.676113;            112ms 931μs 729ns;     3m 27s  33ms 146μs 393ns;0.000000;0.000000
17;618ee4;9508;27826;10;    50m 29s 234ms 426μs   2ns;739.531198;            602ms 425μs  73ns;     3m 35s 384ms 705μs 824ns;1150.000000;0.000000
12;324210;9635;34680;10;    53m 44s 484ms  95μs 544ns;824.720844;            566ms 220μs 883ns;     4m 48s 980ms 286μs  48ns;1150.000000;0.000000
2;2f73e;10000;44236;10;    17m  9s 962ms 213μs 498ns;3162.448980;            163ms 486μs 347ns;     5m 50s 976ms 805μs 465ns;1129.000000;0.000000
15;4e5f5e;9565;39219;10;    53m 46s 753ms 924μs   2ns;907.327960;            496ms 308μs 894ns;     5m 17s 870ms 253μs 222ns;1150.000000;0.000000
3;77435;10000;24125;10;    13m 48s 545ms  36μs 674ns;2472.826087;            217ms 747μs 772ns;     4m 27s 774ms 653μs 582ns;1135.000000;0.000000
11;2f3739;9594;5283;10;    17m 13s 537ms 275μs 388ns;864.104550;            440ms 429μs 473ns;        49s 511ms  72μs 266ns;1134.000000;0.000000
6;16c8b3;9639;39463;10;    53m 22s  79ms 598μs 655ns;920.087445;            503ms 596μs 950ns;     4m 29s 703ms 573μs 830ns;1151.000000;0.000000
19;75bbed;9581;39411;10;    52m 29s 157ms 448μs 565ns;933.477294;            493ms 366μs 587ns;     5m 43s 142ms 887μs 501ns;1150.000000;0.000000
14;44d842;9612;35334;10;    55m 59s 672ms 652μs 582ns;802.846085;            547ms 279μs 210ns;     5m 20s 303ms 547μs 327ns;1150.000000;0.000000
10;2cafe3;9695;15550;10;    11m 35s 311ms 985μs 544ns;2179.424460;            207ms 577μs  94ns;     1m 47s 957ms 807μs 635ns;1134.000000;0.000000
9;299cd5;9680;25645;10;    10m 47s 781ms 889μs 308ns;3275.888717;            157ms 910μs   1ns;     2m 33s 517ms 521μs 100ns;1136.000000;0.000000
16;586312;9696;26671;10;    53m 28s 765ms 206μs 583ns;680.180798;            696ms 862μs 823ns;     4m 12s 750ms 406μs 706ns;1150.000000;0.000000
8;27cbea;9935;11756;10;     6m 47s 947ms 987μs 921ns;3197.690418;            158ms 586μs 501ns;     1m  6s 196ms 147μs 380ns;1134.000000;0.000000
5;e4f67;9537;19303;10;    48m 25s 682ms 374μs 757ns;595.662651;            764ms 860μs 639ns;     1m 44s 338ms 724μs 826ns;1151.000000;0.000000
13;3ba29b;9603;32806;10;    53m 42s 903ms 993μs 969ns;789.739292;            569ms 735μs 215ns;     5m  1s 293ms 957μs 969ns;1150.000000;0.000000
18;6abb10;9595;43022;10;    52m 29s 706ms 142μs 339ns;1002.546840;            466ms 489μs 946ns;     5m 36s 418ms 614μs 453ns;1150.000000;0.000000
4;a9740;9698;19978;10;    15m 39s 472ms 185μs 700ns;1896.230032;            201ms 387μs 390ns;     2m 11s  10ms       187ns;1149.000000;0.000000
7;205e37;9582;40990;10;    38m 46s 531ms 586μs 726ns;1304.522786;            307ms 397μs 401ns;     5m  5s 257ms 247μs 773ns;1151.000000;0.000000
