ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;2216;2397;2428;5477;16;176022;-nan;100.445883;-nan;     2m 27s 341ms 690μs 347ns;            742ms 818μs 743ns
-;376817;407555;412760;931115;2752;176022;-nan;17075.800166;-nan;   417m 28s  87ms 359μs 102ns;     2m  6s 279ms 186μs 360ns
