ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;9948;38211;10;    10m 27s  82ms 624μs 564ns;4608.516746;            105ms 159μs 526ns;     4m 11s 644ms 479μs 636ns;0.000000;0.000000
10;3cedf0;9931;35130;10;    75m  7s 245ms  91μs 945ns;599.880186;            828ms 380μs 291ns;     4m 32s 412ms 496μs  96ns;1998.000000;0.000000
7;25a40e;9892;5001;10;    38m 34s 982ms 586μs  81ns;386.162489;         1s 251ms 518μs 299ns;        41s 899ms 760μs 607ns;1986.000000;0.000000
4;e77a6;9960;4019;10;    55m  9s 653ms 198μs 805ns;253.472348;         1s 923ms 527μs 295ns;        28s 442ms 795μs 271ns;1632.000000;0.000000
9;32f95c;9908;38726;10;    65m  1s 104ms 990μs 213ns;748.023584;            688ms 597μs 389ns;     4m 19s 927ms 322μs 642ns;1998.000000;0.000000
2;3d3ef;9900;15694;10;     9m 22s 245ms 308μs 826ns;2732.455516;            158ms 538μs 982ns;     1m 45s 753ms 921μs 111ns;1218.000000;0.000000
11;46b26c;9948;43546;10;    76m 44s 616ms 618μs 811ns;697.141616;            704ms 711μs 482ns;     4m 29s 760ms 514μs  67ns;1998.000000;0.000000
5;157c67;9919;33113;10;    62m 56s 539ms 354μs 402ns;683.771186;            752ms 527μs 241ns;     3m  8s 736ms 867μs 567ns;1785.000000;0.000000
12;5110df;9920;36786;10;    75m 14s 356ms 799μs 269ns;620.815241;            805ms 606μs 610ns;     4m 35s 539ms 519μs 792ns;1998.000000;0.000000
8;2ac177;9945;11886;10;    62m  4s 132ms 777μs  72ns;351.734694;         1s 448ms 202μs 597ns;        39s  66ms 588μs 236ns;1998.000000;0.000000
6;1e80ed;9945;9678;10;    56m 18s 195ms 352μs 953ns;348.543517;         1s 405ms  86μs 411ns;        55s 491ms 988μs 645ns;1785.000000;0.000000
3;5fa0e;9921;18517;10;    64m 59s 173ms 575μs 913ns;437.619903;         1s 121ms 696μs 645ns;     1m 22s 241ms  84μs 242ns;1632.000000;0.000000
