ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;16;0;83;38;5;32611;-nan;100.083198;-nan;         2s  56ms 913μs 264ns;            238ms 702μs 652ns
-;30451;1290;150508;69333;10500;32611;-nan;180249.838757;-nan;    61m 44s 500ms 788μs 855ns;     7m  9s 903ms 477μs 903ns
