ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;62;2;66;42;6;596;-nan;-nan;-nan;         5s 679ms 486μs 167ns;            273ms  41μs  65ns
-;1428;66;1519;975;138;596;-nan;-nan;-nan;     2m 10s 628ms 181μs 854ns;         6s 279ms 944μs 504ns
