ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;5000;35935;5;    30m 26s  21ms 775μs 204ns;1345.071194;         1s 758ms 590μs  76ns;    19m 45s  50ms 639μs 776ns;0.000000;0.000000
2;1e021;5000;1190;5;     8m 27s       367μs  74ns;732.544379;         2s  22ms 499μs 289ns;        49s 644ms 546μs 732ns;1080.000000;190.000000
3;228b1;5000;28154;5;    35m 35s 476ms 781μs 979ns;931.728337;         2s 465ms   8μs 350ns;    23m 53s 921ms 119μs 615ns;1347.000000;100.000000
26;bd1d7;5000;400;5;    14m 28s 342ms 700μs 744ns;373.271889;         5s 734ms  27μs 164ns;     1m 59s 386ms 451μs 680ns;3918.000000;1515.000000
25;bb2ea;2279;358;5;     7m 56s 670ms 761μs 158ns;332.394958;         5s 717ms  25μs 419ns;     1m 56s 697ms 779μs   5ns;3918.000000;1515.000000
24;b7426;5000;354;5;    14m 13s 615ms 527μs 579ns;376.600234;         5s 645ms 544μs 297ns;     1m 48s 922ms 366μs 227ns;3918.000000;1515.000000
23;b4a7a;3260;294;5;     8m 36s 655ms 941μs 381ns;413.255814;         5s 677ms 281μs 269ns;     1m 37s 645ms 481μs 184ns;3918.000000;1515.000000
22;b0bcb;5000;347;5;    15m 19s 960ms 145μs 526ns;349.096844;         5s 587ms 390μs  10ns;     1m 57s 119ms 895μs 597ns;3918.000000;1515.000000
21;ae177;3243;367;5;    10m  1s 252ms 655μs 428ns;360.399334;         5s 741ms 606μs 157ns;     1m 58s 136ms  38μs 179ns;3918.000000;1515.000000
20;aa2fb;5000;330;5;    14m 10s 463ms 972μs 249ns;376.235294;         5s 772ms 707μs 651ns;     1m 40s 203ms 620μs 610ns;3918.000000;1515.000000
19;a6ca1;4249;387;5;    12m 33s 290ms 908μs 685ns;369.402390;         5s 707ms 799μs 540ns;     2m     409ms 898μs 277ns;3918.000000;1515.000000
