ID;TotalTests;Skipped;Prefix;Approx;BatchCount;Level;Total Reduction %: Length;Total Reduction %: Primary;Total Reduction %: Secondary;Runtime;Average Test Runtime
-;4413;4481;5594;11057;22;413119;-nan;106.180059;-nan;     7m 11s 593ms 465μs 625ns;         1s 831ms 811μs 655ns
-;1015162;1030839;1286714;2543203;5088;413119;-nan;24421.413671;-nan;  1654m 26s 497ms  93μs 837ns;     7m  1s 316ms 680μs 808ns
