ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
7;d7775;5000;65;5;    12m 28s  24ms  44μs 143ns;406.283422;         5s 239ms 135μs 369ns;        20s 725ms 758μs 138ns;5223.000000;1620.000000
8;db2d6;5000;12;5;    12m 39s 241ms  88μs 520ns;396.205534;         5s 355ms  79μs 751ns;         5s 264ms 294μs 935ns;5385.000000;1400.000000
9;ded98;5000;11;5;     9m 59s 990ms 843μs 728ns;501.936561;         5s 322ms 183μs 981ns;         5s 494ms 434μs 974ns;5385.000000;1400.000000
2;31863;5000;17940;5;    43m 43s 437ms 222μs 768ns;524.742661;         3s 842ms 643μs 391ns;    12m  6s 723ms 416μs 374ns;1286.000000;200.000000
3;4253d;5000;2459;5;    14m 55s 105ms 814μs 281ns;500.044693;         4s  36ms 759μs  55ns;     2m 35s 300ms 649μs 140ns;1718.000000;310.000000
4;47cac;5000;7680;5;    19m 25s  86ms   2μs 505ns;653.047210;         2s 887ms 436μs 523ns;     5m 19s 107ms 318μs 741ns;2295.000000;240.000000
6;afe9c;5000;49001;5;   164m 34s  75ms 361μs 279ns;328.140571;         6s 950ms 768μs 312ns;    61m 53s 352ms 354μs  35ns;4432.000000;1560.000000
5;5114a;5000;124476;5;   241m 13s 965ms   8μs 552ns;536.762247;         4s 424ms  96μs 556ns;   193m 22s 752ms 438μs 277ns;2415.000000;320.000000
20;1073c7;3950;0;0;                          0ns;inf;         5s 369ms 506μs 971ns;                          0ns;5383.000000;1400.000000
19;1038fc;5000;15;5;    11m 19s 727ms 297μs 416ns;443.151694;         5s 320ms 488μs 860ns;         6s 655ms 961μs 443ns;5385.000000;1400.000000
18;ffe3d;5000;11;5;    11m 30s 932ms  49μs 922ns;435.739130;         5s 397ms 538μs 263ns;         5s 468ms 870μs 696ns;5385.000000;1400.000000
17;fc378;5000;13;5;    11m 21s 384ms 334μs  11ns;441.674009;         5s 322ms 406μs 119ns;         6s 373ms 834μs 149ns;5385.000000;1400.000000
16;f88b9;5000;11;5;    11m 22s 569ms 691μs 199ns;440.850440;         5s 332ms 935μs 530ns;         5s 538ms 745μs 498ns;5385.000000;1400.000000
15;f4e00;5000;9;5;    11m 19s 943ms 540μs 245ns;442.621502;         5s 351ms 164μs 949ns;         4s 697ms 786μs 411ns;5385.000000;1400.000000
14;f134d;5000;7;5;    11m 18s  40ms 929μs 980ns;443.097345;         5s 356ms  13μs  17ns;         4s 168ms 839μs 136ns;5385.000000;1400.000000
13;ed888;5000;13;5;    11m 22s 237ms 362μs 168ns;441.026393;         5s 341ms  80μs 291ns;         6s 324ms  97μs 713ns;5385.000000;1400.000000
12;e9dcf;5000;9;5;    11m 21s 134ms 330μs 544ns;441.321586;         5s 342ms 581μs 932ns;         4s 744ms 119μs 751ns;5385.000000;1400.000000
11;e6316;5000;9;5;    11m 17s 924ms 707μs 616ns;443.929099;         5s 339ms   3μs 380ns;         4s 797ms 262μs 225ns;5385.000000;1400.000000
10;e2857;5000;11;5;    11m 25s 193ms 683μs 558ns;438.919708;         5s 357ms 592μs 918ns;         5s 448ms 838μs 193ns;5385.000000;1400.000000
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;5000;62581;5;    78m 28s 685ms 117μs 327ns;861.270178;         2s 723ms 293μs  13ns;    42m  3s 957ms 365μs 822ns;0.000000;0.000000
