ID;Parent ID;Generation ID;Derived Inputs;Derived Fails;Flags;Generation Time;Generation Length;Trimmed Length;Execution Time;Primary Score;Relative Primary Score;Secondary Score;Relative Secondary Score;Exit Code;Exit Reason;Result;Retries;Test Number
17c36c;0;64;0;0;0000000000000010;   622m 18s 984ms 231μs 710ns;0;5047;         5s 837ms 695μs  53ns;1523.000000;3.313854;150.000000;33.646667;0;1;Failing;0;519085
d9605;0;64;0;0;0000000000000010;   353m 47s 421ms 729μs 976ns;0;4583;         5s 522ms 738μs 678ns;1054.000000;4.348197;200.000000;22.915000;0;1;Failing;0;296757
9ced9;0;64;0;0;0000000000000010;   255m 20s 970ms 798μs 450ns;0;8236;         8s 711ms 248μs 216ns;1040.000000;7.919231;210.000000;39.219048;0;1;Failing;0;214225
ae135;0;64;0;0;0000000000000010;   283m  7s 929ms 192μs 567ns;0;4664;         5s  42ms 371μs 980ns;972.000000;4.798354;160.000000;29.150000;0;1;Failing;0;237637
1717;0;64;0;0;0000000000000010;     1m 57s 762ms 188μs 907ns;0;4412;         4s 892ms 553μs 166ns;855.000000;5.160234;230.000000;19.182609;0;1;Failing;0;1936
146484;0;64;0;0;0000000000000010;   532m 44s 656ms 604μs 419ns;0;8210;         8s 460ms 481μs 719ns;795.000000;10.327044;80.000000;102.625000;0;1;Failing;0;445450
e77cf;0;64;0;0;0000000000000010;   376m 50s 537ms 545μs 647ns;0;1472;         2s 363ms 103μs 473ns;792.000000;1.858586;130.000000;11.323077;0;1;Failing;0;316024
13d686;0;64;0;0;0000000000000010;   517m 57s 761ms  44μs 747ns;0;4880;         5s 207ms 710μs 728ns;791.000000;6.169406;190.000000;25.684211;0;1;Failing;0;433333
42914;0;64;0;0;0000000000000010;   108m  6s 293ms 636μs 187ns;0;3425;         4s 131ms 292μs 699ns;791.000000;4.329962;90.000000;38.055556;0;1;Failing;0;90853
f3fb1;0;64;0;0;0000000000000010;   397m 15s 450ms 321μs 872ns;0;2889;         3s 584ms 320μs 741ns;789.000000;3.661597;100.000000;28.890000;0;1;Failing;0;333081
1a2473;0;64;0;0;0000000000000010;   684m 53s 298ms 327μs 813ns;0;7454;         8s  31ms  86μs 376ns;787.000000;9.471410;80.000000;93.175000;0;1;Failing;0;571055
d3132;0;64;0;0;0000000000000010;   343m 36s 257ms 508μs 426ns;0;6178;         7s 295ms 675μs 923ns;784.000000;7.880102;170.000000;36.341176;0;1;Failing;0;288153
ea853;0;64;0;0;0000000000000010;   381m 48s 222ms 405μs 978ns;0;3517;         4s  92ms 559μs 717ns;759.000000;4.633729;160.000000;21.981250;0;1;Failing;0;320164
2dc82;0;64;0;0;0000000000000010;    73m 56s 778ms 308μs 262ns;0;8239;         8s 248ms   6μs 777ns;757.000000;10.883752;110.000000;74.900000;0;1;Failing;0;62474
4a227;0;64;0;0;0000000000000010;   120m 30s 143ms 188μs 917ns;0;1226;         2s  84ms 375μs 129ns;753.000000;1.628154;70.000000;17.514286;0;1;Failing;0;101185
165275;0;64;0;0;0000000000000010;   583m 54s 975ms 246μs 789ns;0;723;         1s 550ms 157μs 657ns;739.000000;0.978349;60.000000;12.050000;0;1;Failing;0;487600
10ab15;0;64;0;0;0000000000000010;   434m 20s 455ms 993μs 944ns;0;1328;         1s 941ms 969μs 536ns;702.000000;1.891738;110.000000;12.072727;0;1;Failing;0;364090
639d1;0;64;0;0;0000000000000010;   161m 55s 912ms 714μs 545ns;0;4902;         5s 106ms 723μs 585ns;672.000000;7.294643;110.000000;44.563636;0;1;Failing;0;135972
