ID;Generation Number;Generation Size;DD Size;Number of DD;Runtime;Tests per Minute;Average Test Execution Time;Average DD Runtime;Total primary score increase;Total secondary increase
0;64;0;0;0;                          0ns;-nan;                          0ns;                          0ns;0.000000;0.000000
1;66;2000;112;10;         9s  96ms 118μs 560ns;14080.000000;                        -19255816276506ns;            609ms 369μs 142ns;0.000000;0.000000
8;1964f;2000;1107;10;     1m  7s 213ms 627μs 966ns;2782.388060;                        -38505245795067ns;        13s 663ms 973μs 431ns;2366.000000;0.000000
4;bd6b;2000;315;10;        17s 721ms 434μs 242ns;8170.588235;                        -26351894435587ns;         2s 177ms 133μs 923ns;1098.000000;0.000000
7;16ffe;2000;902;10;        51s   1ms 113μs 214ns;3414.117647;                        -31741755312039ns;        11s  12ms 664μs 218ns;2075.000000;0.000000
6;12985;2000;959;10;        47s 890ms 405μs 710ns;3777.446809;                        -31937481375392ns;        11s 519ms 779μs 371ns;1871.000000;0.000000
3;489e;2000;100;10;        11s 548ms 853μs 429ns;11454.545455;                        -10822304560906ns;            472ms 291μs 263ns;657.000000;0.000000
9;1c002;2000;104;11;        19s 938ms 632μs 107ns;6644.210526;                        -38097769638497ns;            604ms  75μs 191ns;2969.000000;0.000000
5;dfe8;2000;389;10;        29s 279ms 719μs 258ns;4942.758621;                        -20529097021837ns;         2s 537ms 928μs 321ns;1867.000000;0.000000
2;1a11;2000;116;10;        12s 898ms 164μs 179ns;10580.000000;                        -18654334600053ns;            674ms  71μs 838ns;657.000000;0.000000
