ID;Parent ID;Generation ID;Derived Inputs;Derived Fails;Flags;Generation Time;Generation Length;Trimmed Length;Execution Time;Primary Score;Relative Primary Score;Secondary Score;Relative Secondary Score;Exit Code;Exit Reason;Result;Retries;Test Number
22d7d;18a3f;21792;0;0;0000000000000030;    32m 47s 224ms 797μs 421ns;0;8283;         8s 387ms 205μs 562ns;1406.000000;5.891181;240.000000;34.512500;0;1;Failing;0;47534
21e72;18a3f;21792;0;0;0000000000000030;    31m 52s 151ms 485μs 197ns;0;8281;         9s 819ms 818μs 344ns;1403.000000;5.902352;480.000000;17.252083;0;1;Failing;0;46255
21bf8;18a3f;21792;0;0;0000000000000030;    31m 50s 683ms 273μs 271ns;0;8273;         9s 897ms 641μs 577ns;1408.000000;5.875710;520.000000;15.909615;0;1;Failing;0;46045
2355d;18a3f;21792;0;0;0000000000000030;    33m 22s 339ms 300μs  86ns;0;8272;        10s 430ms  95μs 590ns;1404.000000;5.891738;240.000000;34.466667;0;1;Failing;0;48206
24eaa;18a3f;21792;0;0;0000000000000030;    35m 14s 684ms 488μs 615ns;0;8210;        10s 554ms 792μs 806ns;1383.000000;5.936370;240.000000;34.208333;0;1;Failing;0;50365
3ec88;36061;3bdbd;0;0;0000000000000030;    75m 50s 204ms 503μs 885ns;0;8208;        10s 526ms 298μs 785ns;2225.000000;3.688989;220.000000;37.309091;0;1;Failing;0;85680
3dab0;36061;3bdbd;0;0;0000000000000030;    74m  6s 622ms 733μs 815ns;0;8207;        10s 495ms 818μs 198ns;2225.000000;3.688539;120.000000;68.391667;0;1;Failing;0;84157
3d264;36061;3bdbd;0;0;0000000000000030;    73m 18s 767ms 794μs 613ns;0;8207;        10s 466ms 798μs 727ns;2223.000000;3.691858;120.000000;68.391667;0;1;Failing;0;83449
3e6f5;2c26e;3bdbd;0;0;0000000000000030;    75m 17s 738ms 325μs 823ns;0;8207;        10s 619ms 760μs 930ns;2218.000000;3.700180;260.000000;31.565385;0;1;Failing;0;85204
3f0d3;36061;3bdbd;0;0;0000000000000030;    76m 15s  71ms 251μs 415ns;0;8207;         9s 521ms 160μs 296ns;2216.000000;3.703520;120.000000;68.391667;0;1;Failing;0;86046
3e72b;36061;3bdbd;0;0;0000000000000030;    75m 19s  76ms 422μs 487ns;0;8206;        10s 775ms 281μs 422ns;2222.000000;3.693069;140.000000;58.614286;0;1;Failing;0;85222
21d86;18a3f;21792;0;0;0000000000000030;    31m 51s 636ms 474μs 827ns;0;8206;         8s 865ms 421μs 952ns;1384.000000;5.929191;220.000000;37.300000;0;1;Failing;0;46177
24700;18a3f;21792;0;0;0000000000000030;    34m 40s 699ms 857μs 998ns;0;8205;         8s 804ms 642μs 159ns;1382.000000;5.937048;220.000000;37.295455;0;1;Failing;0;49711
3c7b5;36061;3bdbd;0;0;0000000000000030;    72m 18s 780ms  97μs 670ns;0;8204;        10s 221ms 238μs 794ns;2225.000000;3.687191;220.000000;37.290909;0;1;Failing;0;82540
3c20a;36061;3bdbd;0;0;0000000000000030;    72m 14s 474ms 489μs 104ns;0;8204;         9s  64ms 727μs 331ns;2223.000000;3.690508;120.000000;68.366667;0;1;Failing;0;82060
23056;18a3f;21792;0;0;0000000000000030;    32m 59s 981ms 396μs 852ns;0;8202;        10s 573ms 238μs 114ns;1384.000000;5.926301;220.000000;37.281818;0;1;Failing;0;47777
3c1ce;36061;3bdbd;0;0;0000000000000030;    72m 14s 278ms 956μs 809ns;0;8201;        11s 355ms 282μs 645ns;2221.000000;3.692481;240.000000;34.170833;0;1;Failing;0;82040
3ef25;36061;3bdbd;0;0;0000000000000030;    76m  5s 219ms 492μs  28ns;0;8201;         9s 129ms 762μs 551ns;2218.000000;3.697475;220.000000;37.277273;0;1;Failing;0;85903
3c451;36061;3bdbd;0;0;0000000000000030;    72m 15s 880ms 127μs 978ns;0;8199;        10s 110ms 145μs  69ns;2226.000000;3.683288;220.000000;37.268182;0;1;Failing;0;82254
2348b;18a3f;21792;0;6004;4000000000000038;    33m 18s 657ms  54μs 540ns;0;7918;        10s  70ms 183μs 429ns;1607.000000;4.927194;220.000000;35.990909;0;1;Failing;0;48136
3ebdc;36061;3bdbd;0;803;4000000000000038;    75m 45s 985ms 361μs 972ns;0;7534;         9s 729ms 391μs 986ns;2491.000000;3.024488;240.000000;31.391667;0;1;Failing;0;85623
25231;2348b;21792;0;0;4000000000000080;    36m 13s  47ms  95μs  22ns;0;-1;         8s 156ms 336μs 222ns;1608.000000;0.000000;260.000000;0.000000;0;1;Unfinished;0;50665
